CELDA;NOMBRE
BU18WM1;AT_BU_ROA
SG01RM1;AT_SG_PEDRAZA
SG01RM2;AT_SG_PEDRAZA
SG01RM3;AT_SG_PEDRAZA
SG17WM1;AT_SG_ENCINILLAS
SG17WM3;AT_SG_ENCINILLAS
SG33WM1;AT_SG_SEPULVEDA
SO17WM1;OR_SO_PBCOVALEDA
VA81GK1;AT_VA_VALLSUR
VA81GK2;AT_VA_VALLSUR
VA81GK3;AT_VA_VALLSUR
