FECHA;PROV;CELDA;4G_ERI_IntraFreq_Prep_HO_Succ_Rate;4G_ERI_IntraFreq_Exec_HO_Succ_Rate
2017-08-27;ZA70WJ2;ZA;100.0;99.27
2017-08-27;BU01KK1;BU;99.99;99.28
2017-08-27;BU07GK3;BU;100.0;99.28
2017-08-27;LE18PK1;LE;100.0;99.28
2017-08-27;LE45WJ1;LE;100.0;99.28
2017-08-27;LE53IJ1;LE;100.0;99.28
2017-08-27;PX01PJ2;PX;100.0;99.28
2017-08-27;SA48PK1;SA;100.0;99.28
2017-08-27;SG05RJ3;SG;100.0;99.28
2017-08-27;SO02WJ1;SO;100.0;99.28
2017-08-27;VA09GJ2;VA;100.0;99.28
2017-08-27;VA57GJ2;VA;100.0;99.28
2017-08-27;ZA04PJ3;ZA;100.0;99.28
2017-08-27;ZA15PJ2;ZA;100.0;99.28
2017-08-27;ZA51WJ1;ZA;100.0;99.28
2017-08-27;AV24WM3;AV;100.0;99.29
2017-08-27;BU21GK1;BU;100.0;99.29
2017-08-27;PX55PK1;PX;100.0;99.29
2017-08-27;SG06WK2;SG;99.94;99.29
2017-08-27;SG09WJ3;SG;99.54;99.29
2017-08-27;SO04PK2;SO;100.0;99.29
2017-08-27;SO04WK1;SO;100.0;99.29
2017-08-27;SX30WJ3;SX;99.95;99.29
2017-08-27;SX55WJ1;SX;100.0;99.29
2017-08-27;VA07GK1;VA;100.0;99.29
2017-08-27;VA10WJ1;VA;98.71;99.29
2017-08-27;VA29GK3;VA;100.0;99.29
2017-08-27;AV01PJ2;AV;100.0;99.3
2017-08-27;BU72WJ2;BU;86.39;99.3
2017-08-27;LE08PK1;LE;100.0;99.3
2017-08-27;PX03PK2;PX;99.99;99.3
2017-08-27;PX05PJ2;PX;100.0;99.3
2017-08-27;SO06PK2;SO;100.0;99.3
2017-08-27;SO11PK1;SO;100.0;99.3
2017-08-27;VA31WJ1;VA;90.04;99.3
2017-08-27;ZA01PK3;ZA;100.0;99.3
2017-08-27;BU08KK2;BU;99.72;99.31
2017-08-27;BU71GK1;BU;100.0;99.31
2017-08-27;LE10KK2;LE;100.0;99.31
2017-08-27;LE20PJ1;LE;100.0;99.31
2017-08-27;LE80WJ3;LE;99.64;99.31
2017-08-27;SA22WJ3;SA;99.9;99.31
2017-08-27;SG44WK3;SG;99.89;99.31
2017-08-27;SO04PK3;SO;100.0;99.31
2017-08-27;SX89WJ2;SX;99.91;99.31
2017-08-27;VA06GK3;VA;100.0;99.31
2017-08-27;VA09GK2;VA;100.0;99.31
2017-08-27;VA22GJ2;VA;100.0;99.31
2017-08-27;VA73GK3;VA;100.0;99.31
2017-08-27;ZA04PK2;ZA;100.0;99.31
2017-08-27;AV01PJ1;AV;100.0;99.32
2017-08-27;LE04PJ2;LE;83.07;99.32
2017-08-27;LE39PK3;LE;100.0;99.32
2017-08-27;LE47PK1;LE;100.0;99.32
2017-08-27;PX05PJ1;PX;100.0;99.32
2017-08-27;PX08PK1;PX;100.0;99.32
2017-08-27;SG04PK3;SG;99.61;99.32
2017-08-27;SO31WJ3;SO;91.68;99.32
2017-08-27;VA10GJ3;VA;100.0;99.32
2017-08-27;VA23GJ1;VA;99.95;99.32
2017-08-27;AV07PK3;AV;100.0;99.33
2017-08-27;AV20PK2;AV;99.91;99.33
2017-08-27;BU06WJ1;BU;100.0;99.33
2017-08-27;BU18GK3;BU;100.0;99.33
2017-08-27;LE08IJ1;LE;99.6;99.33
2017-08-27;LE19PK1;LE;100.0;99.33
2017-08-27;LE21PK1;LE;100.0;99.33
2017-08-27;PX28IJ1;PX;72.08;99.33
2017-08-27;SA01WJ1;SA;99.95;99.33
2017-08-27;SA48WJ2;SA;100.0;99.33
2017-08-27;SG33WJ1;SG;99.98;99.33
2017-08-27;SO26WJ2;SO;100.0;99.33
2017-08-27;AV02PJ1;AV;99.74;99.34
2017-08-27;AV04PL2;AV;100.0;99.34
2017-08-27;AV14WK2;AV;94.34;99.34
2017-08-27;BU13GK3;BU;100.0;99.34
2017-08-27;BU49GJ1;BU;100.0;99.34
2017-08-27;LE15IJ2;LE;100.0;99.34
2017-08-27;SA13WJ2;SA;100.0;99.34
2017-08-27;SX36WJ1;SX;100.0;99.34
2017-08-27;SX60WJ1;SX;100.0;99.34
2017-08-27;VA25GK1;VA;100.0;99.34
2017-08-27;VA72WK2;VA;99.63;99.34
2017-08-27;AV04PK2;AV;100.0;99.35
2017-08-27;AV31PK2;AV;100.0;99.35
2017-08-27;AV33PK2;AV;100.0;99.35
2017-08-27;BU02WK3;BU;100.0;99.35
2017-08-27;BU03GK2;BU;100.0;99.35
2017-08-27;BU03KJ1;BU;100.0;99.35
2017-08-27;LE39PJ3;LE;100.0;99.35
2017-08-27;PX09IJ2;PX;100.0;99.35
2017-08-27;SA25PK3;SA;99.96;99.35
2017-08-27;SO05PK1;SO;100.0;99.35
2017-08-27;SX08IJ2;SX;100.0;99.35
2017-08-27;VA90GK2;VA;100.0;99.35
2017-08-27;AV22WK2;AV;100.0;99.36
2017-08-27;LE06WJ3;LE;100.0;99.36
2017-08-27;VA03WJ1;VA;99.97;99.36
2017-08-27;VA05GK2;VA;100.0;99.36
2017-08-27;VA26GK3;VA;100.0;99.36
2017-08-27;AV37WK2;AV;100.0;99.37
2017-08-27;BU18GK2;BU;100.0;99.37
2017-08-27;VA01WJ3;VA;99.97;99.37
2017-08-27;VA02GK3;VA;100.0;99.37
2017-08-27;VA12GK2;VA;100.0;99.37
2017-08-27;VA38GJ2;VA;100.0;99.37
2017-08-27;BU32WJ2;BU;100.0;99.38
2017-08-27;LE01PK3;LE;100.0;99.38
2017-08-27;LE08PK3;LE;99.98;99.38
2017-08-27;LE17IJ1;LE;100.0;99.38
2017-08-27;LE25PJ3;LE;100.0;99.38
2017-08-27;LE69WJ2;LE;92.92;99.38
2017-08-27;LE98WJ1;LE;100.0;99.38
2017-08-27;PX02PK1;PX;100.0;99.38
2017-08-27;PX10RK2;PX;100.0;99.38
2017-08-27;SO10WJ1;SO;100.0;99.38
2017-08-27;SX18WJ2;SX;99.99;99.38
2017-08-27;SX48WJ2;SX;99.95;99.38
2017-08-27;VA06GK1;VA;100.0;99.38
2017-08-27;VA22GK3;VA;100.0;99.38
2017-08-27;VA30WK3;VA;100.0;99.38
2017-08-27;VA32GK2;VA;100.0;99.38
2017-08-27;AV20PK1;AV;99.75;99.39
2017-08-27;LE05RK1;LE;100.0;99.39
2017-08-27;LE32PK3;LE;100.0;99.39
2017-08-27;LE89WJ3;LE;99.97;99.39
2017-08-27;PX09PK3;PX;100.0;99.39
2017-08-27;PX55PK2;PX;100.0;99.39
2017-08-27;SG25PK1;SG;96.54;99.39
2017-08-27;SO20WJ3;SO;100.0;99.39
2017-08-27;VA18GK2;VA;99.98;99.39
2017-08-27;VA57GK3;VA;100.0;99.39
2017-08-27;AV30PJ3;AV;100.0;99.4
2017-08-27;BU01GK1;BU;100.0;99.4
2017-08-27;BU05RK3;BU;100.0;99.4
2017-08-27;BU12GK3;BU;100.0;99.4
2017-08-27;LE10PK3;LE;100.0;99.4
2017-08-27;LE15PK1;LE;99.99;99.4
2017-08-27;LE23PK3;LE;99.69;99.4
2017-08-27;LE38PK2;LE;100.0;99.4
2017-08-27;LE88WJ3;LE;100.0;99.4
2017-08-27;SG01WK3;SG;99.65;99.4
2017-08-27;SX76WJ3;SX;100.0;99.4
2017-08-27;VA18GK3;VA;100.0;99.4
2017-08-27;VA39GJ3;VA;100.0;99.4
2017-08-27;VA73GK2;VA;100.0;99.4
2017-08-27;ZA04PK1;ZA;100.0;99.4
2017-08-27;ZA15PK3;ZA;100.0;99.4
2017-08-27;BU16GK3;BU;100.0;99.41
2017-08-27;BU29WK3;BU;100.0;99.41
2017-08-27;LE03PK3;LE;99.97;99.41
2017-08-27;PX01RK2;PX;100.0;99.41
2017-08-27;PX08PK3;PX;100.0;99.41
2017-08-27;PX11PJ2;PX;100.0;99.41
2017-08-27;SA24WJ2;SA;99.99;99.41
2017-08-27;SO28WJ2;SO;100.0;99.41
2017-08-27;VA09GK3;VA;100.0;99.41
2017-08-27;VA74GK2;VA;100.0;99.41
2017-08-27;BU02GL3;BU;100.0;99.42
2017-08-27;BU18GK1;BU;100.0;99.42
2017-08-27;BU20GK3;BU;100.0;99.42
2017-08-27;BU36WJ3;BU;100.0;99.42
2017-08-27;LE05PK2;LE;100.0;99.42
2017-08-27;PX02RK2;PX;100.0;99.42
2017-08-27;PX20RJ2;PX;100.0;99.42
2017-08-27;SA03PL2;SA;100.0;99.42
2017-08-27;SX54WJ2;SX;100.0;99.42
2017-08-27;VA50GK2;VA;100.0;99.42
2017-08-27;VA58GK2;VA;100.0;99.42
2017-08-27;ZA07PK1;ZA;100.0;99.42
2017-08-27;ZA10PK3;ZA;100.0;99.42
2017-08-27;AV06WK1;AV;99.84;99.43
2017-08-27;AV09PJ2;AV;100.0;99.43
2017-08-27;BU21WM1;BU;100.0;99.43
2017-08-27;LE14PK1;LE;99.98;99.43
2017-08-27;PX04PK3;PX;100.0;99.43
2017-08-27;SA03PL3;SA;100.0;99.43
2017-08-27;SG23WK1;SG;100.0;99.43
2017-08-27;SG38WM2;SG;100.0;99.43
2017-08-27;SO11PJ3;SO;100.0;99.43
2017-08-27;SX04WJ2;SX;100.0;99.43
2017-08-27;SX13IJ1;SX;100.0;99.43
2017-08-27;SX50WJ1;SX;100.0;99.43
2017-08-27;VA12WJ3;VA;92.13;99.43
2017-08-27;VA38GK2;VA;100.0;99.43
2017-08-27;VA50GJ2;VA;100.0;99.43
2017-08-27;ZA28RK2;ZA;100.0;99.43
2017-08-27;AV15RJ3;AV;99.96;99.44
2017-08-27;BU42GK1;BU;100.0;99.44
2017-08-27;BU55GK1;BU;100.0;99.44
2017-08-27;LE17PK3;LE;100.0;99.44
2017-08-27;PX02IJ1;PX;100.0;99.44
2017-08-27;PX04PK2;PX;100.0;99.44
2017-08-27;PX12IJ2;PX;100.0;99.44
2017-08-27;PX23IJ2;PX;100.0;99.44
2017-08-27;SA48PK3;SA;100.0;99.44
2017-08-27;SG09WJ2;SG;99.1;99.44
2017-08-27;SG13WK1;SG;95.86;99.44
2017-08-27;SO15PK3;SO;100.0;99.44
2017-08-27;SX51WJ3;SX;100.0;99.44
2017-08-27;VA14WK3;VA;100.0;99.44
2017-08-27;VA38WK3;VA;96.83;99.44
2017-08-27;VA41WK1;VA;80.66;99.44
2017-08-27;VA60GJ1;VA;100.0;99.44
2017-08-27;VA72WK3;VA;100.0;99.44
2017-08-27;VA85GK2;VA;100.0;99.44
2017-08-27;ZA06PK1;ZA;99.84;99.44
2017-08-27;AV10WM3;AV;100.0;99.45
2017-08-27;AV31WK2;AV;38.26;99.45
2017-08-27;BU06KK1;BU;100.0;99.45
2017-08-27;BU16WM1;BU;99.19;99.45
2017-08-27;BU44GJ2;BU;100.0;99.45
2017-08-27;LE35PK3;LE;100.0;99.45
2017-08-27;PX01RJ2;PX;100.0;99.45
2017-08-27;SA14PK2;SA;100.0;99.45
2017-08-27;SG29WM3;SG;58.24;99.45
2017-08-27;SO01PK1;SO;100.0;99.45
2017-08-27;VA02WJ1;VA;100.0;99.45
2017-08-27;VA35WK2;VA;74.11;99.45
2017-08-27;VA38GK1;VA;100.0;99.45
2017-08-27;VA62WJ3;VA;100.0;99.45
2017-08-27;AV16PK3;AV;100.0;99.46
2017-08-27;LE05PJ2;LE;100.0;99.46
2017-08-27;LE11IJ2;LE;99.96;99.46
2017-08-27;PX06IJ3;PX;100.0;99.46
2017-08-27;PX11PK1;PX;100.0;99.46
2017-08-27;PX20RK1;PX;100.0;99.46
2017-08-27;SA13PK3;SA;100.0;99.46
2017-08-27;SO06PK1;SO;100.0;99.46
2017-08-27;SX18WJ3;SX;100.0;99.46
2017-08-27;VA36WJ1;VA;85.79;99.46
2017-08-27;VA42WK2;VA;84.6;99.46
2017-08-27;VA52GJ3;VA;99.99;99.46
2017-08-27;AV09PJ3;AV;100.0;99.47
2017-08-27;BU01WM1;BU;100.0;99.47
2017-08-27;BU08KK3;BU;99.91;99.47
2017-08-27;BU49GJ3;BU;100.0;99.47
2017-08-27;LE39PK2;LE;100.0;99.47
2017-08-27;PX10RK3;PX;100.0;99.47
2017-08-27;PX11IJ3;PX;100.0;99.47
2017-08-27;SO11PK3;SO;100.0;99.47
2017-08-27;SO20WJ1;SO;100.0;99.47
2017-08-27;VA12WK2;VA;95.32;99.47
2017-08-27;VA38GJ3;VA;100.0;99.47
2017-08-27;VA41WJ2;VA;98.6;99.47
2017-08-27;ZA21WJ1;ZA;99.61;99.47
2017-08-27;AV25PK3;AV;99.76;99.48
2017-08-27;AV33PK3;AV;100.0;99.48
2017-08-27;BU02WJ3;BU;100.0;99.48
2017-08-27;BU12GK1;BU;100.0;99.48
2017-08-27;BU32WJ1;BU;100.0;99.48
2017-08-27;LE07WJ3;LE;100.0;99.48
2017-08-27;PX05PK2;PX;100.0;99.48
2017-08-27;SA10PJ2;SA;100.0;99.48
2017-08-27;SG01WK1;SG;99.97;99.48
2017-08-27;SO05PK3;SO;99.95;99.48
2017-08-27;VA25GK2;VA;100.0;99.48
2017-08-27;AV02PK1;AV;99.62;99.49
2017-08-27;AV04PK1;AV;100.0;99.49
2017-08-27;LE03PL1;LE;100.0;99.49
2017-08-27;LE19PK2;LE;100.0;99.49
2017-08-27;PX64RK3;PX;100.0;99.49
2017-08-27;SG08WJ2;SG;99.97;99.49
2017-08-27;SG09WK1;SG;99.78;99.49
2017-08-27;SO10WJ2;SO;100.0;99.49
2017-08-27;VA02WJ2;VA;100.0;99.49
2017-08-27;VA52GJ2;VA;100.0;99.49
2017-08-27;AV31PK1;AV;100.0;99.5
2017-08-27;BU05GK1;BU;100.0;99.5
2017-08-27;LE02PK2;LE;100.0;99.5
2017-08-27;LE87WJ1;LE;100.0;99.5
2017-08-27;PX08IJ2;PX;100.0;99.5
2017-08-27;SA16PK2;SA;100.0;99.5
2017-08-27;SX10IJ1;SX;100.0;99.5
2017-08-27;VA03GK3;VA;100.0;99.5
2017-08-27;VA05GJ3;VA;100.0;99.5
2017-08-27;ZA10RK2;ZA;100.0;99.5
2017-08-27;BU03KJ3;BU;100.0;99.51
2017-08-27;LE02PK1;LE;99.94;99.51
2017-08-27;LE05KK2;LE;100.0;99.51
2017-08-27;LE20PK1;LE;100.0;99.51
2017-08-27;PX08PK2;PX;99.99;99.51
2017-08-27;PX09PK2;PX;100.0;99.51
2017-08-27;SX79WJ2;SX;99.99;99.51
2017-08-27;VA01KJ1;VA;99.99;99.51
2017-08-27;VA04WJ1;VA;99.29;99.51
2017-08-27;VA19GJ1;VA;100.0;99.51
2017-08-27;ZA53WJ2;ZA;100.0;99.51
2017-08-27;BU01KK3;BU;99.93;99.52
2017-08-27;BU06WJ2;BU;100.0;99.52
2017-08-27;BU44WJ1;BU;100.0;99.52
2017-08-27;LE38PK1;LE;100.0;99.52
2017-08-27;SA48WJ3;SA;100.0;99.52
2017-08-27;SG15PK2;SG;99.84;99.52
2017-08-27;VA12GK3;VA;100.0;99.52
2017-08-27;VA30WJ3;VA;99.68;99.52
2017-08-27;VA58GJ1;VA;100.0;99.52
2017-08-27;VA84GK1;VA;100.0;99.52
2017-08-27;AV04PJ1;AV;100.0;99.53
2017-08-27;AV16PK2;AV;100.0;99.53
2017-08-27;BU14GK2;BU;99.98;99.53
2017-08-27;BU45GK2;BU;100.0;99.53
2017-08-27;PX11IJ2;PX;100.0;99.53
2017-08-27;SX09IJ1;SX;100.0;99.53
2017-08-27;SX85WJ2;SX;99.98;99.53
2017-08-27;VA03GK1;VA;100.0;99.53
2017-08-27;AV11PJ3;AV;100.0;99.54
2017-08-27;BU54GK3;BU;100.0;99.54
2017-08-27;LE07KL2;LE;100.0;99.54
2017-08-27;LE39PJ1;LE;100.0;99.54
2017-08-27;LE41RK3;LE;99.98;99.54
2017-08-27;LE59WJ2;LE;100.0;99.54
2017-08-27;PX55PK3;PX;100.0;99.54
2017-08-27;SA05WJ2;SA;99.93;99.54
2017-08-27;SG13PK1;SG;98.27;99.54
2017-08-27;SX03IJ2;SX;100.0;99.54
2017-08-27;VA05WJ1;VA;100.0;99.54
2017-08-27;VA14WK2;VA;100.0;99.54
2017-08-27;VA54WM1;VA;100.0;99.54
2017-08-27;VA55GJ2;VA;100.0;99.54
2017-08-27;AV33PK1;AV;100.0;99.55
2017-08-27;BU03KK1;BU;100.0;99.55
2017-08-27;BU11KK2;BU;99.99;99.55
2017-08-27;BU20GK1;BU;100.0;99.55
2017-08-27;LE07KL3;LE;100.0;99.55
2017-08-27;LE41RK1;LE;100.0;99.55
2017-08-27;LE41RK2;LE;100.0;99.55
2017-08-27;SG02WK3;SG;99.7;99.55
2017-08-27;SO14PJ1;SO;100.0;99.55
2017-08-27;VA12WK1;VA;92.11;99.55
2017-08-27;VA22GJ3;VA;100.0;99.55
2017-08-27;VA38WJ2;VA;100.0;99.55
2017-08-27;ZA06PK2;ZA;100.0;99.55
2017-08-27;ZA50WJ2;ZA;100.0;99.55
2017-08-27;AV07PK1;AV;100.0;99.56
2017-08-27;BU06WK3;BU;100.0;99.56
2017-08-27;BU23WM3;BU;100.0;99.56
2017-08-27;LE01KK1;LE;100.0;99.56
2017-08-27;LE06WJ1;LE;100.0;99.56
2017-08-27;LE13KK2;LE;100.0;99.56
2017-08-27;LE21PK3;LE;100.0;99.56
2017-08-27;SG01PK2;SG;99.3;99.56
2017-08-27;SG06WK1;SG;99.87;99.56
2017-08-27;SX45WJ1;SX;100.0;99.56
2017-08-27;SX46WJ1;SX;100.0;99.56
2017-08-27;VA39WJ1;VA;96.63;99.56
2017-08-27;VA62GJ2;VA;100.0;99.56
2017-08-27;AV08PK1;AV;100.0;99.57
2017-08-27;BU03KK2;BU;100.0;99.57
2017-08-27;BU71GJ3;BU;100.0;99.57
2017-08-27;PX97IJ1;PX;99.99;99.57
2017-08-27;SA19PJ2;SA;100.0;99.57
2017-08-27;SA48WJ1;SA;100.0;99.57
2017-08-27;SO14PK3;SO;100.0;99.57
2017-08-27;VA74GK1;VA;99.98;99.57
2017-08-27;BU01GL1;BU;100.0;99.58
2017-08-27;BU08WJ2;BU;100.0;99.58
2017-08-27;BU21KK2;BU;100.0;99.58
2017-08-27;LE03KK1;LE;100.0;99.58
2017-08-27;PX03PK3;PX;100.0;99.58
2017-08-27;SG13PK2;SG;99.93;99.58
2017-08-27;VA01WK1;VA;100.0;99.58
2017-08-27;ZA21WJ3;ZA;100.0;99.58
2017-08-27;LE17PK2;LE;99.99;99.59
2017-08-27;LE30PL2;LE;100.0;99.59
2017-08-27;PX16IJ1;PX;100.0;99.59
2017-08-27;SA51WK1;SA;100.0;99.59
2017-08-27;SG12PK3;SG;100.0;99.59
2017-08-27;VA31GJ2;VA;98.73;99.59
2017-08-27;VA36GK2;VA;100.0;99.59
2017-08-27;VA43GK1;VA;100.0;99.59
2017-08-27;VA54WJ1;VA;100.0;99.59
2017-08-27;ZA02PK2;ZA;100.0;99.59
2017-08-27;BU01GL2;BU;100.0;99.6
2017-08-27;BU06WK2;BU;100.0;99.6
2017-08-27;BU29GK3;BU;100.0;99.6
2017-08-27;BU32WM1;BU;100.0;99.6
2017-08-27;BU54GK2;BU;100.0;99.6
2017-08-27;LE07WJ1;LE;100.0;99.6
2017-08-27;LE11IJ1;LE;100.0;99.6
2017-08-27;SG08WJ3;SG;99.91;99.6
2017-08-27;SG08WK2;SG;99.97;99.6
2017-08-27;SO15PJ3;SO;100.0;99.6
2017-08-27;SX30WJ2;SX;100.0;99.6
2017-08-27;SX34WJ3;SX;99.98;99.6
2017-08-27;AV33PJ3;AV;100.0;99.61
2017-08-27;BU05GK2;BU;100.0;99.61
2017-08-27;BU82GK1;BU;100.0;99.61
2017-08-27;LE07IJ3;LE;99.96;99.61
2017-08-27;LE13KK1;LE;100.0;99.61
2017-08-27;LE17PK1;LE;100.0;99.61
2017-08-27;PX32IJ1;PX;100.0;99.61
2017-08-27;VA22GK2;VA;100.0;99.61
2017-08-27;VA74GK3;VA;100.0;99.61
2017-08-27;AV06WK2;AV;99.87;99.62
2017-08-27;BU26GK1;BU;100.0;99.62
2017-08-27;LE44PK1;LE;100.0;99.62
2017-08-27;PX04PK1;PX;100.0;99.62
2017-08-27;SO14PK2;SO;100.0;99.62
2017-08-27;SX93WJ3;SX;100.0;99.62
2017-08-27;VA05GK1;VA;100.0;99.62
2017-08-27;VA10WJ2;VA;85.27;99.62
2017-08-27;VA17WM2;VA;100.0;99.62
2017-08-27;ZA02PK3;ZA;100.0;99.62
2017-08-27;AV30WJ2;AV;100.0;99.63
2017-08-27;BU02GL1;BU;100.0;99.63
2017-08-27;BU33WM1;BU;100.0;99.63
2017-08-27;LE06PK3;LE;100.0;99.63
2017-08-27;LE10PJ2;LE;100.0;99.63
2017-08-27;LE20PJ3;LE;100.0;99.63
2017-08-27;LE20PK3;LE;100.0;99.63
2017-08-27;LE23RK1;LE;100.0;99.63
2017-08-27;LE41WJ2;LE;100.0;99.63
2017-08-27;SO02WJ2;SO;100.0;99.63
2017-08-27;VA55GK1;VA;100.0;99.63
2017-08-27;VA58GJ3;VA;100.0;99.63
2017-08-27;ZA07PK2;ZA;100.0;99.63
2017-08-27;BU03GL3;BU;100.0;99.64
2017-08-27;LE09IJ1;LE;99.87;99.64
2017-08-27;LE52WJ1;LE;100.0;99.64
2017-08-27;SG02WK1;SG;100.0;99.64
2017-08-27;SX56WJ1;SX;99.99;99.64
2017-08-27;SX64WJ3;SX;100.0;99.64
2017-08-27;VA73WK2;VA;60.91;99.64
2017-08-27;AV05WK1;AV;99.88;99.65
2017-08-27;AV17PK3;AV;100.0;99.65
2017-08-27;AV22WK3;AV;100.0;99.65
2017-08-27;BU02GL2;BU;100.0;99.65
2017-08-27;BU04RK1;BU;100.0;99.65
2017-08-27;BU16GK1;BU;100.0;99.65
2017-08-27;LE07IJ2;LE;100.0;99.65
2017-08-27;LE08KK3;LE;99.97;99.65
2017-08-27;LE14PK3;LE;100.0;99.65
2017-08-27;LE18PK2;LE;100.0;99.65
2017-08-27;SG06WJ2;SG;100.0;99.65
2017-08-27;VA10WK3;VA;97.84;99.65
2017-08-27;VA26GK1;VA;100.0;99.65
2017-08-27;VA38GJ1;VA;100.0;99.65
2017-08-27;LE10PJ1;LE;100.0;99.66
2017-08-27;VA12WK3;VA;95.94;99.66
2017-08-27;VA58GK3;VA;100.0;99.66
2017-08-27;ZA40WJ2;ZA;100.0;99.66
2017-08-27;BU52WM1;BU;98.1;99.67
2017-08-27;LE01PL1;LE;100.0;99.67
2017-08-27;LE02PK3;LE;100.0;99.67
2017-08-27;LE18PK3;LE;100.0;99.67
2017-08-27;LE68WJ2;LE;98.77;99.67
2017-08-27;SO01WJ3;SO;100.0;99.67
2017-08-27;SO14PJ3;SO;100.0;99.67
2017-08-27;SO14PK1;SO;100.0;99.67
2017-08-27;VA02WJ3;VA;99.97;99.67
2017-08-27;VA20GK2;VA;100.0;99.67
2017-08-27;ZA01PL1;ZA;100.0;99.67
2017-08-27;AV22WK1;AV;100.0;99.68
2017-08-27;AV30WK2;AV;74.29;99.68
2017-08-27;BU03RK1;BU;100.0;99.68
2017-08-27;LE03RK1;LE;100.0;99.68
2017-08-27;LE13KK3;LE;100.0;99.68
2017-08-27;LE15PK2;LE;99.91;99.68
2017-08-27;LE29IJ1;LE;99.96;99.68
2017-08-27;PX11PJ3;PX;100.0;99.68
2017-08-27;SG08WJ1;SG;99.83;99.68
2017-08-27;SO02PK2;SO;100.0;99.68
2017-08-27;SO03PK2;SO;100.0;99.68
2017-08-27;VA90GK1;VA;100.0;99.68
2017-08-27;BU05RK2;BU;100.0;99.69
2017-08-27;BU12WJ1;BU;100.0;99.69
2017-08-27;BU15GK3;BU;100.0;99.69
2017-08-27;BU43GJ1;BU;100.0;99.69
2017-08-27;LE28WJ3;LE;100.0;99.69
2017-08-27;LE47PK2;LE;99.85;99.69
2017-08-27;PX20RK2;PX;100.0;99.69
2017-08-27;SG23WK3;SG;99.88;99.69
2017-08-27;SO02PJ2;SO;100.0;99.69
2017-08-27;SO04WK2;SO;100.0;99.69
2017-08-27;SX30WJ1;SX;99.96;99.69
2017-08-27;VA19GJ2;VA;100.0;99.69
2017-08-27;VA54WM3;VA;100.0;99.69
2017-08-27;VA58GK1;VA;100.0;99.69
2017-08-27;VA73WK1;VA;26.77;99.69
2017-08-27;ZA02PK1;ZA;100.0;99.69
2017-08-27;BU03GL2;BU;100.0;99.7
2017-08-27;BU06KK3;BU;99.99;99.7
2017-08-27;BU15GK2;BU;100.0;99.7
2017-08-27;BU22GK2;BU;100.0;99.7
2017-08-27;BU44WJ3;BU;100.0;99.7
2017-08-27;LE01PL3;LE;100.0;99.7
2017-08-27;LE03KK3;LE;100.0;99.7
2017-08-27;SA05PL1;SA;100.0;99.7
2017-08-27;SG12PK1;SG;99.96;99.7
2017-08-27;SG15PK3;SG;98.92;99.7
2017-08-27;SO01PL3;SO;100.0;99.7
2017-08-27;SO03PJ2;SO;100.0;99.7
2017-08-27;VA54WJ2;VA;99.63;99.7
2017-08-27;AV08WK1;AV;99.97;99.71
2017-08-27;BU03RK2;BU;100.0;99.71
2017-08-27;BU09KK1;BU;100.0;99.71
2017-08-27;BU16WM2;BU;95.39;99.71
2017-08-27;BU21KK1;BU;100.0;99.71
2017-08-27;LE17IJ2;LE;100.0;99.71
2017-08-27;PX11PK3;PX;100.0;99.71
2017-08-27;PX20RK3;PX;100.0;99.71
2017-08-27;SO04WK3;SO;100.0;99.71
2017-08-27;SX50WJ3;SX;100.0;99.71
2017-08-27;SX93WJ1;SX;100.0;99.71
2017-08-27;VA06GL3;VA;100.0;99.71
2017-08-27;VA55GK3;VA;100.0;99.71
2017-08-27;ZA19PJ2;ZA;100.0;99.71
2017-08-27;BU08KK1;BU;99.92;99.72
2017-08-27;BU08WJ3;BU;100.0;99.72
2017-08-27;BU25WM3;BU;100.0;99.72
2017-08-27;BU27GJ3;BU;100.0;99.72
2017-08-27;LE30PL1;LE;100.0;99.72
2017-08-27;SO07WK1;SO;33.85;99.72
2017-08-27;VA80WM2;VA;100.0;99.72
2017-08-27;AV01WK2;AV;76.66;99.73
2017-08-27;LE01PL2;LE;100.0;99.73
2017-08-27;PX01PL1;PX;100.0;99.73
2017-08-27;SG02WK2;SG;99.87;99.73
2017-08-27;SG08WK1;SG;99.89;99.73
2017-08-27;VA73WK3;VA;86.81;99.73
2017-08-27;VA75GK2;VA;100.0;99.73
2017-08-27;ZA06PK3;ZA;100.0;99.73
2017-08-27;ZA15PK1;ZA;100.0;99.73
2017-08-27;AV01WK1;AV;99.74;99.74
2017-08-27;AV09PK1;AV;100.0;99.74
2017-08-27;BU01GL3;BU;100.0;99.74
2017-08-27;BU04RK2;BU;100.0;99.74
2017-08-27;SX59WJ2;SX;100.0;99.74
2017-08-27;VA06GL2;VA;100.0;99.74
2017-08-27;VA39GK3;VA;100.0;99.74
2017-08-27;ZA01PJ1;ZA;100.0;99.74
2017-08-27;BU16GK2;BU;100.0;99.75
2017-08-27;BU19WJ2;BU;100.0;99.75
2017-08-27;LE08KK1;LE;100.0;99.75
2017-08-27;LE29IJ3;LE;99.98;99.75
2017-08-27;PX01PL3;PX;100.0;99.75
2017-08-27;SA03WJ2;SA;99.88;99.75
2017-08-27;AV07PK2;AV;100.0;99.76
2017-08-27;LE30PL3;LE;100.0;99.76
2017-08-27;PX09IJ1;PX;100.0;99.76
2017-08-27;VA83GK1;VA;100.0;99.76
2017-08-27;VA85GK3;VA;100.0;99.76
2017-08-27;AV05WK3;AV;99.91;99.77
2017-08-27;BU09KK2;BU;100.0;99.77
2017-08-27;BU52GK3;BU;100.0;99.77
