FECHA;PROV;CELDA;4G_ERI_IntraFreq_Prep_HO_Succ_Rate;4G_ERI_IntraFreq_Exec_HO_Succ_Rate
2017-08-27;BU52WM2;BU;100.0;99.77
2017-08-27;LE32WJ1;LE;100.0;99.77
2017-08-27;LE39PK1;LE;100.0;99.77
2017-08-27;LE59WJ3;LE;99.89;99.77
2017-08-27;PX02PL1;PX;100.0;99.77
2017-08-27;SA01WJ3;SA;100.0;99.77
2017-08-27;SO01PK2;SO;100.0;99.77
2017-08-27;SO02PK1;SO;99.98;99.77
2017-08-27;VA17WM1;VA;100.0;99.77
2017-08-27;VA39GK1;VA;100.0;99.77
2017-08-27;VA80WM1;VA;100.0;99.77
2017-08-27;LE01KK2;LE;100.0;99.78
2017-08-27;ZA03PK3;ZA;100.0;99.78
2017-08-27;ZA10PK2;ZA;100.0;99.78
2017-08-27;AV09PK3;AV;100.0;99.79
2017-08-27;BU03RK3;BU;100.0;99.79
2017-08-27;SA01WJ2;SA;100.0;99.79
2017-08-27;SA03PL1;SA;100.0;99.79
2017-08-27;SA05PL2;SA;100.0;99.79
2017-08-27;SG02PL1;SG;100.0;99.79
2017-08-27;SG09WK2;SG;99.66;99.79
2017-08-27;VA15GK2;VA;100.0;99.79
2017-08-27;VA57GK2;VA;100.0;99.79
2017-08-27;VA73GK1;VA;100.0;99.79
2017-08-27;BU04KK3;BU;100.0;99.8
2017-08-27;BU12WJ2;BU;100.0;99.8
2017-08-27;PX02PL3;PX;100.0;99.8
2017-08-27;SA05PL3;SA;100.0;99.8
2017-08-27;SX22WJ1;SX;99.98;99.8
2017-08-27;AV08WK2;AV;100.0;99.81
2017-08-27;AV30WK3;AV;49.24;99.81
2017-08-27;BU06RK1;BU;100.0;99.81
2017-08-27;SG08WK3;SG;99.83;99.81
2017-08-27;SG15PK1;SG;99.95;99.81
2017-08-27;SO08PK2;SO;99.98;99.81
2017-08-27;AV08PK2;AV;100.0;99.82
2017-08-27;AV33PJ2;AV;100.0;99.82
2017-08-27;BU04KK2;BU;100.0;99.82
2017-08-27;LE03KK2;LE;100.0;99.82
2017-08-27;LE68WJ3;LE;100.0;99.82
2017-08-27;PX12IJ1;PX;100.0;99.82
2017-08-27;SX03IJ1;SX;100.0;99.82
2017-08-27;BU08WJ1;BU;100.0;99.83
2017-08-27;BU41GK3;BU;100.0;99.83
2017-08-27;BU52GK1;BU;100.0;99.83
2017-08-27;SG23WK2;SG;100.0;99.83
2017-08-27;VA75GK1;VA;100.0;99.83
2017-08-27;ZA01PL3;ZA;100.0;99.83
2017-08-27;VA10WK1;VA;99.76;99.84
2017-08-27;LE06PK1;LE;100.0;99.85
2017-08-27;VA52GJ1;VA;100.0;99.85
2017-08-27;BU04RK3;BU;100.0;99.86
2017-08-27;BU45GK1;BU;100.0;99.86
2017-08-27;LE32PK1;LE;100.0;99.86
2017-08-27;LE69WJ3;LE;100.0;99.86
2017-08-27;LE98WJ2;LE;100.0;99.86
2017-08-27;VA47WJ1;VA;99.71;99.86
2017-08-27;BU05GK3;BU;100.0;99.87
2017-08-27;SO06PK3;SO;100.0;99.87
2017-08-27;SO27SJ1;SO;62.45;99.87
2017-08-27;VA34WK1;VA;90.0;99.87
2017-08-27;LE24RK2;LE;100.0;99.88
2017-08-27;SX03IJ3;SX;100.0;99.88
2017-08-27;SX08IJ1;SX;100.0;99.88
2017-08-27;VA16GL1;VA;99.97;99.88
2017-08-27;AV10WM1;AV;100.0;99.89
2017-08-27;BU11KK3;BU;100.0;99.89
2017-08-27;LE03PL3;LE;100.0;99.9
2017-08-27;PX12IJ3;PX;100.0;99.9
2017-08-27;ZA13PK1;ZA;100.0;99.9
2017-08-27;AV17PK2;AV;100.0;99.91
2017-08-27;SO01PL1;SO;100.0;99.91
2017-08-27;VA01GL1;VA;100.0;99.91
2017-08-27;VA10WK2;VA;99.57;99.91
2017-08-27;BU03GL1;BU;100.0;99.92
2017-08-27;VA01GL3;VA;100.0;99.92
2017-08-27;VA16GL3;VA;100.0;99.92
2017-08-27;VA18GK1;VA;100.0;99.92
2017-08-27;ZA01PL2;ZA;100.0;99.92
2017-08-27;AV30WK1;AV;45.83;99.93
2017-08-27;BU07KL2;BU;100.0;99.93
2017-08-27;PX02RK3;PX;100.0;99.93
2017-08-27;SG13PK3;SG;99.78;99.93
2017-08-27;VA01GL2;VA;100.0;99.93
2017-08-27;BU07KL3;BU;100.0;99.94
2017-08-27;LE07KL1;LE;100.0;99.94
2017-08-27;BU11KK1;BU;100.0;99.96
2017-08-27;AV09PJ1;AV;100.0;100.0
2017-08-27;AV10WM2;AV;100.0;100.0
2017-08-27;AV17RK1;AV;100.0;100.0
2017-08-27;AV20WM2;AV;100.0;100.0
2017-08-27;AV20WM3;AV;100.0;100.0
2017-08-27;AV21WJ1;AV;100.0;100.0
2017-08-27;AV21WK1;AV;100.0;100.0
2017-08-27;AV25WM1;AV;100.0;100.0
2017-08-27;AV27WM1;AV;100.0;100.0
2017-08-27;AV27WM2;AV;100.0;100.0
2017-08-27;AV28WM2;AV;100.0;100.0
2017-08-27;AV28WM3;AV;100.0;100.0
2017-08-27;AV29WM1;AV;100.0;100.0
2017-08-27;AV33WM2;AV;100.0;100.0
2017-08-27;BU01WM2;BU;100.0;100.0
2017-08-27;BU07KL1;BU;100.0;100.0
2017-08-27;BU16WM3;BU;97.32;100.0
2017-08-27;BU18WM1;BU;100.0;100.0
2017-08-27;BU18WM3;BU;100.0;100.0
2017-08-27;BU19WM1;BU;100.0;100.0
2017-08-27;BU20WM1;BU;100.0;100.0
2017-08-27;BU20WM2;BU;100.0;100.0
2017-08-27;BU20WM3;BU;100.0;100.0
2017-08-27;BU25WM2;BU;100.0;100.0
2017-08-27;BU26WM1;BU;100.0;100.0
2017-08-27;BU26WM2;BU;100.0;100.0
2017-08-27;BU26WM3;BU;100.0;100.0
2017-08-27;BU27WK1;BU;100.0;100.0
2017-08-27;BU29GJ3;BU;100.0;100.0
2017-08-27;BU31WM1;BU;100.0;100.0
2017-08-27;BU31WM2;BU;100.0;100.0
2017-08-27;BU32WM2;BU;100.0;100.0
2017-08-27;BU32WM3;BU;100.0;100.0
2017-08-27;BU33WM2;BU;100.0;100.0
2017-08-27;BU33WM3;BU;100.0;100.0
2017-08-27;BU41WM1;BU;100.0;100.0
2017-08-27;BU43GJ3;BU;100.0;100.0
2017-08-27;BU48WJ1;BU;100.0;100.0
2017-08-27;BU48WM1;BU;100.0;100.0
2017-08-27;BU48WM2;BU;100.0;100.0
2017-08-27;BU49WM1;BU;100.0;100.0
2017-08-27;BU49WM2;BU;100.0;100.0
2017-08-27;BU50WM1;BU;100.0;100.0
2017-08-27;BU50WM2;BU;100.0;100.0
2017-08-27;BU50WM3;BU;64.29;100.0
2017-08-27;BU56WM3;BU;100.0;100.0
2017-08-27;BU71GJ6;BU;100.0;100.0
2017-08-27;LE04RK1;LE;100.0;100.0
2017-08-27;LE05RK3;LE;100.0;100.0
2017-08-27;LE09IJ2;LE;100.0;100.0
2017-08-27;LE16IJ3;LE;100.0;100.0
2017-08-27;LE21RK3;LE;100.0;100.0
2017-08-27;LE22PK3;LE;100.0;100.0
2017-08-27;LE31WJ1;LE;100.0;100.0
2017-08-27;LE37WJ2;LE;100.0;100.0
2017-08-27;LE38PJ3;LE;100.0;100.0
2017-08-27;LE38PK3;LE;100.0;100.0
2017-08-27;LE53WJ1;LE;100.0;100.0
2017-08-27;LE57IJ2;LE;99.5;100.0
2017-08-27;LE60PK1;LE;100.0;100.0
2017-08-27;LE62WJ1;LE;100.0;100.0
2017-08-27;LE65WJ2;LE;100.0;100.0
2017-08-27;LE65WJ3;LE;100.0;100.0
2017-08-27;LE69WJ1;LE;100.0;100.0
2017-08-27;LE88WJ2;LE;100.0;100.0
2017-08-27;PX23IJ3;PX;100.0;100.0
2017-08-27;SA03PM1;SA;100.0;100.0
2017-08-27;SA03PM2;SA;100.0;100.0
2017-08-27;SA21WJ2;SA;100.0;100.0
2017-08-27;SA22WJ1;SA;100.0;100.0
2017-08-27;SA23WJ3;SA;100.0;100.0
2017-08-27;SA26WJ3;SA;100.0;100.0
2017-08-27;SA29WJ2;SA;100.0;100.0
2017-08-27;SA38WJ2;SA;100.0;100.0
2017-08-27;SA68WJ3;SA;100.0;100.0
2017-08-27;SG02PL3;SG;100.0;100.0
2017-08-27;SG16WM3;SG;100.0;100.0
2017-08-27;SG22WM1;SG;100.0;100.0
2017-08-27;SG25WM1;SG;100.0;100.0
2017-08-27;SG25WM2;SG;100.0;100.0
2017-08-27;SG27WM1;SG;100.0;100.0
2017-08-27;SG38WM1;SG;100.0;100.0
2017-08-27;SG40WM1;SG;100.0;100.0
2017-08-27;SG40WM3;SG;100.0;100.0
2017-08-27;SG41WK3;SG;87.5;100.0
2017-08-27;SO01WM1;SO;100.0;100.0
2017-08-27;SO01WM2;SO;100.0;100.0
2017-08-27;SO01WM3;SO;100.0;100.0
2017-08-27;SO07WK2;SO;60.69;100.0
2017-08-27;SO10WM1;SO;100.0;100.0
2017-08-27;SO10WM2;SO;100.0;100.0
2017-08-27;SO10WM3;SO;100.0;100.0
2017-08-27;SO14PJ2;SO;100.0;100.0
2017-08-27;SO15PK2;SO;100.0;100.0
2017-08-27;SO15WM1;SO;100.0;100.0
2017-08-27;SO15WM2;SO;100.0;100.0
2017-08-27;SO17WJ3;SO;99.1;100.0
2017-08-27;SO17WM1;SO;100.0;100.0
2017-08-27;SO17WM3;SO;100.0;100.0
2017-08-27;SO28WM1;SO;100.0;100.0
2017-08-27;SO28WM2;SO;100.0;100.0
2017-08-27;SO28WM3;SO;100.0;100.0
2017-08-27;SO30WK3;SO;100.0;100.0
2017-08-27;VA11WM1;VA;100.0;100.0
2017-08-27;VA11WM2;VA;100.0;100.0
2017-08-27;VA11WM3;VA;100.0;100.0
2017-08-27;VA16GL2;VA;100.0;100.0
2017-08-27;VA22WM3;VA;100.0;100.0
2017-08-27;VA25WK1;VA;100.0;100.0
2017-08-27;VA27WM1;VA;100.0;100.0
2017-08-27;VA40WM1;VA;100.0;100.0
2017-08-27;VA40WM3;VA;97.44;100.0
2017-08-27;VA42WK1;VA;99.66;100.0
2017-08-27;VA45WM1;VA;100.0;100.0
2017-08-27;VA45WM3;VA;100.0;100.0
2017-08-27;VA49WM2;VA;100.0;100.0
2017-08-27;VA51WM2;VA;100.0;100.0
2017-08-27;VA65WM3;VA;96.04;100.0
2017-08-27;VA66WM1;VA;100.0;100.0
2017-08-27;VA66WM2;VA;100.0;100.0
2017-08-27;VA72WJ1;VA;100.0;100.0
2017-08-27;VA72WK1;VA;100.0;100.0
2017-08-27;VA74WJ2;VA;67.21;100.0
2017-08-27;VA80WM3;VA;100.0;100.0
2017-08-27;ZA16PJ3;ZA;100.0;100.0
2017-08-27;ZA70WJ3;ZA;100.0;100.0
2017-08-27;ZA71WJ3;ZA;100.0;100.0
