CELDA;NOMBRE
AV15WG3;AM_AV_PUENTENUEVO
AV16PG1;AM_AV_HOSPITAL
AV16PG2;AM_AV_HOSPITAL
AV16PG3;AM_AV_HOSPITAL
AV16WG1;AM_AV_LA ATALAYA
AV16WG2;AM_AV_LA ATALAYA
AV16WG3;AM_AV_LA ATALAYA
AV17PG1;AT_AV_CARREFOUR
AV17PG2;AT_AV_CARREFOUR
AV17PG3;AT_AV_CARREFOUR
AV17RG1;AT_AV_HOYOS ESPINO
AV17RG2;AT_AV_HOYOS ESPINO
AV17RG3;AT_AV_HOYOS ESPINO
AV17WG1;RV_AV_CEBREROS
AV17WG2;RV_AV_CEBREROS
AV18RG1;AT_AV_BLASCOSANCHO
AV18RG2;AT_AV_BLASCOSANCHO
AV18WG1;AM_AV_BARCOAVILA
AV18WG2;AM_AV_BARCOAVILA
AV18WG3;AM_AV_BARCOAVILA
AV19WG1;AM_AV_HOYOPINARES
AV19WG2;AM_AV_HOYOPINARES
AV19WG3;AM_AV_HOYOPINARES
AV20PG1;TM_AV_ACADEMIA
AV20PG2;TM_AV_ACADEMIA
AV20RG1;AM_AV_ALDEAVIEJA
AV20RG2;AM_AV_ALDEAVIEJA
AV20RG3;AM_AV_ALDEAVIEJA
AV20WG1;AT_AV_BARRACO
AV20WG2;AT_AV_BARRACO
AV20WG3;AT_AV_BARRACO
AV21WG1;AT_AV_BURGUILLO
AV21WG2;AT_AV_BURGUILLO
AV21WG3;AT_AV_BURGUILLO
AV22WG1;AT_AV_NAVALUENGA
AV22WG2;AT_AV_NAVALUENGA
AV22WG3;AT_AV_NAVALUENGA
AV23WG1;AM_AV_PIEDRALAVES
AV23WG2;AM_AV_PIEDRALAVES
AV23WG3;AM_AV_PIEDRALAVES
AV24PG1;AT_AV_RESIDENCIA
AV24PG2;AT_AV_RESIDENCIA
AV24WG1;AT_AV_PIEDRAHITA
AV24WG2;AT_AV_PIEDRAHITA
AV24WG3;AT_AV_PIEDRAHITA
AV25PG1;AT_AV_VICOLOZANO
AV25PG2;AT_AV_VICOLOZANO
AV25PG3;AT_AV_VICOLOZANO
AV25WG1;AM_AV_MADTORRES
AV25WG2;AM_AV_MADTORRES
AV25WG3;AM_AV_MADTORRES
AV26WG1;AM_AV_BURGOHONDO
AV26WG2;AM_AV_BURGOHONDO
AV26WG3;AM_AV_BURGOHONDO
AV27WG1;AM_AV_CASAVIEJA
AV27WG2;AM_AV_CASAVIEJA
AV27WG3;AM_AV_CASAVIEJA
AV28WG1;AT_AV_MOMBELTRAN
AV28WG2;AT_AV_MOMBELTRAN
AV28WG3;AT_AV_MOMBELTRAN
AV29WG1;AT_AV_EL ARENAL
AV29WG2;AT_AV_EL ARENAL
AV30PG1;AT_AV_PLAZA DE TOROS
AV30PG2;AT_AV_PLAZA DE TOROS
AV30PG3;AT_AV_PLAZA DE TOROS
AV30RG1;AM_AV_PALACIOS DE GO
AV30RG2;AM_AV_PALACIOS DE GO
AV30WG1;AM_AV_PBSOTILLO
AV30WG2;AM_AV_PBSOTILLO
AV30WG3;AM_AV_PBSOTILLO
AV31PG1;AT_AV_CIUDAD DEPORTI
AV31PG2;AT_AV_CIUDAD DEPORTI
AV31PG3;AT_AV_CIUDAD DEPORTI
AV31RG1;AM_AV_ESPINOSA
AV31RG2;AM_AV_ESPINOSA
AV31WG1;AT_AV_SOTILLO
AV31WG2;AT_AV_SOTILLO
AV32RG1;AM_AV_ADANERO
AV32RG2;AM_AV_ADANERO
AV32WG1;RV_AV_CASILLAS
AV32WG2;RV_AV_CASILLAS
AV32WG3;RV_AV_CASILLAS
AV33PG1;AT_AV_SEMINARIO
AV33PG2;AT_AV_SEMINARIO
AV33PG3;AT_AV_SEMINARIO
AV33RG1;AT_AV_SANCHIDRIAN
AV33RG2;AT_AV_SANCHIDRIAN
AV33RG3;AT_AV_SANCHIDRIAN
AV33WG1;AM_AV_PEDROBERNARDO
AV33WG2;AM_AV_PEDROBERNARDO
AV34WG1;AT_AV_SOLOSANCHO
AV34WG2;AT_AV_SOLOSANCHO
AV34WG3;AT_AV_SOLOSANCHO
AV36WG1;AM_AV_LANZAHITA
AV36WG2;AM_AV_LANZAHITA
AV36WG3;AM_AV_LANZAHITA
AV37WG1;AT_AV_SAN LORENZO
AV37WG2;AT_AV_SAN LORENZO
AV38WG1;AM_AV_NAVADEAREVALO
AV38WG2;AM_AV_NAVADEAREVALO
AV38WG3;AM_AV_NAVADEAREVALO
AV39WG1;RV_AV_MIJARES
AV39WG2;RV_AV_MIJARES
AV50WG0;AT_AV_ADRADA_2
BU03RG1;TM_BU_CARMEN
BU03RG2;TM_BU_CARMEN
BU03RG3;TM_BU_CARMEN
BU04RG1;TM_BU_VADILLOS
BU04RG2;TM_BU_VADILLOS
BU04RG3;TM_BU_VADILLOS
BU09WG1;AT_BU_SONCILLO2
BU09WG2;AT_BU_SONCILLO2
BU09WG3;AT_BU_SONCILLO2
BU16RG1;AT_BU_ARLANZON PROPI
BU16RG2;AT_BU_ARLANZON PROPI
BU16RG3;AT_BU_ARLANZON PROPI
BU34VG1;AT_BU_BUSTO DE BUREB
BU34VG2;AT_BU_BUSTO DE BUREB
BU34VG3;AT_BU_BUSTO DE BUREB
LE03PG4;AT_LE_LA LASTRA
LE06RG1;AT_LE_CAIN
LE06RG2;AT_LE_CAIN
LE06RG3;AT_LE_CAIN
LE10PG4;AT_LE_PINILLA
LE36PG1;AT_LE_AEROPUERTO LEO
PX10PG1;AT_P_PALENCIA OESTE
PX10PG2;AT_P_PALENCIA OESTE
PX10PG3;AT_P_PALENCIA OESTE
PX18IG1;AM_P_PAREDESNAVA_CYL
SA01PG1;AT_SA_SALAMANCA
SA01PG2;AT_SA_SALAMANCA
SA01PG3;AT_SA_SALAMANCA
SA01RG1;AT_SA_ALAMOS
SA01RG2;AT_SA_ALAMOS
SA01RG3;AT_SA_ALAMOS
SA02PG1;AT_SA_LABRADORES
SA02PG2;AT_SA_LABRADORES
SA02PG3;AT_SA_LABRADORES
SA02RG1;AM_SA_CARPIO
SA02RG2;AM_SA_CARPIO
SA03PG1;AT_SA_PLAZATOROS
SA03PG2;AT_SA_PLAZATOROS
SA03PG3;AT_SA_PLAZATOROS
SA03RG1;AM_SA_VALMANGANIZO
SA03RG2;AM_SA_VALMANGANIZO
SA04PG1;AT_SA_FILIBERTO
SA04PG2;AT_SA_FILIBERTO
SA04PG3;AT_SA_FILIBERTO
SA05PG1;AT_SA_GRANVIA
SA05PG2;AT_SA_GRANVIA
SA05PG3;AT_SA_GRANVIA
SA05RG1;AM_SA_CUATROCALZADA
SA05RG2;AM_SA_CUATROCALZADA
SA05RG3;AM_SA_CUATROCALZADA
SA06PG1;AT_SA_PALACIO_EXP
SA06PG2;AT_SA_PALACIO_EXP
SA06PG3;AT_SA_PALACIO_EXP
SA06RG1;AT_SA_LAMAYA
SA06RG2;AT_SA_LAMAYA
SA07PG1;AT_SA_SALAMWEST
SA07PG2;AT_SA_SALAMWEST
SA07PG3;AT_SA_SALAMWEST
SA07RG1;AT_SA_VECINOS
SA07RG2;AT_SA_VECINOS
SA07RG3;AT_SA_VECINOS
SA08PG1;AT_SA_PROSPERIDAD
SA08PG2;AT_SA_PROSPERIDAD
SA08PG3;AT_SA_PROSPERIDAD
SA08RG1;AM_SA_FINCA TURRA
SA08RG2;AM_SA_FINCA TURRA
SA08RG3;AM_SA_FINCA TURRA
SA09PG1;AT_SA_PLAZABARCELONA
SA09PG2;AT_SA_PLAZABARCELONA
SA09PG3;AT_SA_PLAZABARCELONA
SA09RG1;AT_SA_VILLARPERALONS
SA09RG2;AT_SA_VILLARPERALONS
SA09RG3;AT_SA_VILLARPERALONS
SA10PG1;AT_SA_TESO DE FERIA
SA10PG2;AT_SA_TESO DE FERIA
SA10PG3;AT_SA_TESO DE FERIA
SA10RG1;AT_SA_VILLARMAYOR
SA10RG2;AT_SA_VILLARMAYOR
SA10RG3;AT_SA_VILLARMAYOR
SA11PG1;AT_SA_FERIA
SA11PG2;AT_SA_FERIA
SA11PG3;AT_SA_FERIA
SA11RG1;AT_SA_BABILAFUEN
SA11RG2;AT_SA_BABILAFUEN
SA11RG3;AT_SA_BABILAFUEN
SA12PG1;AT_SA_LOS VILLARES
SA12PG2;AT_SA_LOS VILLARES
SA12PG3;AT_SA_LOS VILLARES
SA13PG1;AT_SA_ALFONSOVI
SA13PG2;AT_SA_ALFONSOVI
SA13PG3;AT_SA_ALFONSOVI
SA14PG1;AT_SA_PUERTAZAMORA
SA14PG2;AT_SA_PUERTAZAMORA
SA14PG3;AT_SA_PUERTAZAMORA
SA15PG1;AT_SA_MONTALVOSUR
SA15PG2;AT_SA_MONTALVOSUR
SA15PG3;AT_SA_MONTALVOSUR
SA16PG1;AT_SA_CAPUCHINOS
SA16PG2;AT_SA_CAPUCHINOS
SA16PG3;AT_SA_CAPUCHINOS
SA17PG1;AT_SA_SANTA
SA17PG2;AT_SA_SANTA
SA17PG3;AT_SA_SANTA
SA18PG1;AT_SA_CALZADATORO
SA18PG2;AT_SA_CALZADATORO
SA18PG3;AT_SA_CALZADATORO
SA19PG1;AT_SA_AYTOMONTALVO
SA19PG2;AT_SA_AYTOMONTALVO
SA19PG3;AT_SA_AYTOMONTALVO
SA20PG1;AT_SA_CHAMBERI
SA20PG2;AT_SA_CHAMBERI
SA20PG3;AT_SA_CHAMBERI
SA21PG1;AM_SA_PIZARRALES
SA21PG2;AM_SA_PIZARRALES
SA21PG3;AM_SA_PIZARRALES
SA22PG1;AT_SA_CORTE INGLES
SA22PG2;AT_SA_CORTE INGLES
SA22PG3;AT_SA_CORTE INGLES
SA24PG1;SA_MERCASALAMANCA
SA24PG2;SA_MERCASALAMANCA
SA24PG3;SA_MERCASALAMANCA
SA30PG1;RV_SA_RTSALAMANCA
SA30PG2;RV_SA_RTSALAMANCA
SA30PG3;RV_SA_RTSALAMANCA
SA99PG1;AT_SA_SAN PABLO
SG01PG1;AT_SG_SEGOVIA
SG01PG2;AT_SG_SEGOVIA
SG01PG3;AT_SG_SEGOVIA
SG01RG1;AT_SG_PEDRAZA
SG01RG2;AT_SG_PEDRAZA
SG01RG3;AT_SG_PEDRAZA
SG01WG1;AT_SG_CUELLAR
SG01WG2;AT_SG_CUELLAR
SG01WG3;AT_SG_CUELLAR
SG01YG1;AT_SG_SEMINARIO LA A
SG02PG1;AT_SG_POLIGONO
SG02PG2;AT_SG_POLIGONO
SG02PG3;AT_SG_POLIGONO
SG02RG1;AT_SG_NAVASANTO
SG02RG2;AT_SG_NAVASANTO
SG02WG1;SG_CUELLAR ESTE
SG02WG2;SG_CUELLAR ESTE
SG02WG3;SG_CUELLAR ESTE
SG03PG1;AM_SG_LA ALBUERA
SG03PG2;AM_SG_LA ALBUERA
SG03PG3;AM_SG_LA ALBUERA
SG03RG1;SG_A1VILLARE
SG03RG2;SG_A1VILLARE
SG03WG1;AM_SG_ARROYOCUELLAR
SG03WG2;AM_SG_ARROYOCUELLAR
SG04PG1;AT_SG_CENTRO
SG04PG2;AT_SG_CENTRO
SG04PG3;AT_SG_CENTRO
SG04RG1;AT_SG_A1CASTILL
SG04RG2;AT_SG_A1CASTILL
SG04WG1;AM_SG_CHATUN
SG04WG2;AM_SG_CHATUN
SG05PG1;AT_SG_ORBITA
SG05PG2;AT_SG_ORBITA
SG05PG3;AT_SG_ORBITA
SG05RG1;SG_A1COMUN
SG05RG2;SG_A1COMUN
SG05RG3;SG_A1COMUN
SG06RG1;SG_A1LOSPINOS
SG06RG2;SG_A1LOSPINOS
SG06WG1;AT_SG_ESPINAR
SG06WG2;AT_SG_ESPINAR
SG07RG1;SG_HONRUBIA
SG07RG2;SG_HONRUBIA
SG07WG1;AT_SG_LOSANGELES
SG07WG2;AT_SG_LOSANGELES
SG07WG3;AT_SG_LOSANGELES
SG08RG1;AM_SG_CEREZO DE ABAJ
SG08RG2;AM_SG_CEREZO DE ABAJ
SG08WG1;RV_SG_EL ESTEPAR
SG08WG2;RV_SG_EL ESTEPAR
SG08WG3;RV_SG_EL ESTEPAR
SG09RG1;SG_ABADES
SG09RG2;SG_ABADES
SG09RG3;SG_ABADES
SG09WG1;AT_SG_SAN RAFAEL
SG09WG2;AT_SG_SAN RAFAEL
SG09WG3;AT_SG_SAN RAFAEL
SG10RG1;AT_SG_LASRIVILLAS
SG10RG2;AT_SG_LASRIVILLAS
SG10WG1;AT_SG_TUNELGUADARRAM
SG10WG2;AT_SG_TUNELGUADARRAM
SG10WG3;AT_SG_TUNELGUADARRAM
SG11RG1;RV_SG_BERNUY PORRERO
SG11RG2;RV_SG_BERNUY PORRERO
SG12RG1;AT_SG_PLANTAS DE NAV
SG12RG2;AT_SG_PLANTAS DE NAV
SG12RG3;AT_SG_PLANTAS DE NAV
SG12WG1;AM_SG_CANTALEJO2
SG12WG2;AM_SG_CANTALEJO2
SG12WG3;AM_SG_CANTALEJO2
SG13PG1;TM_SG_CONDE SEPULVED
SG13PG2;TM_SG_CONDE SEPULVED
SG13PG3;TM_SG_CONDE SEPULVED
SG13RG1;AT_SG_MONTUENGA
SG13RG2;AT_SG_MONTUENGA
SG13RG3;AT_SG_MONTUENGA
SG13WG1;AT_SG_LAGRANJA
SG13WG2;AT_SG_LAGRANJA
SG14RG1;AT_SG_TOLOCIRIO
SG14RG2;AT_SG_TOLOCIRIO
SG14RG3;AT_SG_TOLOCIRIO
SG15PG1;AT_SG_EROSKI
SG15PG2;AT_SG_EROSKI
SG15PG3;AT_SG_EROSKI
SG15RG1;SG_LABAJOS
SG15RG2;SG_LABAJOS
SG15RG3;SG_LABAJOS
SG15WG1;AT_SG_CANTALEJO
SG16RG1;AT_SG_COLLADOHERMOSO
SG16RG2;AT_SG_COLLADOHERMOSO
SG16RG3;AT_SG_COLLADOHERMOSO
SG16WG1;AM_SG_PALAZUELOS
SG16WG2;AM_SG_PALAZUELOS
SG16WG3;AM_SG_PALAZUELOS
SG17RG1;AT_SG_ANAYA
SG17RG2;AT_SG_ANAYA
SG17WG1;AT_SG_ENCINILLAS
SG17WG2;AT_SG_ENCINILLAS
SG17WG3;AT_SG_ENCINILLAS
SG18WG1;AM_SG_CIRCUNVALACION
SG18WG2;AM_SG_CIRCUNVALACION
SG18WG3;AM_SG_CIRCUNVALACION
SG19WG1;AM_SG_NAVALAASUNCION
SG19WG2;AM_SG_NAVALAASUNCION
SG19WG3;AM_SG_NAVALAASUNCION
SG20WG1;AT_SG_NAVAASUNCION
SG21WG1;AT_SG_SAN CRISTOBAL
SG21WG2;AT_SG_SAN CRISTOBAL
SG21WG3;AT_SG_SAN CRISTOBAL
SG22WG1;AT_SG_CARBONERO
SG22WG2;AT_SG_CARBONERO
SG22WG3;AT_SG_CARBONERO
SG23WG1;AT_SG_RIAZA
SG23WG2;AT_SG_RIAZA
SG23WG3;AT_SG_RIAZA
SG24PG1;AT_SG_REVENGA
SG24PG2;AT_SG_REVENGA
SG24WG1;AT_SG_COCA
SG24WG2;AT_SG_COCA
SG24WG3;AT_SG_COCA
SG25PG1;AT_SG_HONTORIA
SG25PG2;AT_SG_HONTORIA
SG25WG1;AM_SG_VILLACASTIN
SG25WG2;AM_SG_VILLACASTIN
SG25WG3;AM_SG_VILLACASTIN
SG27WG1;AM_SG_NAVA DE ORO
SG27WG2;AM_SG_NAVA DE ORO
SG27WG3;AM_SG_NAVA DE ORO
SG29WG1;AM_SG_RSCANTIMPALOS
SG29WG2;AM_SG_RSCANTIMPALOS
SG29WG3;AM_SG_RSCANTIMPALOS
SG31WG1;AT_SG_AYLLON
SG31WG2;AT_SG_AYLLON
SG31WG3;AT_SG_AYLLON
SG33WG1;AT_SG_SEPULVEDA
SG33WG2;AT_SG_SEPULVEDA
SG33WG3;AT_SG_SEPULVEDA
SG35WG1;AM_SG_NIEVA
SG35WG2;AM_SG_NIEVA
SG35WG3;AM_SG_NIEVA
SG38WG1;AT_SG_NAVALMANZANO
SG38WG2;AT_SG_NAVALMANZANO
SG38WG3;AT_SG_NAVALMANZANO
SG39WG1;AM_SG_TUREGANO
SG39WG2;AM_SG_TUREGANO
SG39WG3;AM_SG_TUREGANO
SG40WG1;AT_SG_TCABALLEROS
SG40WG2;AT_SG_TCABALLEROS
SG40WG3;AT_SG_TCABALLEROS
SG41WG1;AT_SG_MOZONCILLO
SG41WG2;AT_SG_MOZONCILLO
SG41WG3;AT_SG_MOZONCILLO
SG42WG1;SG_FUENTEPELAYO
SG42WG2;SG_FUENTEPELAYO
SG42WG3;SG_FUENTEPELAYO
SG44WG1;AT_SG_OTERO
SG44WG2;AT_SG_OTERO
SG44WG3;AT_SG_OTERO
SG46WG1;AT_SG_VILLACASTIN
SG46WG2;AT_SG_VILLACASTIN
SG46WG3;AT_SG_VILLACASTIN
SGE8992;RE_SG_AVE_M-VA_MS-7A
SO01RG2;AT_SO_SALDUERO
SX03IG3;S_RS_FUENTEDE_CTBX10
SX25IG2;S_RS_PESQUERA_CTBX76
SX90WG3;OR_S_BAREYO_CTB9316
VA00XG1;AT_VA_ERICSSON PRUEB
VA02KG1;TM_VA_MEDINA ESTADIO
VA02KG2;TM_VA_MEDINA ESTADIO
VA02KG3;TM_VA_MEDINA ESTADIO
VA34WG2;AT_VA_PARQUEBOECILLO
VA47WG1;AT_VA_VILLANUBLA
VA68WG1;AM_VA_LA SECA
VA80GG1;AT_VA_IKEA
VA80GG2;AT_VA_IKEA
VA80GG3;AT_VA_IKEA
VA80WG3;AM_VA_MUCIENTES
VA81GG1;AT_VA_VALLSUR
VA81GG2;AT_VA_VALLSUR
VA81GG3;AT_VA_VALLSUR
ZA01PG1;AT_ZA_INSTITUTOS
ZA01PG2;AT_ZA_INSTITUTOS
ZA01PG3;AT_ZA_INSTITUTOS
ZA02PG1;AT_ZA_SAN TORCUATO
ZA02PG2;AT_ZA_SAN TORCUATO
ZA02PG3;AT_ZA_SAN TORCUATO
ZA02RG1;AT_ZA_RIOFRIODEALIST
ZA02RG2;AT_ZA_RIOFRIODEALIST
ZA02RG3;AT_ZA_RIOFRIODEALIST
ZA03PG1;AT_ZA_SANLAZARO
ZA03PG2;AT_ZA_SANLAZARO
ZA03PG3;AT_ZA_SANLAZARO
ZA04PG1;TM_ZA_ASTURIAS
ZA04PG2;TM_ZA_ASTURIAS
ZA04PG3;TM_ZA_ASTURIAS
ZA04RG1;AT_ZA_FONFRIA
ZA04RG2;AT_ZA_FONFRIA
ZA04RG3;AT_ZA_FONFRIA
ZA05RG1;AT_ZA_CORESES
ZA05RG2;AT_ZA_CORESES
ZA05RG3;AT_ZA_CORESES
ZA06PG1;AT_ZA_RESIDENCIA
ZA06PG2;AT_ZA_RESIDENCIA
ZA06PG3;AT_ZA_RESIDENCIA
ZA07PG1;AT_ZA_LAHINIESTA
ZA07PG2;AT_ZA_LAHINIESTA
ZA07PG3;AT_ZA_LAHINIESTA
ZA07RG1;AM_ZA_OTEROBODAS
ZA07RG2;AM_ZA_OTEROBODAS
ZA08PG1;AT_ZA_POLIGONO VALCA
ZA08PG2;AT_ZA_POLIGONO VALCA
ZA08PG3;AT_ZA_POLIGONO VALCA
ZA08RG0;AM_ZA_TABARA
ZA09PG1;TM_ZA_LOS BARRIALES
ZA09PG2;TM_ZA_LOS BARRIALES
ZA09PG3;TM_ZA_LOS BARRIALES
ZA09RG1;AM_ZA_FRESNO
ZA09RG2;AM_ZA_FRESNO
ZA09RG3;AM_ZA_FRESNO
ZA10PG1;AT_ZA_PZAMAYOR
ZA10PG2;AT_ZA_PZAMAYOR
ZA10PG3;AT_ZA_PZAMAYOR
ZA10RG1;RV_ZA_ZONASANAB
ZA10RG2;RV_ZA_ZONASANAB
ZA10RG3;RV_ZA_ZONASANAB
ZA11RG1;ZA_CAMARZANA
ZA11RG2;ZA_CAMARZANA
ZA11RG3;ZA_CAMARZANA
ZA12RG1;AT_ZA_TORO2
ZA13PG1;AT_ZA_PLAZA ALEMANIA
ZA13PG2;AT_ZA_PLAZA ALEMANIA
ZA13PG3;AT_ZA_PLAZA ALEMANIA
ZA13RG1;AM_ZA_PERERUELA
ZA13RG2;AM_ZA_PERERUELA
ZA13RG3;AM_ZA_PERERUELA
ZA14PG1;AT_ZA_POLIGONO LOS L
ZA14PG2;AT_ZA_POLIGONO LOS L
ZA14PG3;AT_ZA_POLIGONO LOS L
ZA14RG1;AT_ZA_ELCUBO
ZA14RG2;AT_ZA_ELCUBO
ZA15PG1;AT_ZA_LA VILLARINA
ZA15PG2;AT_ZA_LA VILLARINA
ZA15PG3;AT_ZA_LA VILLARINA
ZA15RG1;TM_ZA_ALMEIDA
ZA15RG2;TM_ZA_ALMEIDA
ZA15RG3;TM_ZA_ALMEIDA
ZA16PG1;AT_ZA_CARRASCAL
ZA16PG2;AT_ZA_CARRASCAL
ZA16PG3;AT_ZA_CARRASCAL
ZA19PG1;AT_ZA_CANDELARIA
ZA19PG2;AT_ZA_CANDELARIA
ZA19PG3;AT_ZA_CANDELARIA
ZA19RG1;AT_ZA_FONTORIO
ZA19RG2;AT_ZA_FONTORIO
ZA19RG3;AT_ZA_FONTORIO
ZA23RG1;AT_ZA_FORMARIZ
ZA23RG2;AT_ZA_FORMARIZ
ZA28RG1;ZA_PUEBLA
ZA28RG2;ZA_PUEBLA
ZA28RG3;ZA_PUEBLA
ZA29RG0;AT_ZA_MORALES DEL VI
ZA35RG1;AT_ZA_VILLAMOR DE LO
ZA35RG2;AT_ZA_VILLAMOR DE LO
ZA99PG1;AT_ZA_MICROTORCUATO
