CELDA;NOMBRE
AV01PG1;AT_AV_AVILAMURALLAS
AV01PG2;AT_AV_AVILAMURALLAS
AV01PG3;AT_AV_AVILAMURALLAS
AV01RG1;RV_AV_SAN MIGUEL DE 
AV01RG2;RV_AV_SAN MIGUEL DE 
AV01RG3;RV_AV_SAN MIGUEL DE 
AV01WG1;AM_AV_ADRADA
AV01WG2;AM_AV_ADRADA
AV01WG3;AM_AV_ADRADA
AV02PG1;AT_AV_POLIGONO
AV02PG2;AT_AV_POLIGONO
AV02PG3;AT_AV_POLIGONO
AV04PG1;AT_AV_SANROQUE
AV04PG2;AT_AV_SANROQUE
AV04PG3;AT_AV_SANROQUE
AV04RG1;AM_AV_BARROMAN
AV04RG2;AM_AV_BARROMAN
AV04RG3;AM_AV_BARROMAN
AV04WG1;AM_AV_POYALES
AV04WG2;AM_AV_POYALES
AV05PG1;AT_AV_ACPOLICIA
AV05PG2;AT_AV_ACPOLICIA
AV05PG3;AT_AV_ACPOLICIA
AV05RG1;AM_AV_BLASCOSANCHO P
AV05RG2;AM_AV_BLASCOSANCHO P
AV05RG3;AM_AV_BLASCOSANCHO P
AV05WG1;AT_AV_AREVALO
AV05WG2;AT_AV_AREVALO
AV05WG3;AT_AV_AREVALO
AV06RG1;AM_AV_SANTO DOMINGO 
AV06RG2;AM_AV_SANTO DOMINGO 
AV06WG1;AM_AV_PIAREVALO
AV06WG2;AM_AV_PIAREVALO
AV06WG3;AM_AV_PIAREVALO
AV07PG1;AM_AV_SAN FRANCISCO
AV07PG2;AM_AV_SAN FRANCISCO
AV07PG3;AM_AV_SAN FRANCISCO
AV07RG1;AM_AV_SALOBRAL
AV07RG2;AM_AV_SALOBRAL
AV07RG3;AM_AV_SALOBRAL
AV08PG1;AT_AV_ROLLO
AV08PG2;AT_AV_ROLLO
AV08PG3;AT_AV_ROLLO
AV08WG1;AT_AV_PBARENAS
AV08WG2;AT_AV_PBARENAS
AV08WG3;AT_AV_PBARENAS
AV09PG1;AT_AV_JUAN CARLOS I
AV09PG2;AT_AV_JUAN CARLOS I
AV09PG3;AT_AV_JUAN CARLOS I
AV09RG1;AT_AV_ALAMEDILLA
AV09RG2;AT_AV_ALAMEDILLA
AV09WG1;AT_AV_ARENASPEDRO
AV09WG2;AT_AV_ARENASPEDRO
AV09WG3;AT_AV_ARENASPEDRO
AV10RG1;AT_AV_MONSALUPE
AV10RG2;AT_AV_MONSALUPE
AV11PG1;RV_AV_RTCUERVO
AV11PG2;RV_AV_RTCUERVO
AV11PG3;RV_AV_RTCUERVO
AV11WG1;RV_AV_NAVASMARQUES
AV11WG2;RV_AV_NAVASMARQUES
AV11WG3;RV_AV_NAVASMARQUES
AV12RG1;AT_AV_SALVADIOS
AV12RG2;AT_AV_SALVADIOS
AV12WG1;AT_AV_NAVALPERALPINA
AV12WG2;AT_AV_NAVALPERALPINA
AV12WG3;AT_AV_NAVALPERALPINA
AV14RG1;RV_AV_PUERTOVILLATOR
AV14RG2;RV_AV_PUERTOVILLATOR
AV14RG3;RV_AV_PUERTOVILLATOR
AV14WG1;AT_AV_TIEMBLO
AV14WG2;AT_AV_TIEMBLO
AV14WG3;AT_AV_TIEMBLO
AV15RG1;TM_AV_CABEZASALTAS
AV15RG2;TM_AV_CABEZASALTAS
AV15RG3;TM_AV_CABEZASALTAS
AV15WG1;AM_AV_PUENTENUEVO
AV15WG2;AM_AV_PUENTENUEVO
