FECHA;CELDA;PROV;4G_HUA_IntraFreq_Prep_HO_Succ_Rate;4G_HUA_IntraFreq_Prep_HO_Succ_Rate,4G_HUA_IntraFreq_Exec_HO_Succ_Rate
2017-08-27;SX56LK1;SX;100.0;99.87
2017-08-27;LO02GJ2;LO;100.0;99.88
2017-08-27;LO07RJ1;LO;99.98;99.88
2017-08-27;LO12FJ2;LO;100.0;99.88
2017-08-27;LO14BK1;LO;100.0;99.88
2017-08-27;LO18RJ3;LO;100.0;99.88
2017-08-27;LO23RK2;LO;100.0;99.88
2017-08-27;LO32RJ1;LO;100.0;99.88
2017-08-27;LO32RK2;LO;100.0;99.88
2017-08-27;NA11GJ1;NA;100.0;99.88
2017-08-27;NA11GK2;NA;97.88;99.88
2017-08-27;NA15FJ2;NA;100.0;99.88
2017-08-27;NA19FJ1;NA;99.99;99.88
2017-08-27;NA26DK3;NA;99.55;99.88
2017-08-27;NA29FK2;NA;98.1;99.88
2017-08-27;NA30CK3;NA;100.0;99.88
2017-08-27;NA33FJ3;NA;100.0;99.88
2017-08-27;NA50FK1;NA;99.48;99.88
2017-08-27;NA55CJ1;NA;100.0;99.88
2017-08-27;NA59CK3;NA;100.0;99.88
2017-08-27;SO14SK2;SO;100.0;99.88
2017-08-27;SO20SJ3;SO;99.86;99.88
2017-08-27;SX13EK1;SX;100.0;99.88
2017-08-27;SX16EK3;SX;100.0;99.88
2017-08-27;SX16LJ3;SX;99.96;99.88
2017-08-27;SX17AK3;SX;100.0;99.88
2017-08-27;SX17EK3;SX;100.0;99.88
2017-08-27;SX20EK2;SX;99.99;99.88
2017-08-27;SX21EK3;SX;100.0;99.88
2017-08-27;SX23EK2;SX;100.0;99.88
2017-08-27;SX25CK1;SX;100.0;99.88
2017-08-27;SX32LK2;SX;100.0;99.88
2017-08-27;SX37AK1;SX;100.0;99.88
2017-08-27;SX51ZK3;SX;100.0;99.88
2017-08-27;SX54ZK3;SX;100.0;99.88
2017-08-27;SX56ZJ3;SX;100.0;99.88
2017-08-27;SX65ZK2;SX;99.99;99.88
2017-08-27;SX74LJ1;SX;99.92;99.88
2017-08-27;SX74ZK3;SX;100.0;99.88
2017-08-27;SX76AK3;SX;100.0;99.88
2017-08-27;SX86AJ1;SX;99.92;99.88
2017-08-27;SX90ZK3;SX;100.0;99.88
2017-08-27;LO01GJ2;LO;100.0;99.89
2017-08-27;LO09EK1;LO;99.52;99.89
2017-08-27;LO09RL2;LO;100.0;99.89
2017-08-27;LO15BJ1;LO;99.95;99.89
2017-08-27;LO18BJ3;LO;100.0;99.89
2017-08-27;LO23RJ1;LO;100.0;99.89
2017-08-27;LO23RK3;LO;100.0;99.89
2017-08-27;LO28AJ1;LO;99.95;99.89
2017-08-27;LO30AJ1;LO;99.98;99.89
2017-08-27;LO32AJ3;LO;99.77;99.89
2017-08-27;NA06FK3;NA;98.44;99.89
2017-08-27;NA07GK2;NA;100.0;99.89
2017-08-27;NA11FK3;NA;99.82;99.89
2017-08-27;NA14FK3;NA;93.95;99.89
2017-08-27;NA23CJ3;NA;100.0;99.89
2017-08-27;NA33GJ2;NA;100.0;99.89
2017-08-27;NA38CM3;NA;100.0;99.89
2017-08-27;NA41AJ3;NA;100.0;99.89
2017-08-27;NA42CM2;NA;100.0;99.89
2017-08-27;NA51FJ2;NA;100.0;99.89
2017-08-27;NA53CK2;NA;100.0;99.89
2017-08-27;SX05ZK3;SX;99.97;99.89
2017-08-27;SX13EJ2;SX;99.82;99.89
2017-08-27;SX17EK2;SX;100.0;99.89
2017-08-27;SX18EJ1;SX;99.79;99.89
2017-08-27;SX19EK2;SX;100.0;99.89
2017-08-27;SX19EK3;SX;100.0;99.89
2017-08-27;SX21ZK3;SX;100.0;99.89
2017-08-27;SX23LK1;SX;100.0;99.89
2017-08-27;SX27LK3;SX;100.0;99.89
2017-08-27;SX37AJ3;SX;99.87;99.89
2017-08-27;SX38AK3;SX;99.98;99.89
2017-08-27;SX46LK1;SX;100.0;99.89
2017-08-27;SX62ZJ3;SX;100.0;99.89
2017-08-27;SX67ZK2;SX;100.0;99.89
2017-08-27;SX67ZK3;SX;100.0;99.89
2017-08-27;SX72ZK3;SX;100.0;99.89
2017-08-27;SX73CK1;SX;100.0;99.89
2017-08-27;SX76AK2;SX;100.0;99.89
2017-08-27;SX86AJ2;SX;99.88;99.89
2017-08-27;LO01RK2;LO;97.2;99.9
2017-08-27;LO03GJ1;LO;100.0;99.9
2017-08-27;LO06EJ1;LO;100.0;99.9
2017-08-27;LO06RK1;LO;95.25;99.9
2017-08-27;LO11DJ2;LO;100.0;99.9
2017-08-27;LO12RK2;LO;92.05;99.9
2017-08-27;LO12RK3;LO;99.55;99.9
2017-08-27;LO14RJ3;LO;100.0;99.9
2017-08-27;LO15BK3;LO;98.88;99.9
2017-08-27;LO16AK3;LO;100.0;99.9
2017-08-27;LO19RK3;LO;100.0;99.9
2017-08-27;LO20BJ2;LO;99.94;99.9
2017-08-27;LO21AJ1;LO;100.0;99.9
2017-08-27;LO22RJ3;LO;100.0;99.9
2017-08-27;LO22RK4;LO;100.0;99.9
2017-08-27;LO30AJ3;LO;99.95;99.9
2017-08-27;LO32RJ2;LO;100.0;99.9
2017-08-27;LO36RJ1;LO;100.0;99.9
2017-08-27;NA06FK2;NA;99.78;99.9
2017-08-27;NA10FK1;NA;91.6;99.9
2017-08-27;NA10GK2;NA;97.17;99.9
2017-08-27;NA22CJ3;NA;100.0;99.9
2017-08-27;NA23CJ2;NA;100.0;99.9
2017-08-27;NA25FK2;NA;93.46;99.9
2017-08-27;NA26FJ3;NA;100.0;99.9
2017-08-27;NA26FK1;NA;99.74;99.9
2017-08-27;NA26FK2;NA;100.0;99.9
2017-08-27;NA29FK1;NA;95.89;99.9
2017-08-27;NA33FK1;NA;99.35;99.9
2017-08-27;NA34FK2;NA;83.59;99.9
2017-08-27;NA37FJ2;NA;100.0;99.9
2017-08-27;NA37FK2;NA;100.0;99.9
2017-08-27;NA41AJ2;NA;100.0;99.9
2017-08-27;NA47FK3;NA;98.96;99.9
2017-08-27;NA49BJ1;NA;100.0;99.9
2017-08-27;NA50FK3;NA;94.73;99.9
2017-08-27;NA51FK3;NA;100.0;99.9
2017-08-27;NA58FK1;NA;95.52;99.9
2017-08-27;NA61FK2;NA;98.78;99.9
2017-08-27;NA62FK3;NA;99.59;99.9
2017-08-27;NA63FK3;NA;92.77;99.9
2017-08-27;NA66CJ2;NA;100.0;99.9
2017-08-27;SO45EJ1;SO;100.0;99.9
2017-08-27;SX04AK1;SX;100.0;99.9
2017-08-27;SX04AK3;SX;100.0;99.9
2017-08-27;SX07ZK2;SX;100.0;99.9
2017-08-27;SX09ZJ3;SX;99.93;99.9
2017-08-27;SX14EJ2;SX;99.97;99.9
2017-08-27;SX17AJ1;SX;99.98;99.9
2017-08-27;SX17EJ3;SX;99.98;99.9
2017-08-27;SX18AJ2;SX;99.96;99.9
2017-08-27;SX18ZK2;SX;100.0;99.9
2017-08-27;SX19EJ3;SX;99.85;99.9
2017-08-27;SX23LK2;SX;100.0;99.9
2017-08-27;SX51ZK2;SX;100.0;99.9
2017-08-27;SX60ZK1;SX;99.97;99.9
2017-08-27;SX75LK1;SX;99.99;99.9
2017-08-27;SX85CJ3;SX;99.99;99.9
2017-08-27;SX97ZJ1;SX;100.0;99.9
2017-08-27;LE05SM2;LE;100.0;99.91
2017-08-27;LO01RJ1;LO;100.0;99.91
2017-08-27;LO01RK1;LO;99.73;99.91
2017-08-27;LO02RK1;LO;96.75;99.91
2017-08-27;LO06RJ3;LO;99.98;99.91
2017-08-27;LO11AJ1;LO;99.83;99.91
2017-08-27;LO14RJ2;LO;99.96;99.91
2017-08-27;LO16RK1;LO;99.96;99.91
2017-08-27;LO18RK1;LO;95.7;99.91
2017-08-27;LO21RJ2;LO;100.0;99.91
2017-08-27;LO23RJ3;LO;100.0;99.91
2017-08-27;LO31RK1;LO;100.0;99.91
2017-08-27;LO37RJ2;LO;99.98;99.91
2017-08-27;NA04FK3;NA;99.85;99.91
2017-08-27;NA09FL2;NA;100.0;99.91
2017-08-27;NA21FK2;NA;95.43;99.91
2017-08-27;NA27FK2;NA;94.5;99.91
2017-08-27;NA28GJ1;NA;100.0;99.91
2017-08-27;NA29FK3;NA;88.57;99.91
2017-08-27;NA33FK2;NA;100.0;99.91
2017-08-27;NA35GK3;NA;100.0;99.91
2017-08-27;NA37FJ1;NA;100.0;99.91
2017-08-27;NA40EJ2;NA;100.0;99.91
2017-08-27;NA42FK1;NA;81.43;99.91
2017-08-27;NA46BJ1;NA;100.0;99.91
2017-08-27;NA52FJ1;NA;99.99;99.91
2017-08-27;NA54FK1;NA;98.87;99.91
2017-08-27;NA62FK1;NA;91.55;99.91
2017-08-27;NA66CJ1;NA;100.0;99.91
2017-08-27;NA68CK1;NA;100.0;99.91
2017-08-27;NA70CK2;NA;99.8;99.91
2017-08-27;NA74CK2;NA;99.15;99.91
2017-08-27;SX03ZK1;SX;100.0;99.91
2017-08-27;SX05ZJ3;SX;99.74;99.91
2017-08-27;SX07AK2;SX;100.0;99.91
2017-08-27;SX07AL2;SX;98.16;99.91
2017-08-27;SX07ZK3;SX;100.0;99.91
2017-08-27;SX09ZJ1;SX;99.91;99.91
2017-08-27;SX09ZK3;SX;99.97;99.91
2017-08-27;SX11LK2;SX;100.0;99.91
2017-08-27;SX17EK1;SX;100.0;99.91
2017-08-27;SX25CK2;SX;100.0;99.91
2017-08-27;SX30EK1;SX;100.0;99.91
2017-08-27;SX31ZK1;SX;100.0;99.91
2017-08-27;SX31ZK2;SX;100.0;99.91
2017-08-27;SX37AJ1;SX;99.99;99.91
2017-08-27;SX38LK3;SX;100.0;99.91
2017-08-27;SX48ZK1;SX;100.0;99.91
2017-08-27;SX56CJ1;SX;99.69;99.91
2017-08-27;SX62ZK1;SX;100.0;99.91
2017-08-27;SX83CJ2;SX;100.0;99.91
2017-08-27;SX97ZK1;SX;100.0;99.91
2017-08-27;SX98ZK1;SX;100.0;99.91
2017-08-27;LO01RJ2;LO;100.0;99.92
2017-08-27;LO01RL2;LO;100.0;99.92
2017-08-27;LO04GJ3;LO;100.0;99.92
2017-08-27;LO09RL3;LO;99.1;99.92
2017-08-27;LO10FJ1;LO;100.0;99.92
2017-08-27;LO10FJ3;LO;100.0;99.92
2017-08-27;LO12AJ2;LO;100.0;99.92
2017-08-27;LO14BK2;LO;99.79;99.92
2017-08-27;LO16RK2;LO;99.46;99.92
2017-08-27;LO18RJ2;LO;100.0;99.92
2017-08-27;LO32AJ1;LO;100.0;99.92
2017-08-27;LO37RJ3;LO;100.0;99.92
2017-08-27;LO45RK2;LO;98.04;99.92
2017-08-27;NA08GK3;NA;100.0;99.92
2017-08-27;NA09FJ1;NA;100.0;99.92
2017-08-27;NA10GJ2;NA;99.97;99.92
2017-08-27;NA10GK1;NA;93.36;99.92
2017-08-27;NA11FK2;NA;100.0;99.92
2017-08-27;NA13GJ2;NA;99.98;99.92
2017-08-27;NA14FK1;NA;96.07;99.92
2017-08-27;NA16FK1;NA;88.05;99.92
2017-08-27;NA16FK3;NA;88.8;99.92
2017-08-27;NA19FJ3;NA;100.0;99.92
2017-08-27;NA22CJ2;NA;100.0;99.92
2017-08-27;NA24CM1;NA;99.77;99.92
2017-08-27;NA26FK3;NA;96.74;99.92
2017-08-27;NA28GJ3;NA;100.0;99.92
2017-08-27;NA36FK2;NA;95.7;99.92
2017-08-27;NA37EJ1;NA;100.0;99.92
2017-08-27;NA40FK3;NA;95.74;99.92
2017-08-27;NA42FK3;NA;80.34;99.92
2017-08-27;NA48FK1;NA;100.0;99.92
2017-08-27;NA49BK1;NA;100.0;99.92
2017-08-27;NA52FJ2;NA;100.0;99.92
2017-08-27;NA61FK3;NA;91.64;99.92
2017-08-27;NA65FK3;NA;97.59;99.92
2017-08-27;SO14SK1;SO;99.12;99.92
2017-08-27;SX05ZK1;SX;99.94;99.92
2017-08-27;SX05ZL3;SX;100.0;99.92
2017-08-27;SX07AK1;SX;99.99;99.92
2017-08-27;SX11LK1;SX;99.99;99.92
2017-08-27;SX11ZK1;SX;100.0;99.92
2017-08-27;SX14LJ1;SX;99.97;99.92
2017-08-27;SX16EK1;SX;100.0;99.92
2017-08-27;SX16LJ1;SX;100.0;99.92
2017-08-27;SX29ZK1;SX;100.0;99.92
2017-08-27;SX34ZK1;SX;100.0;99.92
2017-08-27;SX34ZK3;SX;100.0;99.92
2017-08-27;SX38AK2;SX;100.0;99.92
2017-08-27;SX38LK1;SX;100.0;99.92
2017-08-27;SX41EJ3;SX;99.85;99.92
2017-08-27;SX47ZK2;SX;100.0;99.92
2017-08-27;SX51EK3;SX;100.0;99.92
2017-08-27;SX51ZL2;SX;99.84;99.92
2017-08-27;SX60ZK2;SX;99.99;99.92
2017-08-27;SX61ZJ1;SX;99.98;99.92
2017-08-27;SX61ZK2;SX;100.0;99.92
2017-08-27;SX61ZK3;SX;100.0;99.92
2017-08-27;SX79EK3;SX;100.0;99.92
2017-08-27;SX80ZK1;SX;100.0;99.92
2017-08-27;SX83CJ1;SX;99.94;99.92
2017-08-27;SX85LJ3;SX;99.94;99.92
2017-08-27;SX85LK3;SX;99.99;99.92
2017-08-27;SX91ZK1;SX;100.0;99.92
2017-08-27;LO06GJ2;LO;100.0;99.93
2017-08-27;LO07EK2;LO;100.0;99.93
2017-08-27;LO12DJ1;LO;100.0;99.93
2017-08-27;LO13BJ2;LO;99.57;99.93
2017-08-27;LO14RK3;LO;99.59;99.93
2017-08-27;LO17RK2;LO;99.88;99.93
2017-08-27;LO20BJ1;LO;100.0;99.93
2017-08-27;LO28AK3;LO;100.0;99.93
2017-08-27;LO33AJ1;LO;100.0;99.93
2017-08-27;LO45RK3;LO;99.93;99.93
2017-08-27;NA08GK1;NA;99.88;99.93
2017-08-27;NA23CM1;NA;99.97;99.93
2017-08-27;NA27FK3;NA;98.67;99.93
2017-08-27;NA36CJ3;NA;99.85;99.93
2017-08-27;NA37FK1;NA;99.66;99.93
2017-08-27;NA37FK3;NA;99.98;99.93
2017-08-27;NA39FK3;NA;94.01;99.93
2017-08-27;NA40GK3;NA;96.75;99.93
2017-08-27;NA52FK2;NA;99.57;99.93
2017-08-27;NA54FK2;NA;98.38;99.93
2017-08-27;NA56FK2;NA;96.07;99.93
2017-08-27;NA63BJ2;NA;99.93;99.93
2017-08-27;NA68BJ3;NA;99.95;99.93
2017-08-27;NA68CK3;NA;100.0;99.93
2017-08-27;NA79CK2;NA;99.99;99.93
2017-08-27;SX02ZK1;SX;100.0;99.93
2017-08-27;SX04LJ3;SX;99.95;99.93
2017-08-27;SX17AK2;SX;100.0;99.93
2017-08-27;SX21ZK1;SX;100.0;99.93
2017-08-27;SX32ZK2;SX;100.0;99.93
2017-08-27;SX52EM2;SX;100.0;99.93
2017-08-27;SX55ZJ2;SX;99.98;99.93
2017-08-27;SX62ZJ2;SX;100.0;99.93
2017-08-27;SX65ZK3;SX;100.0;99.93
2017-08-27;SX70AK2;SX;100.0;99.93
2017-08-27;SX73EK2;SX;100.0;99.93
2017-08-27;SX75LJ1;SX;99.98;99.93
2017-08-27;SX84CK1;SX;100.0;99.93
2017-08-27;SX90ZK1;SX;100.0;99.93
2017-08-27;LO06CJ1;LO;100.0;99.94
2017-08-27;LO07EK1;LO;99.04;99.94
2017-08-27;LO09RK2;LO;100.0;99.94
2017-08-27;LO10RK1;LO;99.95;99.94
2017-08-27;LO14AJ3;LO;99.97;99.94
2017-08-27;LO15BK1;LO;95.5;99.94
2017-08-27;LO23AJ1;LO;99.97;99.94
2017-08-27;LO31AJ2;LO;99.82;99.94
2017-08-27;LO43RK1;LO;99.47;99.94
2017-08-27;NA08GK2;NA;99.3;99.94
2017-08-27;NA09GK3;NA;99.99;99.94
2017-08-27;NA13GJ1;NA;100.0;99.94
2017-08-27;NA17GJ2;NA;100.0;99.94
2017-08-27;NA21FL3;NA;99.63;99.94
2017-08-27;NA23FK2;NA;98.84;99.94
2017-08-27;NA25FK3;NA;97.93;99.94
2017-08-27;NA32FK3;NA;99.97;99.94
2017-08-27;NA35FK3;NA;96.06;99.94
2017-08-27;NA36CJ2;NA;100.0;99.94
2017-08-27;NA39GK1;NA;99.99;99.94
2017-08-27;NA40FK1;NA;99.74;99.94
2017-08-27;NA40GK2;NA;97.37;99.94
2017-08-27;NA43CJ2;NA;100.0;99.94
2017-08-27;NA57CM1;NA;92.6;99.94
2017-08-27;NA65BK2;NA;100.0;99.94
2017-08-27;NA68BJ2;NA;99.91;99.94
2017-08-27;NA68CK2;NA;100.0;99.94
2017-08-27;NA70CK3;NA;99.89;99.94
2017-08-27;NA72CK1;NA;99.88;99.94
2017-08-27;SO52EJ1;SO;100.0;99.94
2017-08-27;SX05ZK2;SX;99.98;99.94
2017-08-27;SX13ZK1;SX;100.0;99.94
2017-08-27;SX17AJ2;SX;100.0;99.94
2017-08-27;SX17EJ2;SX;100.0;99.94
2017-08-27;SX21EK2;SX;100.0;99.94
2017-08-27;SX22ZK2;SX;100.0;99.94
2017-08-27;SX28EK2;SX;100.0;99.94
2017-08-27;SX33ZK2;SX;100.0;99.94
2017-08-27;SX38AJ3;SX;99.97;99.94
2017-08-27;SX39ZK3;SX;100.0;99.94
2017-08-27;SX42CK2;SX;100.0;99.94
2017-08-27;SX51ZK1;SX;100.0;99.94
2017-08-27;SX67ZK1;SX;100.0;99.94
2017-08-27;SX68ZK1;SX;100.0;99.94
2017-08-27;SX80ZK3;SX;100.0;99.94
2017-08-27;LO04GJ1;LO;100.0;99.95
2017-08-27;LO06GJ3;LO;100.0;99.95
2017-08-27;LO09RL1;LO;100.0;99.95
2017-08-27;LO14BJ1;LO;99.98;99.95
2017-08-27;LO17RK3;LO;100.0;99.95
2017-08-27;LO18RK3;LO;95.95;99.95
2017-08-27;LO21AJ2;LO;100.0;99.95
2017-08-27;LO22AJ2;LO;100.0;99.95
2017-08-27;LO24RK1;LO;100.0;99.95
2017-08-27;LO24RK3;LO;100.0;99.95
2017-08-27;LO25AJ1;LO;99.82;99.95
2017-08-27;LO35RK2;LO;98.72;99.95
2017-08-27;LO35RK3;LO;98.96;99.95
2017-08-27;LO36RJ2;LO;100.0;99.95
2017-08-27;NA05GJ1;NA;100.0;99.95
2017-08-27;NA10FK2;NA;91.37;99.95
2017-08-27;NA11FK1;NA;99.95;99.95
2017-08-27;NA13FK1;NA;97.24;99.95
2017-08-27;NA15FK1;NA;98.65;99.95
2017-08-27;NA15FK2;NA;98.76;99.95
2017-08-27;NA35FK4;NA;100.0;99.95
2017-08-27;NA38FK1;NA;100.0;99.95
2017-08-27;NA38FK2;NA;98.74;99.95
2017-08-27;NA39GJ1;NA;100.0;99.95
2017-08-27;NA40AM3;NA;100.0;99.95
2017-08-27;NA47FK1;NA;96.2;99.95
2017-08-27;NA52FK1;NA;97.76;99.95
2017-08-27;NA52FK3;NA;97.94;99.95
2017-08-27;NA53CK1;NA;100.0;99.95
2017-08-27;NA56FK3;NA;95.37;99.95
2017-08-27;NA70CJ3;NA;99.97;99.95
2017-08-27;SX03ZK3;SX;100.0;99.95
2017-08-27;SX19EJ2;SX;99.86;99.95
2017-08-27;SX21EJ2;SX;99.98;99.95
2017-08-27;SX26EK2;SX;100.0;99.95
2017-08-27;SX26EK3;SX;100.0;99.95
2017-08-27;SX27EK3;SX;100.0;99.95
2017-08-27;SX29ZK3;SX;100.0;99.95
2017-08-27;SX31ZK3;SX;100.0;99.95
2017-08-27;SX32ZK1;SX;100.0;99.95
2017-08-27;SX33ZK3;SX;100.0;99.95
2017-08-27;SX38LJ1;SX;99.98;99.95
2017-08-27;SX41OK2;SX;100.0;99.95
2017-08-27;SX60ZK3;SX;100.0;99.95
2017-08-27;SX62ZK2;SX;99.99;99.95
2017-08-27;SX62ZK3;SX;100.0;99.95
2017-08-27;SX66ZK3;SX;100.0;99.95
2017-08-27;SX68ZK2;SX;100.0;99.95
2017-08-27;SX80ZK2;SX;100.0;99.95
2017-08-27;BU43SM3;BU;100.0;99.96
2017-08-27;LO01GJ3;LO;100.0;99.96
2017-08-27;LO05GJ2;LO;100.0;99.96
2017-08-27;LO06AJ1;LO;99.96;99.96
2017-08-27;LO12AJ1;LO;99.99;99.96
2017-08-27;LO16AJ3;LO;100.0;99.96
2017-08-27;LO21AJ3;LO;100.0;99.96
2017-08-27;LO21RK1;LO;100.0;99.96
2017-08-27;LO21RK3;LO;100.0;99.96
2017-08-27;LO22RK1;LO;100.0;99.96
2017-08-27;LO26RJ3;LO;100.0;99.96
2017-08-27;LO28AJ3;LO;99.95;99.96
2017-08-27;LO38RK3;LO;100.0;99.96
2017-08-27;LO43RK2;LO;95.99;99.96
2017-08-27;NA13FK2;NA;98.99;99.96
2017-08-27;NA15GJ2;NA;100.0;99.96
2017-08-27;NA26DK1;NA;97.68;99.96
2017-08-27;NA26DK2;NA;91.63;99.96
2017-08-27;NA28FK1;NA;95.43;99.96
2017-08-27;NA30GJ3;NA;100.0;99.96
2017-08-27;NA36FL1;NA;97.88;99.96
2017-08-27;NA39FK1;NA;99.56;99.96
2017-08-27;NA40FK2;NA;96.46;99.96
2017-08-27;NA44FK2;NA;98.35;99.96
2017-08-27;NA50FK2;NA;93.12;99.96
2017-08-27;NA58FK3;NA;98.65;99.96
2017-08-27;NA65BK1;NA;100.0;99.96
2017-08-27;NA70CK1;NA;99.31;99.96
2017-08-27;SX02ZK3;SX;100.0;99.96
2017-08-27;SX03ZK2;SX;100.0;99.96
2017-08-27;SX06LK1;SX;100.0;99.96
2017-08-27;SX06LK2;SX;99.99;99.96
2017-08-27;SX10ZK3;SX;100.0;99.96
2017-08-27;SX20AJ1;SX;100.0;99.96
2017-08-27;SX22ZK1;SX;100.0;99.96
2017-08-27;SX22ZK3;SX;100.0;99.96
2017-08-27;SX25EK1;SX;100.0;99.96
2017-08-27;SX26EK1;SX;100.0;99.96
2017-08-27;SX28EK1;SX;100.0;99.96
2017-08-27;SX28EK3;SX;100.0;99.96
2017-08-27;SX38LJ3;SX;100.0;99.96
2017-08-27;SX41EJ1;SX;99.79;99.96
2017-08-27;SX47ZK1;SX;99.98;99.96
2017-08-27;SX66ZK1;SX;100.0;99.96
2017-08-27;SX72ZK2;SX;100.0;99.96
2017-08-27;SX76AK1;SX;100.0;99.96
2017-08-27;SX79LJ1;SX;99.99;99.96
2017-08-27;SX84CK2;SX;100.0;99.96
2017-08-27;SX91ZK2;SX;100.0;99.96
2017-08-27;SX91ZK3;SX;100.0;99.96
2017-08-27;LO04GJ2;LO;100.0;99.97
2017-08-27;LO10DJ1;LO;100.0;99.97
2017-08-27;LO12FJ1;LO;100.0;99.97
2017-08-27;LO13RK2;LO;99.62;99.97
2017-08-27;LO20RK1;LO;99.87;99.97
2017-08-27;LO20RK2;LO;99.79;99.97
2017-08-27;LO21RK2;LO;100.0;99.97
2017-08-27;LO22RK3;LO;96.77;99.97
2017-08-27;LO29AJ1;LO;99.95;99.97
2017-08-27;LO38RK1;LO;100.0;99.97
2017-08-27;LO43RK3;LO;100.0;99.97
2017-08-27;LO45RK1;LO;99.51;99.97
2017-08-27;NA09FK1;NA;97.96;99.97
2017-08-27;NA09FL3;NA;100.0;99.97
2017-08-27;NA10CJ1;NA;99.97;99.97
2017-08-27;NA10FK3;NA;96.73;99.97
2017-08-27;NA11GJ3;NA;100.0;99.97
2017-08-27;NA11GK3;NA;94.68;99.97
2017-08-27;NA12FK1;NA;98.9;99.97
2017-08-27;NA13FK3;NA;100.0;99.97
2017-08-27;NA15FK3;NA;100.0;99.97
2017-08-27;NA18FK1;NA;99.75;99.97
2017-08-27;NA19GJ2;NA;100.0;99.97
2017-08-27;NA21FK1;NA;89.05;99.97
2017-08-27;NA21FK3;NA;98.2;99.97
2017-08-27;NA23FK1;NA;97.02;99.97
2017-08-27;NA28FK3;NA;93.18;99.97
2017-08-27;NA34FK1;NA;94.1;99.97
2017-08-27;NA38FK3;NA;97.87;99.97
2017-08-27;NA39GK2;NA;100.0;99.97
2017-08-27;NA42FK2;NA;91.75;99.97
2017-08-27;NA49FK2;NA;100.0;99.97
2017-08-27;NA55FK1;NA;99.9;99.97
2017-08-27;NA55FK2;NA;97.05;99.97
2017-08-27;NA55FK3;NA;94.66;99.97
2017-08-27;NA60BM1;NA;100.0;99.97
2017-08-27;NA63FK1;NA;97.82;99.97
2017-08-27;NA68BJ1;NA;99.99;99.97
2017-08-27;SX02ZK2;SX;100.0;99.97
2017-08-27;SX10ZK1;SX;100.0;99.97
2017-08-27;SX12ZK1;SX;100.0;99.97
2017-08-27;SX15ZK2;SX;100.0;99.97
2017-08-27;SX15ZK3;SX;100.0;99.97
2017-08-27;SX24ZK3;SX;100.0;99.97
2017-08-27;SX47ZK3;SX;100.0;99.97
2017-08-27;SX56CK3;SX;100.0;99.97
2017-08-27;SX56ZK1;SX;100.0;99.97
2017-08-27;SX56ZK3;SX;100.0;99.97
2017-08-27;SX57ZK2;SX;100.0;99.97
2017-08-27;SX61ZK1;SX;100.0;99.97
2017-08-27;SX66AK1;SX;100.0;99.97
2017-08-27;SX72ZK1;SX;100.0;99.97
2017-08-27;SX73EK1;SX;100.0;99.97
2017-08-27;SX76LK2;SX;100.0;99.97
2017-08-27;SX83CJ3;SX;100.0;99.97
2017-08-27;SX84LK3;SX;100.0;99.97
2017-08-27;SX85ZK1;SX;100.0;99.97
2017-08-27;SX86AJ3;SX;99.96;99.97
2017-08-27;SX90ZK2;SX;100.0;99.97
2017-08-27;SX98ZK3;SX;100.0;99.97
2017-08-27;LO09RK3;LO;100.0;99.98
2017-08-27;LO13RK3;LO;99.75;99.98
2017-08-27;LO17RK1;LO;100.0;99.98
2017-08-27;LO28AJ2;LO;100.0;99.98
2017-08-27;LO31RK2;LO;97.47;99.98
2017-08-27;LO33AJ2;LO;100.0;99.98
2017-08-27;NA09FK3;NA;100.0;99.98
2017-08-27;NA12FK3;NA;100.0;99.98
2017-08-27;NA15GJ3;NA;99.98;99.98
2017-08-27;NA18FK3;NA;97.32;99.98
2017-08-27;NA21FL1;NA;99.33;99.98
2017-08-27;NA21FL2;NA;98.87;99.98
2017-08-27;NA23FK3;NA;97.24;99.98
2017-08-27;NA32FK2;NA;96.02;99.98
2017-08-27;NA43FK3;NA;87.54;99.98
2017-08-27;NA44FK1;NA;98.72;99.98
2017-08-27;NA44FK3;NA;88.08;99.98
2017-08-27;NA57FK1;NA;95.08;99.98
2017-08-27;NA58FK2;NA;99.5;99.98
2017-08-27;NA61FK1;NA;99.96;99.98
2017-08-27;NA63FK2;NA;99.34;99.98
2017-08-27;NA67CK1;NA;100.0;99.98
2017-08-27;SX03ZL3;SX;100.0;99.98
2017-08-27;SX07AK3;SX;100.0;99.98
2017-08-27;SX24ZK1;SX;100.0;99.98
2017-08-27;SX24ZK2;SX;100.0;99.98
2017-08-27;SX39ZK2;SX;100.0;99.98
2017-08-27;SX48ZK2;SX;100.0;99.98
2017-08-27;SX57ZL3;SX;100.0;99.98
2017-08-27;SX61CK1;SX;100.0;99.98
2017-08-27;SX66AK2;SX;100.0;99.98
2017-08-27;SX66AK3;SX;100.0;99.98
2017-08-27;SX68ZK3;SX;100.0;99.98
2017-08-27;SX72EJ1;SX;100.0;99.98
2017-08-27;SX74ZK1;SX;100.0;99.98
2017-08-27;SX75LJ2;SX;100.0;99.98
2017-08-27;NA39FK2;NA;100.0;99.99
2017-08-27;NA43FK1;NA;99.67;99.99
2017-08-27;NA49FK3;NA;97.86;99.99
2017-08-27;NA51FK2;NA;100.0;99.99
2017-08-27;SX04AK2;SX;100.0;99.99
2017-08-27;SX10ZK2;SX;100.0;99.99
2017-08-27;SX70AK1;SX;100.0;99.99
2017-08-27;SX73CK2;SX;100.0;99.99
