FECHA;CELDA;PROV;VoLTE_Attempted_Calls_Huawei;VoLTE_Established_Calls_Huawei;VoLTE_Calls_Drop_Rate_Huawei_All_eRAB_Based;VoLTE_Drop_100Min_rate_Huawei_All_eRAB_Based;VoLTE_Dropped_Calls_Huawei_Active_eRAB_Based;VoLTE_Dropped_Calls_Huawei_All_eRAB_Based;VoLTE_Released_Calls_Huawei_Active_eRAB_Based;VoLTE_SRVCC_to_UMTS_HO_Exec_Succ_rate_Huawei;VoLTE_SRVCC_to_UMTS_HO_Exec_Succ_Huawei;VoLTE_SRVCC_to_UMTS_HO_Prep_Att_Huawei;VoLTE_SRVCC_to_UMTS_HO_Prep_Succ_Huawei;VoLTE_SRVCC_to_UMTS_HO_Prep_Succ_Rate_Huawei;VoLTE_Inter_eNB_InterFreq_HO_Prep_Att_Huawei;VoLTE_Inter_eNB_InterFreq_HO_Prep_Succ_Huawei;VoLTE_Inter_eNB_IntraFreq_HO_Exec_Succ_Huawei;VoLTE_Inter_eNB_IntraFreq_HO_Prep_Att_Huawei
2017-08-27;LO05CJ2;LO;7;7;0.0;0.0;0;0;8;100.0;6;6;6;100.0;0;0;0;0
2017-08-27;LO07RJ1;LO;7;7;0.0;0.0;0;0;10;;0;0;0;;1;1;8;8
2017-08-27;LO08CJ2;LO;7;7;0.0;0.0;0;0;5;;0;0;0;;1;1;7;7
2017-08-27;LO08EJ3;LO;7;7;0.0;0.0;0;0;6;;0;0;0;;0;0;1;1
2017-08-27;LO17RK1;LO;7;7;0.0;0.0;0;0;10;100.0;1;1;1;100.0;1;1;8;8
2017-08-27;LO20BJ3;LO;7;7;0.0;0.0;0;0;6;100.0;3;3;3;100.0;0;0;5;5
2017-08-27;LO20RK1;LO;7;7;0.0;0.0;0;0;7;;0;0;0;;1;1;4;4
2017-08-27;LO22RK4;LO;7;7;0.0;0.0;0;0;9;;0;0;0;;0;0;2;2
2017-08-27;LO26RJ2;LO;7;7;0.0;0.0;0;0;7;;0;0;0;;0;0;0;0
2017-08-27;LO30RK3;LO;7;7;0.0;0.0;0;0;5;;0;0;0;;1;1;1;1
2017-08-27;LO32RJ3;LO;7;7;0.0;0.0;0;0;8;;0;0;0;;0;0;27;27
2017-08-27;LO33AJ1;LO;7;7;0.0;0.0;0;0;8;;0;0;0;;0;0;1;1
2017-08-27;NA08GK2;NA;7;6;0.0;0.0;0;0;5;;0;0;0;;0;0;8;8
2017-08-27;NA10GK1;NA;7;7;0.0;0.0;0;0;4;;0;0;0;;0;0;7;7
2017-08-27;NA10GK3;NA;7;7;0.0;0.0;0;0;7;100.0;1;1;1;100.0;0;0;3;3
2017-08-27;NA11GK1;NA;7;7;0.0;0.0;0;0;11;;0;0;0;;0;0;23;23
2017-08-27;NA15FJ1;NA;7;7;0.0;0.0;0;0;6;100.0;1;1;1;100.0;2;2;1;1
2017-08-27;NA15FJ2;NA;7;7;0.0;0.0;0;0;7;;0;0;0;;0;0;6;6
2017-08-27;NA18FK2;NA;7;7;0.0;0.0;0;0;4;;0;0;0;;0;0;4;4
2017-08-27;NA18GJ3;NA;7;7;0.0;0.0;0;0;5;;0;0;0;;0;0;1;1
2017-08-27;NA19FJ1;NA;7;7;0.0;0.0;0;0;8;;0;0;0;;3;3;7;7
2017-08-27;NA21FK1;NA;7;7;0.0;0.0;0;0;10;;0;0;0;;1;1;27;27
2017-08-27;NA27CM1;NA;7;7;0.0;0.0;0;0;5;;0;0;0;;0;0;0;0
2017-08-27;NA29FK1;NA;7;7;0.0;0.0;0;0;8;;0;0;0;;0;0;4;4
2017-08-27;NA29GK2;NA;7;7;0.0;0.0;0;0;8;;0;0;0;;1;1;3;3
2017-08-27;NA32FJ3;NA;7;7;0.0;0.0;0;0;8;;0;0;0;;2;2;0;0
2017-08-27;NA41AJ1;NA;7;7;0.0;0.0;0;0;8;100.0;2;2;2;100.0;2;2;0;0
2017-08-27;NA42FK1;NA;7;7;0.0;0.0;0;0;11;;0;0;0;;0;0;11;11
2017-08-27;NA43FK3;NA;7;7;0.0;0.0;0;0;7;;0;0;0;;0;0;6;6
2017-08-27;NA48AJ3;NA;7;7;0.0;0.0;0;0;7;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;NA49BK1;NA;7;7;0.0;0.0;0;0;8;100.0;2;2;2;100.0;0;0;0;0
2017-08-27;NA50CJ2;NA;7;7;0.0;0.0;0;0;8;100.0;2;2;2;100.0;4;4;8;8
2017-08-27;NA50CJ3;NA;7;7;0.0;0.0;0;0;4;;0;0;0;;1;1;2;2
2017-08-27;NA52FK3;NA;7;7;0.0;0.0;0;0;9;;0;0;0;;0;0;30;30
2017-08-27;NA58FK3;NA;7;7;0.0;0.0;0;0;8;;0;0;0;;0;0;3;3
2017-08-27;NA66BM3;NA;7;7;0.0;0.0;0;0;10;;0;0;0;;0;0;0;0
2017-08-27;NA67CK1;NA;7;7;0.0;0.0;0;0;9;;0;0;0;;0;0;10;10
2017-08-27;NA73CK1;NA;7;7;0.0;0.0;0;0;6;;0;0;0;;0;0;20;20
2017-08-27;SO20SJ2;SO;7;7;0.0;0.0;0;0;5;100.0;1;1;1;100.0;0;0;3;3
2017-08-27;SX04LJ1;SX;7;7;0.0;0.0;0;0;6;100.0;1;1;1;100.0;0;0;4;4
2017-08-27;SX08EJ3;SX;7;7;0.0;0.0;0;0;5;;0;0;0;;2;2;9;9
2017-08-27;SX11ZJ3;SX;7;7;0.0;0.0;0;0;6;;0;0;0;;0;0;1;1
2017-08-27;SX14LJ1;SX;7;7;0.0;0.0;0;0;5;;0;0;0;;0;0;16;16
2017-08-27;SX16LJ1;SX;7;7;0.0;0.0;0;0;8;;0;0;0;;0;0;0;0
2017-08-27;SX18EJ1;SX;7;7;0.0;0.0;0;0;5;100.0;1;1;1;100.0;0;0;10;10
2017-08-27;SX18ZJ1;SX;7;7;0.0;0.0;0;0;6;100.0;1;1;1;100.0;0;0;10;10
2017-08-27;SX23EK1;SX;7;7;0.0;0.0;0;0;7;100.0;1;1;1;100.0;0;0;3;3
2017-08-27;SX41OK2;SX;7;7;0.0;0.0;0;0;7;100.0;4;4;4;100.0;0;0;10;10
2017-08-27;SX55CJ3;SX;7;7;0.0;0.0;0;0;6;;0;0;0;;0;0;1;1
2017-08-27;SX61ZK2;SX;7;7;0.0;0.0;0;0;5;;0;0;0;;0;0;2;2
2017-08-27;SX67ZJ3;SX;7;7;0.0;0.0;0;0;8;;0;0;0;;2;2;0;0
2017-08-27;SX76AK2;SX;7;7;0.0;0.0;0;0;8;;0;0;0;;0;0;3;3
2017-08-27;SX81EJ1;SX;7;7;0.0;0.0;0;0;6;100.0;1;1;1;100.0;0;0;18;18
2017-08-27;SX82CK1;SX;7;7;0.0;0.0;0;0;8;100.0;5;5;5;100.0;0;0;0;0
2017-08-27;SX91ZK3;SX;7;7;0.0;0.0;0;0;6;;0;0;0;;0;0;2;2
2017-08-27;LE83VJ2;LE;6;6;0.0;0.0;0;0;5;;0;0;0;;0;0;0;0
2017-08-27;LO02HK1;LO;6;6;0.0;0.0;0;0;5;100.0;2;2;2;100.0;2;2;0;0
2017-08-27;LO05EJ2;LO;6;6;0.0;0.0;0;0;6;;0;0;0;;0;0;11;11
2017-08-27;LO07EK3;LO;6;6;0.0;0.0;0;0;6;100.0;2;2;2;100.0;0;0;2;2
2017-08-27;LO08IJ2;LO;6;6;0.0;0.0;0;0;6;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;LO10FJ2;LO;6;6;0.0;0.0;0;0;5;;0;0;0;;0;0;1;1
2017-08-27;LO19RK2;LO;6;5;0.0;0.0;0;0;6;;0;0;0;;0;0;12;12
2017-08-27;LO22RK3;LO;6;6;0.0;0.0;0;0;5;;0;0;0;;0;0;9;9
2017-08-27;LO26RJ3;LO;6;6;0.0;0.0;0;0;6;;0;0;0;;2;2;3;3
2017-08-27;LO45RK3;LO;6;6;0.0;0.0;0;0;3;;0;0;0;;1;1;3;3
2017-08-27;NA04FK1;NA;6;5;0.0;0.0;0;0;7;;0;0;0;;0;0;12;12
2017-08-27;NA05BK2;NA;6;6;16.67;16.67;1;1;6;;0;0;0;;0;0;0;0
2017-08-27;NA06GJ3;NA;6;6;0.0;0.0;0;0;10;;0;0;0;;1;1;5;5
2017-08-27;NA08GK1;NA;6;6;0.0;0.0;0;0;11;100.0;3;3;3;100.0;0;0;0;0
2017-08-27;NA09GJ2;NA;6;6;0.0;0.0;0;0;6;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;NA12FK3;NA;6;6;0.0;0.0;0;0;5;;0;0;0;;0;0;14;14
2017-08-27;NA15GJ2;NA;6;6;0.0;0.0;0;0;5;100.0;1;1;1;100.0;0;0;2;2
2017-08-27;NA21FK2;NA;6;6;0.0;0.0;0;0;8;100.0;1;1;1;100.0;0;0;12;12
2017-08-27;NA22CJ1;NA;6;6;0.0;0.0;0;0;7;;0;0;0;;0;0;1;1
2017-08-27;NA22CJ2;NA;6;6;0.0;0.0;0;0;7;;0;0;0;;0;0;9;9
2017-08-27;NA23GJ1;NA;6;6;0.0;0.0;0;0;5;;0;0;0;;1;1;10;10
2017-08-27;NA29CJ1;NA;6;6;0.0;0.0;0;0;6;;0;0;0;;0;0;0;0
2017-08-27;NA30CJ3;NA;6;6;0.0;0.0;0;0;7;;0;0;0;;0;0;0;0
2017-08-27;NA32FJ2;NA;6;6;0.0;0.0;0;0;6;;0;0;0;;0;0;2;2
2017-08-27;NA35GJ3;NA;6;6;0.0;0.0;0;0;7;;0;0;0;;0;0;0;0
2017-08-27;NA36FL2;NA;6;6;0.0;0.0;0;0;4;;0;0;0;;2;2;0;0
2017-08-27;NA37FJ3;NA;6;6;0.0;0.0;0;0;6;;0;0;0;;0;0;0;0
2017-08-27;NA37FK1;NA;6;6;0.0;0.0;0;0;5;100.0;1;1;1;100.0;0;0;4;4
2017-08-27;NA38FK1;NA;6;6;0.0;0.0;0;0;7;;0;0;0;;0;0;9;9
2017-08-27;NA42CM3;NA;6;6;0.0;0.0;0;0;6;;0;0;0;;0;0;0;0
2017-08-27;NA43CJ3;NA;6;6;0.0;0.0;0;0;6;;0;0;0;;0;0;2;2
2017-08-27;NA43FK1;NA;6;6;0.0;0.0;0;0;5;;0;0;0;;1;1;4;4
2017-08-27;NA50CJ1;NA;6;6;0.0;0.0;0;0;7;100.0;1;1;1;100.0;0;0;1;1
2017-08-27;NA51FJ1;NA;6;6;0.0;0.0;0;0;6;;0;0;0;;0;0;1;1
2017-08-27;NA52FK2;NA;6;6;0.0;0.0;0;0;5;;0;0;0;;1;1;12;12
2017-08-27;NA54BJ2;NA;6;6;0.0;0.0;0;0;6;;0;0;0;;0;0;1;1
2017-08-27;NA55BJ1;NA;6;6;0.0;0.0;0;0;6;100.0;1;1;1;100.0;0;0;8;8
2017-08-27;NA55BK1;NA;6;6;0.0;0.0;0;0;10;100.0;7;7;7;100.0;0;0;0;0
2017-08-27;NA58CK3;NA;6;6;0.0;0.0;0;0;6;;0;0;0;;0;0;0;0
2017-08-27;NA61CJ3;NA;6;6;0.0;0.0;0;0;7;;0;0;0;;0;0;0;0
2017-08-27;NA74CK2;NA;6;6;0.0;0.0;0;0;5;100.0;1;1;1;100.0;0;0;13;13
2017-08-27;SX03ZK3;SX;6;6;0.0;0.0;0;0;9;;0;0;0;;0;0;16;16
2017-08-27;SX05ZJ3;SX;6;6;0.0;0.0;0;0;2;;0;0;0;;0;0;12;12
2017-08-27;SX11LK1;SX;6;6;0.0;0.0;0;0;9;100.0;3;3;3;100.0;0;0;6;6
2017-08-27;SX16EK1;SX;6;6;0.0;0.0;0;0;3;;0;0;0;;0;0;21;21
2017-08-27;SX17AK2;SX;6;6;0.0;0.0;0;0;3;;0;0;0;;0;0;11;11
2017-08-27;SX25CJ3;SX;6;6;0.0;0.0;0;0;7;100.0;2;2;2;100.0;1;1;7;7
2017-08-27;SX27EK1;SX;6;6;0.0;0.0;0;0;7;;0;0;0;;0;0;1;1
2017-08-27;SX27OJ3;SX;6;6;0.0;0.0;0;0;7;;0;0;0;;0;0;6;6
2017-08-27;SX33ZK3;SX;6;6;0.0;0.0;0;0;3;;0;0;0;;1;1;16;16
2017-08-27;SX55CK2;SX;6;6;0.0;0.0;0;0;6;;0;0;0;;0;0;0;0
2017-08-27;SX65ZK3;SX;6;6;0.0;0.0;0;0;4;;0;0;0;;0;0;3;3
2017-08-27;SX72EJ2;SX;6;6;0.0;0.0;0;0;6;;0;0;0;;0;0;0;0
2017-08-27;SX83CJ3;SX;6;6;0.0;0.0;0;0;5;;0;0;0;;0;0;4;4
2017-08-27;SX85LK2;SX;6;6;0.0;0.0;0;0;6;100.0;1;1;1;100.0;0;0;4;4
2017-08-27;ZA14SM1;ZA;6;6;0.0;0.0;0;0;6;100.0;3;3;3;100.0;0;0;0;0
2017-08-27;LO02HJ1;LO;5;5;0.0;0.0;0;0;6;;0;0;0;;0;0;3;3
2017-08-27;LO02RJ2;LO;5;5;0.0;0.0;0;0;5;;0;0;0;;0;0;12;12
2017-08-27;LO05EJ1;LO;5;5;0.0;0.0;0;0;5;;0;0;0;;0;0;0;0
2017-08-27;LO06CK3;LO;5;5;0.0;0.0;0;0;5;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;LO06GJ3;LO;5;5;0.0;0.0;0;0;7;100.0;1;1;1;100.0;0;0;16;16
2017-08-27;LO09RK3;LO;5;5;0.0;0.0;0;0;8;;0;0;0;;0;0;9;9
2017-08-27;LO10DJ1;LO;5;5;0.0;0.0;0;0;5;;0;0;0;;0;0;1;1
2017-08-27;LO11AK3;LO;5;5;0.0;0.0;0;0;6;100.0;4;4;4;100.0;0;0;0;0
2017-08-27;LO11RJ2;LO;5;5;0.0;0.0;0;0;7;100.0;2;2;2;100.0;3;3;0;0
2017-08-27;LO12DJ3;LO;5;5;0.0;0.0;0;0;6;100.0;3;3;3;100.0;0;0;3;3
2017-08-27;LO12RK2;LO;5;5;0.0;0.0;0;0;4;;0;0;0;;0;0;4;4
2017-08-27;LO15BJ2;LO;5;5;0.0;0.0;0;0;5;100.0;2;2;2;100.0;0;0;2;2
2017-08-27;LO18RK1;LO;5;5;0.0;0.0;0;0;4;;0;0;0;;0;0;5;5
2017-08-27;LO26AM3;LO;5;5;0.0;0.0;0;0;5;100.0;3;3;3;100.0;0;0;0;0
2017-08-27;LO35RK2;LO;5;4;0.0;0.0;0;0;4;;0;0;0;;0;0;17;17
2017-08-27;LO38RK3;LO;5;5;16.67;20.0;1;1;6;;0;0;0;;0;0;7;7
2017-08-27;NA04AM3;NA;5;5;0.0;0.0;0;0;5;;0;0;0;;0;0;0;0
2017-08-27;NA07AJ2;NA;5;5;0.0;0.0;0;0;6;100.0;2;2;2;100.0;0;0;0;0
2017-08-27;NA09FJ1;NA;5;5;0.0;0.0;0;0;3;;0;0;0;;4;4;24;24
2017-08-27;NA09GK1;NA;5;5;0.0;0.0;0;0;5;;0;0;0;;0;0;4;4
2017-08-27;NA10GJ2;NA;5;5;0.0;0.0;0;0;5;100.0;1;1;1;100.0;0;0;1;1
2017-08-27;NA13FK3;NA;5;5;0.0;0.0;0;0;5;;0;0;0;;1;1;4;4
2017-08-27;NA14GJ2;NA;5;5;0.0;0.0;0;0;7;;0;0;0;;0;0;3;3
2017-08-27;NA18FJ3;NA;5;5;0.0;0.0;0;0;8;100.0;1;1;1;100.0;0;0;8;8
2017-08-27;NA21FL2;NA;5;5;0.0;0.0;0;0;5;;0;0;0;;2;2;3;3
2017-08-27;NA25FK1;NA;5;5;0.0;0.0;0;0;2;;0;0;0;;0;0;2;2
2017-08-27;NA26DK1;NA;5;5;0.0;0.0;0;0;5;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;NA26DK3;NA;5;5;0.0;0.0;0;0;6;100.0;2;2;2;100.0;0;0;2;2
2017-08-27;NA31CJ2;NA;5;5;0.0;0.0;0;0;5;;0;0;0;;0;0;3;3
2017-08-27;NA33GJ2;NA;5;5;0.0;0.0;0;0;6;;0;0;0;;0;0;7;7
2017-08-27;NA33GJ3;NA;5;5;0.0;0.0;0;0;5;;0;0;0;;3;3;3;3
2017-08-27;NA34CM2;NA;5;5;0.0;0.0;0;0;6;100.0;2;2;2;100.0;0;0;1;1
2017-08-27;NA35GJ2;NA;5;5;0.0;0.0;0;0;6;;0;0;0;;0;0;0;0
2017-08-27;NA37CJ1;NA;5;5;0.0;0.0;0;0;4;100.0;2;2;2;100.0;0;0;0;0
2017-08-27;NA38EJ2;NA;5;5;0.0;0.0;0;0;4;;0;0;0;;0;0;0;0
2017-08-27;NA40CJ2;NA;5;5;0.0;0.0;0;0;5;;0;0;0;;0;0;2;2
2017-08-27;NA48AJ2;NA;5;5;0.0;0.0;0;0;6;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;NA49BJ3;NA;5;5;0.0;0.0;0;0;5;100.0;3;3;3;100.0;0;0;6;6
2017-08-27;NA54CM1;NA;5;5;0.0;0.0;0;0;5;100.0;3;3;3;100.0;0;0;0;0
2017-08-27;NA55FJ1;NA;5;5;0.0;0.0;0;0;6;;0;0;0;;1;1;4;4
2017-08-27;NA55FJ3;NA;5;5;0.0;0.0;0;0;7;;0;0;0;;0;0;3;3
2017-08-27;NA57FK1;NA;5;5;0.0;0.0;0;0;5;;0;0;0;;0;0;1;1
2017-08-27;NA66BM1;NA;5;5;0.0;0.0;0;0;4;;0;0;0;;1;1;0;0
2017-08-27;NA70CK2;NA;5;5;0.0;0.0;0;0;7;;0;0;0;;0;0;8;8
2017-08-27;NA70CL3;NA;5;5;0.0;0.0;0;0;5;;0;0;0;;0;0;0;0
2017-08-27;PX01VJ2;PX;5;5;0.0;0.0;0;0;5;;0;0;0;;0;0;0;0
2017-08-27;SO25SJ1;SO;5;5;0.0;0.0;0;0;6;100.0;3;3;3;100.0;0;0;1;1
2017-08-27;SX03ZK2;SX;5;5;0.0;0.0;0;0;3;;0;0;0;;0;0;6;6
2017-08-27;SX04AK1;SX;5;5;0.0;0.0;0;0;4;;0;0;0;;0;0;6;6
2017-08-27;SX04LJ2;SX;5;5;0.0;0.0;0;0;5;;0;0;0;;0;0;3;3
2017-08-27;SX10ZK2;SX;5;5;0.0;0.0;0;0;7;;0;0;0;;0;0;7;7
2017-08-27;SX18ZK3;SX;5;5;0.0;0.0;0;0;4;;0;0;0;;3;3;0;0
2017-08-27;SX22EJ1;SX;5;5;0.0;0.0;0;0;6;;0;0;0;;1;1;23;23
2017-08-27;SX24CK1;SX;5;5;0.0;0.0;0;0;5;100.0;1;1;1;100.0;1;1;1;1
2017-08-27;SX24OJ3;SX;5;5;0.0;0.0;0;0;6;;0;0;0;;0;0;1;1
2017-08-27;SX27OK3;SX;5;5;0.0;0.0;0;0;6;100.0;3;3;3;100.0;2;2;0;0
2017-08-27;SX32ZK2;SX;5;5;0.0;0.0;0;0;5;;0;0;0;;0;0;10;10
2017-08-27;SX38AK2;SX;5;5;0.0;0.0;0;0;7;100.0;3;3;3;100.0;0;0;3;3
2017-08-27;SX39EJ2;SX;5;5;0.0;0.0;0;0;4;;0;0;0;;2;2;0;0
2017-08-27;SX41OJ1;SX;5;5;0.0;0.0;0;0;5;;0;0;0;;0;0;7;7
2017-08-27;SX43CJ1;SX;5;5;0.0;0.0;0;0;5;;0;0;0;;0;0;3;3
2017-08-27;SX48ZJ1;SX;5;5;0.0;0.0;0;0;5;100.0;2;2;2;100.0;0;0;5;5
2017-08-27;SX54ZJ3;SX;5;5;0.0;0.0;0;0;8;100.0;1;1;1;100.0;0;0;4;4
2017-08-27;SX62ZK2;SX;5;5;0.0;0.0;0;0;2;;0;0;0;;0;0;10;10
2017-08-27;SX66AK3;SX;5;5;0.0;0.0;0;0;5;;0;0;0;;0;0;0;0
2017-08-27;SX66CK1;SX;5;5;0.0;0.0;0;0;6;100.0;2;2;2;100.0;0;0;0;0
2017-08-27;SX68ZK1;SX;5;5;0.0;0.0;0;0;5;100.0;1;1;1;100.0;2;2;2;2
2017-08-27;SX71OK1;SX;5;5;0.0;0.0;0;0;5;;0;0;0;;0;0;0;0
2017-08-27;SX75LK2;SX;5;5;0.0;0.0;0;0;8;100.0;3;3;3;100.0;0;0;2;2
2017-08-27;SX80ZK2;SX;5;5;0.0;0.0;0;0;5;100.0;2;2;2;100.0;0;0;5;5
2017-08-27;SX82CK3;SX;5;5;0.0;0.0;0;0;6;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;SX86AJ2;SX;5;5;0.0;0.0;0;0;5;;0;0;0;;0;0;0;0
2017-08-27;AV93WJ2;AV;4;4;0.0;0.0;0;0;5;100.0;1;1;1;100.0;0;0;2;2
2017-08-27;LE31RJ1;LE;4;4;0.0;0.0;0;0;4;100.0;2;2;2;100.0;0;0;0;0
2017-08-27;LO06CK1;LO;4;4;0.0;0.0;0;0;4;;0;0;0;;0;0;0;0
2017-08-27;LO07CM2;LO;4;4;0.0;0.0;0;0;4;100.0;2;2;2;100.0;0;0;0;0
2017-08-27;LO09EJ1;LO;4;4;0.0;0.0;0;0;5;100.0;1;1;1;100.0;0;0;9;9
2017-08-27;LO09EK1;LO;4;4;0.0;0.0;0;0;5;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;LO10RK1;LO;4;4;0.0;0.0;0;0;5;;0;0;0;;1;1;9;9
2017-08-27;LO11RJ1;LO;4;4;0.0;0.0;0;0;2;;0;0;0;;6;6;1;1
2017-08-27;LO11RJ3;LO;4;4;0.0;0.0;0;0;4;;0;0;0;;0;0;1;1
2017-08-27;LO15AJ2;LO;4;4;0.0;0.0;0;0;4;100.0;1;1;1;100.0;0;0;1;1
2017-08-27;LO15AJ3;LO;4;4;0.0;0.0;0;0;4;;0;0;0;;0;0;15;15
2017-08-27;LO16AJ2;LO;4;4;0.0;0.0;0;0;2;;0;0;0;;1;1;4;4
2017-08-27;LO17RK3;LO;4;4;0.0;0.0;0;0;4;;0;0;0;;1;1;3;3
2017-08-27;LO19BJ3;LO;4;4;0.0;0.0;0;0;4;;0;0;0;;0;0;0;0
2017-08-27;LO21RJ1;LO;4;4;0.0;0.0;0;0;6;100.0;5;5;5;100.0;2;2;15;15
2017-08-27;LO32RK2;LO;4;4;0.0;0.0;0;0;4;;0;0;0;;0;0;4;4
2017-08-27;NA07AK2;NA;4;4;33.33;25.0;1;1;3;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;NA11FJ1;NA;4;4;0.0;0.0;0;0;5;;0;0;0;;0;0;2;2
2017-08-27;NA14GJ3;NA;4;4;0.0;0.0;0;0;4;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;NA15GJ1;NA;4;4;0.0;0.0;0;0;4;;0;0;0;;0;0;0;0
2017-08-27;NA17GJ1;NA;4;4;0.0;0.0;0;0;3;100.0;2;2;2;100.0;0;0;3;3
2017-08-27;NA18EJ1;NA;4;4;0.0;0.0;0;0;4;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;NA22CM1;NA;4;4;0.0;0.0;0;0;6;;0;0;0;;4;4;1;1
2017-08-27;NA23GJ3;NA;4;4;0.0;0.0;0;0;4;;0;0;0;;0;0;2;2
2017-08-27;NA24FJ3;NA;4;4;0.0;0.0;0;0;3;;0;0;0;;0;0;2;2
2017-08-27;NA28GJ2;NA;4;4;0.0;0.0;0;0;4;100.0;2;2;2;100.0;1;1;6;6
2017-08-27;NA30CK1;NA;4;4;0.0;0.0;0;0;1;100.0;1;1;1;100.0;0;0;3;3
2017-08-27;NA32FK2;NA;4;4;0.0;0.0;0;0;5;;0;0;0;;0;0;11;11
2017-08-27;NA37FK2;NA;4;4;0.0;0.0;0;0;4;100.0;1;1;1;100.0;0;0;2;2
2017-08-27;NA38AJ1;NA;4;4;0.0;0.0;0;0;5;100.0;2;2;2;100.0;0;0;0;0
2017-08-27;NA39FK1;NA;4;4;0.0;0.0;0;0;4;;0;0;0;;0;0;3;3
2017-08-27;NA39GK1;NA;4;4;0.0;0.0;0;0;5;;0;0;0;;0;0;11;11
2017-08-27;NA49FK1;NA;4;4;0.0;0.0;0;0;4;;0;0;0;;0;0;7;7
2017-08-27;NA49FK3;NA;4;4;0.0;0.0;0;0;3;;0;0;0;;0;0;21;21
2017-08-27;NA52FJ2;NA;4;4;0.0;0.0;0;0;5;;0;0;0;;0;0;7;7
2017-08-27;NA52FJ3;NA;4;4;0.0;0.0;0;0;5;;0;0;0;;0;0;10;10
2017-08-27;NA56CJ2;NA;4;4;0.0;0.0;0;0;4;100.0;2;2;2;100.0;0;0;1;1
2017-08-27;NA57FK3;NA;4;4;0.0;0.0;0;0;4;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;NA60FK1;NA;4;4;0.0;0.0;0;0;3;100.0;1;1;1;100.0;0;0;16;16
2017-08-27;NA61FK2;NA;4;4;0.0;0.0;0;0;5;;0;0;0;;1;1;11;11
2017-08-27;NA70CL1;NA;4;4;0.0;0.0;0;0;2;;0;0;0;;1;1;0;0
2017-08-27;NA70CL2;NA;4;4;0.0;0.0;0;0;3;;0;0;0;;0;0;0;0
2017-08-27;NA72CK3;NA;4;4;0.0;0.0;0;0;6;100.0;2;2;2;100.0;2;2;2;2
2017-08-27;SO54EJ1;SO;4;4;0.0;0.0;0;0;3;;0;0;0;;0;0;4;4
2017-08-27;SX07AK3;SX;4;4;0.0;0.0;0;0;3;100.0;1;1;1;100.0;0;0;8;8
2017-08-27;SX07AL3;SX;4;4;0.0;0.0;0;0;2;;0;0;0;;2;2;0;0
2017-08-27;SX10CM1;SX;4;4;0.0;0.0;0;0;4;100.0;2;2;2;100.0;0;0;0;0
2017-08-27;SX11ZJ1;SX;4;4;0.0;0.0;0;0;3;;0;0;0;;0;0;6;6
2017-08-27;SX14EJ2;SX;4;4;0.0;0.0;0;0;3;100.0;1;1;1;100.0;0;0;1;1
2017-08-27;SX14EK3;SX;4;4;0.0;0.0;0;0;4;;0;0;0;;1;1;2;2
2017-08-27;SX18AJ3;SX;4;4;0.0;0.0;0;0;3;;0;0;0;;0;0;4;4
2017-08-27;SX24ZK2;SX;4;4;0.0;0.0;0;0;5;100.0;1;1;1;100.0;0;0;21;21
2017-08-27;SX25CK1;SX;4;4;0.0;0.0;0;0;5;100.0;1;1;1;100.0;0;0;8;8
2017-08-27;SX25EK1;SX;4;4;0.0;0.0;0;0;4;;0;0;0;;0;0;2;2
2017-08-27;SX29ZK1;SX;4;4;0.0;0.0;0;0;6;;0;0;0;;0;0;10;10
2017-08-27;SX31ZK3;SX;4;4;0.0;0.0;0;0;3;;0;0;0;;0;0;17;17
2017-08-27;SX38AK3;SX;4;4;0.0;0.0;0;0;5;;0;0;0;;0;0;5;5
2017-08-27;SX38LK1;SX;4;4;0.0;0.0;0;0;5;100.0;2;2;2;100.0;0;0;4;4
2017-08-27;SX51ZJ1;SX;4;4;0.0;0.0;0;0;5;100.0;1;1;1;100.0;1;1;0;0
2017-08-27;SX55CK3;SX;4;4;0.0;0.0;0;0;5;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;SX65ZJ1;SX;4;4;0.0;0.0;0;0;7;;0;0;0;;1;1;5;5
2017-08-27;SX65ZJ3;SX;4;4;0.0;0.0;0;0;5;;0;0;0;;1;1;0;0
2017-08-27;SX72ZK3;SX;4;4;33.33;25.0;0;1;3;100.0;1;1;1;100.0;0;0;14;14
2017-08-27;SX76LK3;SX;4;4;0.0;0.0;0;0;6;100.0;3;3;3;100.0;0;0;2;2
2017-08-27;SX85CJ2;SX;4;4;0.0;0.0;0;0;3;;0;0;0;;0;0;11;11
2017-08-27;SX98ZK2;SX;4;4;0.0;0.0;0;0;2;;0;0;0;;0;0;1;1
2017-08-27;ZA18SM3;ZA;4;4;0.0;0.0;0;0;4;;0;0;0;;0;0;0;0
