FECHA;CELDA;PROV;VoLTE_Attempted_Calls_Huawei;VoLTE_Established_Calls_Huawei;VoLTE_Calls_Drop_Rate_Huawei_All_eRAB_Based;VoLTE_Drop_100Min_rate_Huawei_All_eRAB_Based;VoLTE_Dropped_Calls_Huawei_Active_eRAB_Based;VoLTE_Dropped_Calls_Huawei_All_eRAB_Based;VoLTE_Released_Calls_Huawei_Active_eRAB_Based;VoLTE_SRVCC_to_UMTS_HO_Exec_Succ_rate_Huawei;VoLTE_SRVCC_to_UMTS_HO_Exec_Succ_Huawei;VoLTE_SRVCC_to_UMTS_HO_Prep_Att_Huawei;VoLTE_SRVCC_to_UMTS_HO_Prep_Succ_Huawei;VoLTE_SRVCC_to_UMTS_HO_Prep_Succ_Rate_Huawei;VoLTE_Inter_eNB_InterFreq_HO_Prep_Att_Huawei;VoLTE_Inter_eNB_InterFreq_HO_Prep_Succ_Huawei;VoLTE_Inter_eNB_IntraFreq_HO_Exec_Succ_Huawei;VoLTE_Inter_eNB_IntraFreq_HO_Prep_Att_Huawei
2017-08-27;BU10WJ1;BU;3;3;0.0;0.0;0;0;3;100.0;1;1;1;100.0;0;0;5;5
2017-08-27;BU10WK1;BU;3;3;0.0;0.0;0;0;3;100.0;1;1;1;100.0;0;0;1;1
2017-08-27;LE90VJ1;LE;3;3;0.0;0.0;0;0;3;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;LO01RJ1;LO;3;3;0.0;0.0;0;0;3;;0;0;0;;0;0;1;1
2017-08-27;LO04GJ2;LO;3;3;0.0;0.0;0;0;4;;0;0;0;;0;0;0;0
2017-08-27;LO06EK1;LO;3;3;0.0;0.0;0;0;3;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;LO06GJ2;LO;3;3;0.0;0.0;0;0;3;100.0;1;1;1;100.0;0;0;1;1
2017-08-27;LO06RJ3;LO;3;3;0.0;0.0;0;0;5;;0;0;0;;2;2;5;5
2017-08-27;LO07CM1;LO;3;3;0.0;0.0;0;0;4;100.0;2;2;2;100.0;0;0;0;0
2017-08-27;LO07EK1;LO;3;3;;0.0;0;0;0;;0;0;0;;1;1;2;2
2017-08-27;LO13BJ1;LO;3;3;0.0;0.0;0;0;3;;0;0;0;;0;0;0;0
2017-08-27;LO14BJ3;LO;3;3;0.0;0.0;0;0;2;;0;0;0;;0;0;6;6
2017-08-27;LO15BJ3;LO;3;3;0.0;0.0;0;0;3;100.0;1;1;1;100.0;0;0;2;2
2017-08-27;LO16AK1;LO;3;3;0.0;0.0;0;0;2;100.0;1;1;1;100.0;0;0;4;4
2017-08-27;LO19RK3;LO;3;3;0.0;0.0;0;0;3;;0;0;0;;0;0;0;0
2017-08-27;LO21AJ3;LO;3;3;0.0;0.0;0;0;2;;0;0;0;;0;0;6;6
2017-08-27;LO23RJ1;LO;3;3;0.0;0.0;0;0;3;100.0;1;1;1;100.0;0;0;5;5
2017-08-27;LO23RK2;LO;3;3;0.0;0.0;0;0;1;;0;0;0;;0;0;2;2
2017-08-27;LO24RJ1;LO;3;3;0.0;0.0;0;0;3;;0;0;0;;0;0;2;2
2017-08-27;LO24RJ2;LO;3;3;0.0;0.0;0;0;3;;0;0;0;;0;0;42;42
2017-08-27;LO25AJ1;LO;3;3;0.0;0.0;0;0;4;;0;0;0;;0;0;15;15
2017-08-27;LO26RJ1;LO;3;3;0.0;0.0;0;0;4;;0;0;0;;0;0;4;4
2017-08-27;LO32RK3;LO;3;3;0.0;0.0;0;0;5;100.0;2;2;2;100.0;0;0;0;0
2017-08-27;LO33AJ3;LO;3;3;0.0;0.0;0;0;1;;0;0;0;;0;0;15;15
2017-08-27;LO37RJ1;LO;3;3;0.0;0.0;0;0;4;100.0;2;2;2;100.0;1;1;5;5
2017-08-27;LO41RK1;LO;3;3;0.0;0.0;0;0;1;;0;0;0;;0;0;3;3
2017-08-27;LO45RK1;LO;3;3;0.0;0.0;0;0;4;;0;0;0;;0;0;9;9
2017-08-27;NA01CJ2;NA;3;3;0.0;0.0;0;0;2;100.0;1;1;1;100.0;1;1;1;1
2017-08-27;NA04AM1;NA;3;3;0.0;0.0;0;0;2;;0;0;0;;0;0;2;2
2017-08-27;NA04AM2;NA;3;3;0.0;0.0;0;0;4;;0;0;0;;2;2;0;0
2017-08-27;NA05GK2;NA;3;3;0.0;0.0;0;0;3;;0;0;0;;0;0;4;4
2017-08-27;NA06FK3;NA;3;3;0.0;0.0;0;0;2;;0;0;0;;1;1;1;1
2017-08-27;NA07AK1;NA;3;3;0.0;0.0;0;0;3;100.0;3;3;3;100.0;0;0;0;0
2017-08-27;NA09GK3;NA;3;3;0.0;0.0;0;0;4;100.0;3;3;3;100.0;0;0;1;1
2017-08-27;NA10FK2;NA;3;3;0.0;0.0;0;0;2;;0;0;0;;0;0;5;5
2017-08-27;NA11GJ2;NA;3;3;0.0;0.0;0;0;3;;0;0;0;;0;0;6;6
2017-08-27;NA11GJ3;NA;3;3;0.0;0.0;0;0;2;;0;0;0;;0;0;3;3
2017-08-27;NA12FK2;NA;3;3;0.0;0.0;0;0;2;;0;0;0;;0;0;4;4
2017-08-27;NA14FK2;NA;3;3;0.0;0.0;0;0;3;;0;0;0;;0;0;0;0
2017-08-27;NA14GJ1;NA;3;3;0.0;0.0;0;0;3;100.0;1;1;1;100.0;1;1;4;4
2017-08-27;NA15FK3;NA;3;3;0.0;0.0;0;0;4;;0;0;0;;0;0;2;2
2017-08-27;NA17GJ2;NA;3;3;;0.0;0;0;0;;0;0;0;;0;0;1;1
2017-08-27;NA18BJ2;NA;3;3;0.0;0.0;0;0;3;;0;0;0;;0;0;1;1
2017-08-27;NA18FK1;NA;3;3;0.0;0.0;0;0;6;;0;0;0;;0;0;10;10
2017-08-27;NA18GK1;NA;3;3;0.0;0.0;0;0;3;;0;0;0;;0;0;1;1
2017-08-27;NA19EJ1;NA;3;3;0.0;0.0;0;0;2;;0;0;0;;0;0;0;0
2017-08-27;NA19FJ2;NA;3;3;0.0;0.0;0;0;2;100.0;1;1;1;100.0;1;1;0;0
2017-08-27;NA26CM2;NA;3;3;0.0;0.0;0;0;3;100.0;3;3;3;100.0;0;0;1;1
2017-08-27;NA26GJ1;NA;3;3;0.0;0.0;0;0;3;;0;0;0;;0;0;0;0
2017-08-27;NA29FK2;NA;3;3;0.0;0.0;0;0;4;;0;0;0;;0;0;12;12
2017-08-27;NA34CM1;NA;3;3;0.0;0.0;0;0;1;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;NA36FL1;NA;3;3;0.0;0.0;0;0;3;;0;0;0;;0;0;0;0
2017-08-27;NA37FJ1;NA;3;3;0.0;0.0;0;0;3;;0;0;0;;0;0;0;0
2017-08-27;NA37FK3;NA;3;3;0.0;0.0;0;0;3;100.0;1;1;1;100.0;0;0;13;13
2017-08-27;NA39AJ2;NA;3;3;0.0;0.0;0;0;2;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;NA39FK3;NA;3;3;0.0;0.0;0;0;2;;0;0;0;;0;0;7;7
2017-08-27;NA40AM3;NA;3;3;0.0;0.0;0;0;2;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;NA40EJ2;NA;3;3;0.0;0.0;0;0;3;;0;0;0;;0;0;0;0
2017-08-27;NA42AJ2;NA;3;3;0.0;0.0;0;0;3;;0;0;0;;0;0;0;0
2017-08-27;NA43FK2;NA;3;3;0.0;0.0;0;0;3;;0;0;0;;0;0;12;12
2017-08-27;NA44FK2;NA;3;3;0.0;0.0;0;0;3;;0;0;0;;0;0;0;0
2017-08-27;NA46CJ2;NA;3;3;0.0;0.0;0;0;3;;0;0;0;;1;1;12;12
2017-08-27;NA47BK1;NA;3;3;0.0;0.0;0;0;3;;0;0;0;;0;0;0;0
2017-08-27;NA48CJ1;NA;3;3;0.0;0.0;0;0;3;;0;0;0;;0;0;1;1
2017-08-27;NA51CM2;NA;3;3;0.0;0.0;0;0;3;;0;0;0;;0;0;0;0
2017-08-27;NA55FJ2;NA;3;3;0.0;0.0;0;0;3;;0;0;0;;0;0;1;1
2017-08-27;NA56CJ3;NA;3;3;0.0;0.0;0;0;2;100.0;1;1;1;100.0;0;0;3;3
2017-08-27;NA56FK2;NA;3;3;0.0;0.0;0;0;3;;0;0;0;;0;0;1;1
2017-08-27;NA58AJ1;NA;3;3;0.0;0.0;0;0;3;;0;0;0;;0;0;0;0
2017-08-27;NA66CJ2;NA;3;3;0.0;0.0;0;0;1;;0;0;0;;0;0;3;3
2017-08-27;NA71BJ2;NA;3;3;0.0;0.0;0;0;3;100.0;1;1;1;100.0;0;0;3;3
2017-08-27;SO25SJ3;SO;3;3;0.0;0.0;0;0;3;100.0;3;3;3;100.0;0;0;2;2
2017-08-27;SO48EJ1;SO;3;3;0.0;0.0;0;0;3;;0;0;0;;0;0;0;0
2017-08-27;SX03EK1;SX;3;3;0.0;0.0;0;0;3;100.0;1;1;1;100.0;0;0;1;1
2017-08-27;SX05ZL3;SX;3;3;;0.0;0;0;0;;0;0;0;;2;2;0;0
2017-08-27;SX08EK2;SX;3;3;0.0;0.0;0;0;4;100.0;3;3;3;100.0;0;0;3;3
2017-08-27;SX13EK2;SX;3;3;0.0;0.0;0;0;2;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;SX16EJ3;SX;3;3;0.0;0.0;0;0;1;;0;0;0;;1;1;1;1
2017-08-27;SX17CJ2;SX;3;3;0.0;0.0;0;0;5;;0;0;0;;0;0;1;1
2017-08-27;SX17CJ3;SX;3;3;0.0;0.0;0;0;2;;0;0;0;;0;0;5;5
2017-08-27;SX18AJ2;SX;3;3;0.0;0.0;0;0;2;;0;0;0;;1;1;4;4
2017-08-27;SX22CM1;SX;3;3;0.0;0.0;0;0;3;;0;0;0;;0;0;0;0
2017-08-27;SX23EJ1;SX;3;3;;0.0;0;0;0;;0;0;0;;1;1;4;4
2017-08-27;SX24LK1;SX;3;3;0.0;0.0;0;0;3;;0;0;0;;0;0;16;16
2017-08-27;SX25CJ1;SX;3;3;0.0;0.0;0;0;4;100.0;1;1;1;100.0;0;0;3;3
2017-08-27;SX25CJ2;SX;3;3;0.0;0.0;0;0;2;;0;0;0;;1;1;2;2
2017-08-27;SX27EK2;SX;3;3;0.0;0.0;0;0;4;;0;0;0;;0;0;2;2
2017-08-27;SX27OK2;SX;3;3;0.0;0.0;0;0;2;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;SX30EJ1;SX;3;3;0.0;0.0;0;0;2;100.0;1;1;1;100.0;0;0;2;2
2017-08-27;SX38AJ1;SX;3;2;0.0;0.0;0;0;2;;0;0;0;;0;0;10;10
2017-08-27;SX38LK3;SX;3;3;0.0;0.0;0;0;4;100.0;2;2;2;100.0;0;0;1;1
2017-08-27;SX41OK1;SX;3;3;0.0;0.0;0;0;1;100.0;1;1;1;100.0;0;0;1;1
2017-08-27;SX46LK3;SX;3;3;0.0;0.0;0;0;3;100.0;2;2;2;100.0;0;0;0;0
2017-08-27;SX48ZJ2;SX;3;3;0.0;0.0;0;0;5;100.0;1;1;1;100.0;1;1;10;10
2017-08-27;SX51EK3;SX;3;3;0.0;0.0;0;0;1;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;SX51ZK2;SX;3;3;0.0;0.0;0;0;6;;0;0;0;;0;0;0;0
2017-08-27;SX56CK2;SX;3;3;0.0;0.0;0;0;2;;0;0;0;;0;0;1;1
2017-08-27;SX56CK3;SX;3;3;0.0;0.0;0;0;2;;0;0;0;;0;0;0;0
2017-08-27;SX57LM3;SX;3;3;0.0;0.0;0;0;2;100.0;1;1;1;100.0;1;1;0;0
2017-08-27;SX57ZJ1;SX;3;3;0.0;0.0;0;0;4;;0;0;0;;0;0;0;0
2017-08-27;SX62ZJ1;SX;3;3;0.0;0.0;0;0;3;;0;0;0;;0;0;0;0
2017-08-27;SX67ZJ2;SX;3;3;0.0;0.0;0;0;6;;0;0;0;;3;3;21;21
2017-08-27;SX72EJ1;SX;3;3;0.0;0.0;0;0;5;100.0;2;2;2;100.0;0;0;5;5
2017-08-27;SX73CK3;SX;3;3;0.0;0.0;0;0;3;100.0;1;1;1;100.0;0;0;1;1
2017-08-27;SX83CJ1;SX;3;3;0.0;0.0;0;0;1;;0;0;0;;1;1;5;5
2017-08-27;SX85LJ1;SX;3;3;0.0;0.0;0;0;4;100.0;1;1;1;100.0;1;1;1;1
2017-08-27;SX90EJ1;SX;3;3;0.0;0.0;0;0;1;100.0;1;1;1;100.0;0;0;1;1
2017-08-27;SX97ZJ1;SX;3;3;0.0;0.0;0;0;4;;0;0;0;;1;1;7;7
2017-08-27;SX98ZK3;SX;3;3;0.0;0.0;0;0;5;;0;0;0;;0;0;12;12
2017-08-27;AV93WJ3;AV;2;2;0.0;0.0;0;0;3;;0;0;0;;0;0;1;1
2017-08-27;AV93WK3;AV;2;2;0.0;0.0;0;0;2;100.0;2;2;2;100.0;0;0;0;0
2017-08-27;BU02SJ3;BU;2;2;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;BU10WJ2;BU;2;2;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;BU43SJ3;BU;2;2;0.0;0.0;0;0;2;100.0;1;1;1;100.0;0;0;1;1
2017-08-27;LE51SM1;LE;2;2;0.0;0.0;0;0;2;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;LO01DM1;LO;2;2;0.0;0.0;0;0;2;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;LO01GJ1;LO;2;2;0.0;0.0;0;0;1;100.0;1;1;1;100.0;0;0;1;1
2017-08-27;LO02GJ1;LO;2;2;;0.0;0;0;0;;0;0;0;;0;0;8;8
2017-08-27;LO02GJ2;LO;2;2;0.0;0.0;0;0;1;;0;0;0;;1;1;13;13
2017-08-27;LO02GJ3;LO;2;2;0.0;0.0;0;0;3;;0;0;0;;0;0;0;0
2017-08-27;LO03EJ2;LO;2;2;0.0;0.0;0;0;2;100.0;1;1;1;100.0;0;0;1;1
2017-08-27;LO03JJ1;LO;2;2;0.0;0.0;0;0;2;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;LO04RK2;LO;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;0;0
2017-08-27;LO05EJ3;LO;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;2;2
2017-08-27;LO05GJ1;LO;2;2;0.0;0.0;0;0;1;;0;0;0;;0;0;10;10
2017-08-27;LO06CJ2;LO;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;0;0
2017-08-27;LO06LJ3;LO;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;0;0
2017-08-27;LO09EJ2;LO;2;2;0.0;0.0;0;0;1;;0;0;0;;0;0;1;1
2017-08-27;LO09RL2;LO;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;0;0
2017-08-27;LO10FJ1;LO;2;2;0.0;0.0;0;0;1;;0;0;0;;1;1;2;2
2017-08-27;LO10RK3;LO;2;2;0.0;0.0;0;0;3;100.0;1;1;1;100.0;1;1;1;1
2017-08-27;LO11AJ1;LO;2;2;0.0;0.0;0;0;1;100.0;1;1;1;100.0;0;0;7;7
2017-08-27;LO11DJ2;LO;2;2;0.0;0.0;0;0;1;;0;0;0;;0;0;8;8
2017-08-27;LO13AJ1;LO;2;2;0.0;0.0;0;0;1;;0;0;0;;0;0;7;7
2017-08-27;LO13AJ2;LO;2;2;0.0;0.0;0;0;2;;0;0;0;;1;1;8;8
2017-08-27;LO14RJ1;LO;2;2;0.0;0.0;0;0;1;100.0;1;1;1;100.0;0;0;15;15
2017-08-27;LO14RK2;LO;2;2;0.0;0.0;0;0;6;100.0;4;4;4;100.0;0;0;2;2
2017-08-27;LO14RK3;LO;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;2;2
2017-08-27;LO18AJ2;LO;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;0;0
2017-08-27;LO18RJ1;LO;2;2;0.0;0.0;0;0;3;;0;0;0;;0;0;5;5
2017-08-27;LO21RJ3;LO;2;2;0.0;0.0;0;0;4;100.0;1;1;1;100.0;2;2;5;5
2017-08-27;LO21RK3;LO;2;2;0.0;0.0;0;0;1;;0;0;0;;0;0;6;6
2017-08-27;LO22AJ2;LO;2;2;;0.0;0;0;0;;0;0;0;;0;0;6;6
2017-08-27;LO23AJ1;LO;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;1;1
2017-08-27;LO23AJ3;LO;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;4;4
2017-08-27;LO23RJ3;LO;2;2;0.0;0.0;0;0;2;;0;0;0;;1;1;3;3
2017-08-27;LO28AJ3;LO;2;2;0.0;0.0;0;0;1;;0;0;0;;0;0;12;12
2017-08-27;LO30RK2;LO;2;2;0.0;0.0;0;0;8;;0;0;0;;2;2;8;8
2017-08-27;LO32AJ3;LO;2;2;;0.0;0;0;0;;0;0;0;;0;0;18;18
2017-08-27;LO37RJ2;LO;2;2;;0.0;0;0;0;;0;0;0;;2;2;8;8
2017-08-27;LO38RK2;LO;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;0;0
2017-08-27;LO45RK2;LO;2;2;0.0;0.0;0;0;3;;0;0;0;;0;0;7;7
2017-08-27;NA04FJ1;NA;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;6;6
2017-08-27;NA04FK2;NA;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;2;2
2017-08-27;NA05GK1;NA;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;2;2
2017-08-27;NA06GJ2;NA;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;0;0
2017-08-27;NA09GK2;NA;2;2;0.0;0.0;0;0;3;100.0;2;2;2;100.0;0;0;0;0
2017-08-27;NA11GK3;NA;2;2;0.0;0.0;0;0;4;100.0;1;1;1;100.0;0;0;12;12
2017-08-27;NA12GK1;NA;2;2;0.0;0.0;0;0;3;100.0;1;1;1;100.0;0;0;10;10
2017-08-27;NA18GJ1;NA;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;0;0
2017-08-27;NA22CJ3;NA;2;2;0.0;0.0;0;0;1;;0;0;0;;0;0;3;3
2017-08-27;NA22CM2;NA;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;0;0
2017-08-27;NA24FJ1;NA;2;2;0.0;0.0;0;0;1;;0;0;0;;0;0;1;1
2017-08-27;NA27CJ2;NA;2;2;0.0;0.0;0;0;3;;0;0;0;;0;0;0;0
2017-08-27;NA27CJ3;NA;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;0;0
2017-08-27;NA28GJ1;NA;2;2;0.0;0.0;0;0;2;100.0;1;1;1;100.0;2;2;8;8
2017-08-27;NA28GJ3;NA;2;2;0.0;0.0;0;0;1;;0;0;0;;0;0;8;8
2017-08-27;NA29FK3;NA;2;2;0.0;0.0;0;0;4;;0;0;0;;2;2;8;8
2017-08-27;NA30CJ1;NA;2;2;0.0;0.0;0;0;2;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;NA30CJ2;NA;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;0;0
2017-08-27;NA31CJ1;NA;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;0;0
2017-08-27;NA32CJ3;NA;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;0;0
2017-08-27;NA35FK2;NA;2;2;0.0;0.0;0;0;3;;0;0;0;;0;0;0;0
2017-08-27;NA35FK3;NA;2;2;0.0;0.0;0;0;1;;0;0;0;;0;0;6;6
2017-08-27;NA35GJ1;NA;2;2;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;NA35GK1;NA;2;2;0.0;0.0;0;0;5;100.0;2;2;2;100.0;0;0;0;0
2017-08-27;NA37AJ2;NA;2;2;0.0;0.0;0;0;6;100.0;1;1;1;100.0;0;0;1;1
2017-08-27;NA37CJ2;NA;2;2;0.0;0.0;0;0;3;100.0;1;1;1;100.0;0;0;4;4
2017-08-27;NA37FJ2;NA;2;2;0.0;0.0;0;0;3;;0;0;0;;0;0;3;3
2017-08-27;NA38FK2;NA;2;2;0.0;0.0;0;0;4;;0;0;0;;0;0;45;45
2017-08-27;NA39FK2;NA;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;4;4
2017-08-27;NA40FK1;NA;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;0;0
2017-08-27;NA40FK3;NA;2;2;0.0;0.0;0;0;1;;0;0;0;;0;0;1;1
2017-08-27;NA40GK3;NA;2;2;0.0;0.0;0;0;1;100.0;1;1;1;100.0;0;0;1;1
2017-08-27;NA43CJ1;NA;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;6;6
2017-08-27;NA44CM3;NA;2;2;0.0;0.0;0;0;2;100.0;1;1;1;100.0;1;1;0;0
2017-08-27;NA45CJ1;NA;2;2;0.0;0.0;0;0;3;100.0;2;2;2;100.0;2;2;10;10
2017-08-27;NA46FJ1;NA;2;2;0.0;0.0;0;0;3;;0;0;0;;0;0;12;12
2017-08-27;NA46FJ2;NA;2;2;0.0;0.0;0;0;3;;0;0;0;;3;3;4;4
2017-08-27;NA46FJ3;NA;2;2;0.0;0.0;0;0;4;;0;0;0;;0;0;3;3
2017-08-27;NA47FJ2;NA;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;4;4
2017-08-27;NA48CJ3;NA;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;0;0
2017-08-27;NA49BJ1;NA;2;2;0.0;0.0;0;0;2;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;NA49BK3;NA;2;2;0.0;0.0;0;0;2;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;NA49CM2;NA;2;2;0.0;0.0;0;0;2;100.0;1;1;1;100.0;0;0;16;16
2017-08-27;NA49CM3;NA;2;2;0.0;0.0;0;0;2;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;NA51FJ2;NA;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;4;4
2017-08-27;NA51FK2;NA;2;2;0.0;0.0;0;0;4;;0;0;0;;0;0;2;2
2017-08-27;NA55CJ1;NA;2;2;0.0;0.0;0;0;2;100.0;1;1;1;100.0;0;0;1;1
2017-08-27;NA56FK3;NA;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;0;0
2017-08-27;NA61FK1;NA;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;27;27
2017-08-27;NA63FK2;NA;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;0;0
2017-08-27;NA65BK1;NA;2;2;;0.0;0;0;0;;0;0;0;;0;0;2;2
2017-08-27;NA65CJ3;NA;2;2;33.33;50.0;0;1;3;;0;0;0;;0;0;0;0
2017-08-27;NA65FK2;NA;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;7;7
2017-08-27;NA65FK3;NA;2;2;0.0;0.0;0;0;4;;0;0;0;;0;0;10;10
2017-08-27;NA66BM2;NA;2;2;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;NA67CK3;NA;2;2;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;NA68BJ1;NA;2;2;0.0;0.0;0;0;1;;0;0;0;;0;0;9;9
2017-08-27;NA68CK1;NA;2;2;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;NA71CK2;NA;2;2;0.0;0.0;0;0;4;;0;0;0;;0;0;1;1
2017-08-27;NA71CK3;NA;2;2;0.0;0.0;0;0;1;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;NA79CK1;NA;2;2;0.0;0.0;0;0;2;100.0;1;1;1;100.0;0;0;3;3
2017-08-27;PX19SM3;PX;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;0;0
2017-08-27;SO20SK1;SO;2;2;0.0;0.0;0;0;3;100.0;2;2;2;100.0;0;0;0;0
2017-08-27;SX03EJ1;SX;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;6;6
2017-08-27;SX03EK2;SX;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;0;0
2017-08-27;SX04AK3;SX;2;2;0.0;0.0;0;0;4;;0;0;0;;0;0;0;0
2017-08-27;SX06ZJ2;SX;2;2;0.0;0.0;0;0;2;100.0;1;1;1;100.0;0;0;8;8
2017-08-27;SX08EJ1;SX;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;0;0
2017-08-27;SX13EJ2;SX;2;2;0.0;0.0;0;0;2;;0;0;0;;1;1;7;7
2017-08-27;SX14LJ3;SX;2;2;0.0;0.0;0;0;3;100.0;1;1;1;100.0;0;0;3;3
2017-08-27;SX15EJ2;SX;2;2;0.0;0.0;0;0;3;;0;0;0;;0;0;0;0
2017-08-27;SX15ZK3;SX;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;0;0
2017-08-27;SX16EJ1;SX;2;2;;0.0;0;0;0;;0;0;0;;0;0;2;2
2017-08-27;SX17AJ1;SX;2;2;0.0;0.0;0;0;2;100.0;1;1;1;100.0;0;0;2;2
2017-08-27;SX17EK2;SX;2;2;;0.0;0;0;0;;0;0;0;;0;0;3;3
2017-08-27;SX22ZK1;SX;2;2;0.0;0.0;0;0;1;;0;0;0;;0;0;1;1
2017-08-27;SX24ZK3;SX;2;2;0.0;0.0;0;0;4;;0;0;0;;0;0;9;9
2017-08-27;SX26CJ1;SX;2;2;0.0;0.0;0;0;5;;0;0;0;;0;0;0;0
2017-08-27;SX32ZK1;SX;2;2;;0.0;0;0;0;;0;0;0;;0;0;8;8
2017-08-27;SX34ZJ3;SX;2;2;0.0;0.0;0;0;5;;0;0;0;;0;0;2;2
2017-08-27;SX35EJ3;SX;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;1;1
2017-08-27;SX37AJ3;SX;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;1;1
2017-08-27;SX37AK2;SX;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;0;0
2017-08-27;SX40CJ1;SX;2;2;0.0;0.0;0;0;2;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;SX46LJ2;SX;2;2;0.0;0.0;0;0;3;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;SX46LK1;SX;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;0;0
2017-08-27;SX51LM1;SX;2;2;0.0;0.0;0;0;1;;0;0;0;;1;1;0;0
2017-08-27;SX52EM2;SX;2;2;0.0;0.0;0;0;1;;0;0;0;;0;0;1;1
2017-08-27;SX54ZJ2;SX;2;2;0.0;0.0;0;0;1;;0;0;0;;0;0;12;12
2017-08-27;SX57ZJ2;SX;2;2;0.0;0.0;0;0;4;;0;0;0;;0;0;3;3
2017-08-27;SX61ZJ2;SX;2;2;0.0;0.0;0;0;6;;0;0;0;;1;1;4;4
2017-08-27;SX61ZK3;SX;2;2;0.0;0.0;0;0;4;;0;0;0;;0;0;5;5
2017-08-27;SX62ZK1;SX;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;18;18
2017-08-27;SX62ZK3;SX;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;7;7
2017-08-27;SX63ZL1;SX;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;0;0
2017-08-27;SX65ZJ2;SX;2;2;0.0;0.0;0;0;4;100.0;1;1;1;100.0;3;3;5;5
2017-08-27;SX66AK2;SX;2;2;0.0;0.0;0;0;4;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;SX70AK2;SX;2;2;0.0;0.0;0;0;2;;0;0;0;;0;0;0;0
2017-08-27;SX71OJ2;SX;2;2;0.0;0.0;0;0;5;;0;0;0;;0;0;15;15
2017-08-27;SX73EK1;SX;2;2;0.0;0.0;0;0;1;;0;0;0;;0;0;4;4
