FECHA;PROV;CELDA;VoLTE_Minutes_Ericcson;VoLTE_Attempted_Calls_Ericsson;VoLTE_Established_Calls_Ericsson;VoLTE_Released_Calls_Ericsson_Active_eRAB_Based;VoLTE_Released_Calls_Ericsson_All_eRAB_Based;VoLTE_SRVCC_to_UMTS_HO_Prep_Att_Ericsson;VoLTE_SRVCC_to_UMTS_HO_Prep_Succ_Ericsson;VoLTE_SRVCC_to_UMTS_HO_Prep_Succ_Rate_Ericsson
2017-08-27;VA28GK2;VA;16.0;13;13;1;13;0;0;
2017-08-27;VA29WK2;VA;16.0;13;13;1;12;3;3;100.0
2017-08-27;VA58GK1;VA;65.0;13;13;1;11;0;0;
2017-08-27;ZA01PK2;ZA;12.0;13;13;1;10;0;0;
2017-08-27;ZA01PL3;ZA;3.0;13;13;3;9;0;0;
2017-08-27;AV06WK2;AV;12.0;12;12;2;14;2;2;100.0
2017-08-27;AV08WK2;AV;8.0;12;12;4;12;0;0;
2017-08-27;BU01GL2;BU;22.0;12;12;3;11;0;0;
2017-08-27;BU54GK2;BU;41.0;12;12;4;15;0;0;
2017-08-27;LE07KJ2;LE;81.0;12;12;5;24;5;5;100.0
2017-08-27;LE09IJ2;LE;4.0;12;12;7;12;5;5;100.0
2017-08-27;LE09PJ2;LE;41.0;12;11;4;17;5;5;100.0
2017-08-27;LE16IJ1;LE;68.0;12;12;11;11;0;0;
2017-08-27;LE16IJ2;LE;8.0;12;12;12;12;0;0;
2017-08-27;LE19WJ1;LE;7.0;12;12;8;15;8;7;87.5
2017-08-27;LE42PK2;LE;76.0;12;12;1;12;2;2;100.0
2017-08-27;LE46PK2;LE;7.0;12;12;2;13;2;2;100.0
2017-08-27;LE48PK1;LE;21.0;12;12;2;13;0;0;
2017-08-27;LE78WJ2;LE;29.0;12;12;12;12;0;0;
2017-08-27;LE95WJ2;LE;28.0;12;12;11;12;1;1;100.0
2017-08-27;PX09PK3;PX;52.0;12;12;1;8;0;0;
2017-08-27;PX40IJ1;PX;31.0;12;12;6;10;4;4;100.0
2017-08-27;PX97IJ3;PX;14.0;12;12;11;16;5;5;100.0
2017-08-27;SA01PK3;SA;10.0;12;12;3;14;0;0;
2017-08-27;SA20WJ3;SA;40.0;12;12;10;10;0;0;
2017-08-27;SA21PK1;SA;21.0;12;12;3;11;2;2;100.0
2017-08-27;SA22PK1;SA;32.0;12;12;2;12;4;4;100.0
2017-08-27;SG01PK1;SG;12.0;12;12;1;15;3;3;100.0
2017-08-27;SO10PJ1;SO;1.0;12;12;5;12;4;4;100.0
2017-08-27;SO11PK3;SO;5.0;12;12;2;11;0;0;
2017-08-27;SX40WJ1;SX;31.0;12;12;11;12;1;1;100.0
2017-08-27;SX42WJ3;SX;30.0;12;12;11;11;0;0;
2017-08-27;SX49WJ1;SX;3.0;12;12;10;12;2;2;100.0
2017-08-27;SX71WJ1;SX;32.0;12;12;12;12;0;0;
2017-08-27;VA01KJ2;VA;14.0;12;12;;15;8;8;100.0
2017-08-27;VA03KJ2;VA;6.0;12;12;2;12;6;6;100.0
2017-08-27;VA04KJ1;VA;19.0;12;12;3;11;1;1;100.0
2017-08-27;VA12WK3;VA;32.0;12;12;;10;0;0;
2017-08-27;VA33GK1;VA;18.0;12;12;3;15;0;0;
2017-08-27;VA51WJ1;VA;26.0;12;12;1;12;2;2;100.0
2017-08-27;VA52GJ2;VA;220.0;12;12;;15;0;0;
2017-08-27;VA56WJ2;VA;29.0;12;12;2;12;0;0;
2017-08-27;VA69WJ1;VA;9.0;12;12;2;11;1;1;100.0
2017-08-27;VA70GJ1;VA;27.0;12;12;;15;1;1;100.0
2017-08-27;VA73GK2;VA;50.0;12;12;1;13;0;0;
2017-08-27;VA73GK3;VA;74.0;12;12;;10;0;0;
2017-08-27;AV05PK2;AV;9.0;11;11;1;8;0;0;
2017-08-27;AV12WJ2;AV;11.0;11;11;1;11;2;2;100.0
2017-08-27;AV16PK2;AV;44.0;11;11;5;9;0;0;
2017-08-27;BU06WK3;BU;58.0;11;11;;10;0;0;
2017-08-27;BU11KK1;BU;26.0;11;11;2;14;0;0;
2017-08-27;BU13GK2;BU;26.0;11;11;3;10;0;0;
2017-08-27;BU23WM2;BU;9.0;11;11;4;11;1;1;100.0
2017-08-27;BU49WJ1;BU;15.0;11;11;1;14;3;3;100.0
2017-08-27;LE01PL1;LE;8.0;11;11;;3;0;0;
2017-08-27;LE05PK1;LE;14.0;11;11;3;7;0;0;
2017-08-27;LE07KJ3;LE;49.0;11;11;1;12;3;3;100.0
2017-08-27;LE16WJ3;LE;9.0;11;11;7;7;0;0;
2017-08-27;LE40RJ2;LE;21.0;11;11;3;14;3;3;100.0
2017-08-27;LE41RJ3;LE;7.0;11;11;3;14;4;4;100.0
2017-08-27;LE89IJ1;LE;3.0;11;11;10;12;2;2;100.0
2017-08-27;PX01PL1;PX;8.0;11;11;1;4;0;0;
2017-08-27;PX03PK3;PX;20.0;11;11;;11;2;2;100.0
2017-08-27;PX11IJ1;PX;37.0;11;11;11;11;0;0;
2017-08-27;PX11PK2;PX;15.0;11;11;1;9;0;0;
2017-08-27;PX21RJ3;PX;6.0;11;11;;11;3;3;100.0
2017-08-27;PX64RK1;PX;10.0;11;11;;11;1;1;100.0
2017-08-27;PX97IJ2;PX;16.0;11;11;10;10;0;0;
2017-08-27;SA13PK2;SA;10.0;11;11;3;11;1;1;100.0
2017-08-27;SA43WJ3;SA;24.0;11;11;10;11;1;1;100.0
2017-08-27;SG02PK2;SG;30.0;11;10;;14;5;5;100.0
2017-08-27;SG02RJ2;SG;8.0;11;11;2;10;5;5;100.0
2017-08-27;SG03PK3;SG;11.0;11;11;2;12;0;0;
2017-08-27;SG38WJ1;SG;9.0;11;11;2;11;1;1;100.0
2017-08-27;SO05PK2;SO;8.0;11;10;4;11;0;0;
2017-08-27;SX18IJ1;SX;10.0;11;11;8;12;4;4;100.0
2017-08-27;SX35WJ2;SX;20.0;11;11;11;11;0;0;
2017-08-27;SX36WJ2;SX;36.0;11;11;11;11;0;0;
2017-08-27;SX58WJ1;SX;8.0;11;11;8;10;3;3;100.0
2017-08-27;SX83WJ1;SX;5.0;11;11;5;10;5;5;100.0
2017-08-27;SX83WJ2;SX;6.0;11;11;10;11;1;1;100.0
2017-08-27;VA02GK2;VA;35.0;11;11;1;13;1;1;100.0
2017-08-27;VA11GJ3;VA;20.0;11;11;3;12;1;1;100.0
2017-08-27;VA11GK3;VA;37.0;11;11;;10;0;0;
2017-08-27;VA14WJ2;VA;10.0;11;11;1;12;0;0;
2017-08-27;VA17GK2;VA;27.0;11;11;;11;0;0;
2017-08-27;VA29WJ3;VA;4.0;11;11;2;11;7;7;100.0
2017-08-27;VA38GK2;VA;15.0;11;11;1;11;0;0;
2017-08-27;VA51WJ3;VA;19.0;11;11;1;12;2;2;100.0
2017-08-27;VA57GK3;VA;13.0;11;11;3;12;0;0;
2017-08-27;ZA01PL1;ZA;7.0;11;11;2;7;0;0;
2017-08-27;ZA02WJ2;ZA;4.0;11;11;9;11;2;2;100.0
2017-08-27;AV05WK2;AV;16.0;10;10;2;14;8;8;100.0
2017-08-27;AV33PJ1;AV;2.0;10;10;2;11;4;4;100.0
2017-08-27;BU01KJ1;BU;5.0;10;9;2;15;7;7;100.0
2017-08-27;BU07KK3;BU;11.0;10;10;;9;4;4;100.0
2017-08-27;BU17RJ2;BU;5.0;10;10;1;11;3;3;100.0
2017-08-27;BU18GK2;BU;16.0;10;10;2;11;0;0;
2017-08-27;BU27GJ1;BU;5.0;10;10;1;10;0;0;
2017-08-27;BU45GK3;BU;14.0;10;10;;8;0;0;
2017-08-27;LE04KJ2;LE;10.0;10;10;1;9;3;3;100.0
2017-08-27;LE05KJ3;LE;31.0;10;10;;13;4;4;100.0
2017-08-27;LE05PK2;LE;18.0;10;10;;12;0;0;
2017-08-27;LE08IJ1;LE;18.0;10;10;11;11;0;0;
2017-08-27;LE11KJ1;LE;4.0;10;10;1;10;2;2;100.0
2017-08-27;LE20RK3;LE;43.0;10;10;1;7;0;0;
2017-08-27;LE61WJ1;LE;24.0;10;10;11;11;0;0;
2017-08-27;LE68WJ2;LE;15.0;10;10;12;12;0;0;
2017-08-27;LE78WJ1;LE;63.0;10;10;9;9;0;0;
2017-08-27;PX07PJ3;PX;158.0;10;10;1;12;0;0;
2017-08-27;PX20PJ2;PX;1.0;10;10;3;10;6;6;100.0
2017-08-27;SA08PK1;SA;4.0;10;10;2;11;4;4;100.0
2017-08-27;SA12PJ3;SA;14.0;10;10;;14;6;6;100.0
2017-08-27;SA17PJ3;SA;25.0;10;10;3;13;4;4;100.0
2017-08-27;SA48WJ2;SA;8.0;10;10;9;10;1;1;100.0
2017-08-27;SG01WK2;SG;16.0;10;10;;11;4;4;100.0
2017-08-27;SG03RJ1;SG;16.0;10;10;;9;7;7;100.0
2017-08-27;SG20WK1;SG;7.0;10;10;;9;1;1;100.0
2017-08-27;SG21WK3;SG;10.0;10;10;5;11;3;3;100.0
2017-08-27;SO04WJ3;SO;98.0;10;10;2;13;0;0;
2017-08-27;SO10WJ2;SO;8.0;10;10;1;9;;;
2017-08-27;SO20WJ3;SO;9.0;10;10;;10;0;0;
2017-08-27;SX09IJ2;SX;15.0;10;10;9;10;1;1;100.0
2017-08-27;SX47WJ1;SX;23.0;10;10;8;10;6;2;33.33
2017-08-27;SX56WJ3;SX;6.0;10;10;11;11;0;0;
2017-08-27;SX58WJ3;SX;33.0;10;10;10;11;1;1;100.0
2017-08-27;VA01WK2;VA;115.0;10;10;;9;1;1;100.0
2017-08-27;VA02GK3;VA;29.0;10;10;;7;0;0;
2017-08-27;VA16GJ3;VA;10.0;10;10;5;11;0;0;
2017-08-27;VA25WK2;VA;6.0;10;10;2;10;0;0;
2017-08-27;VA28GK3;VA;16.0;10;10;2;10;1;1;100.0
2017-08-27;VA29GK2;VA;23.0;10;10;;11;0;0;
2017-08-27;VA47WJ3;VA;14.0;10;10;1;8;2;2;100.0
2017-08-27;VA54WJ2;VA;10.0;10;10;2;7;2;2;100.0
2017-08-27;ZA03PK1;ZA;7.0;10;10;1;9;0;0;
2017-08-27;AV04PK2;AV;19.0;9;9;1;4;1;1;100.0
2017-08-27;AV04PL3;AV;96.0;9;9;4;7;0;0;
2017-08-27;AV06WK1;AV;11.0;9;9;3;8;1;1;100.0
2017-08-27;AV20WJ3;AV;7.0;9;9;3;9;0;0;
2017-08-27;AV23WJ3;AV;12.0;9;9;;7;1;1;100.0
2017-08-27;AV23WK1;AV;10.0;9;9;;7;0;0;
2017-08-27;AV24WM2;AV;3.0;9;9;1;10;1;1;100.0
2017-08-27;AV31WJ1;AV;8.0;9;9;2;6;0;0;
2017-08-27;BU05GK3;BU;20.0;9;8;1;7;0;0;
2017-08-27;BU07GK2;BU;7.0;9;9;;4;0;0;
2017-08-27;BU16WJ2;BU;12.0;9;9;5;9;0;0;
2017-08-27;BU35WJ2;BU;19.0;9;8;3;8;0;0;
2017-08-27;BU49OJ3;BU;1.0;9;9;1;9;3;3;100.0
2017-08-27;LE04PK1;LE;9.0;9;9;1;9;0;0;
2017-08-27;LE08KK1;LE;36.0;9;9;;8;0;0;
2017-08-27;LE11WJ2;LE;9.0;9;9;8;8;0;0;
2017-08-27;LE15IJ1;LE;1.0;9;8;7;8;1;1;100.0
2017-08-27;LE19IJ2;LE;8.0;9;9;7;9;2;2;100.0
2017-08-27;LE30PK2;LE;73.0;9;9;1;9;1;1;100.0
2017-08-27;LE32PK2;LE;18.0;9;9;1;6;0;0;
2017-08-27;LE41WJ1;LE;13.0;9;9;9;9;0;0;
2017-08-27;LE53IJ1;LE;4.0;9;9;9;9;0;0;
2017-08-27;LE73WJ4;LE;4.0;9;9;5;6;1;1;100.0
2017-08-27;LE81WJ1;LE;5.0;9;9;7;9;9;2;22.22
2017-08-27;LE83WJ2;LE;43.0;9;9;6;8;2;2;100.0
2017-08-27;PX06IJ2;PX;0.0;9;9;6;9;7;3;42.86
2017-08-27;PX20PK3;PX;6.0;9;9;;6;0;0;
2017-08-27;PX20RJ1;PX;19.0;9;9;1;12;6;6;100.0
2017-08-27;PX49IJ2;PX;28.0;9;9;9;9;0;0;
2017-08-27;PX55PK2;PX;18.0;9;9;3;9;1;1;100.0
2017-08-27;SA02PK2;SA;21.0;9;9;4;8;0;0;
2017-08-27;SA03PL2;SA;11.0;9;9;3;9;0;0;
2017-08-27;SA03PL3;SA;1.0;9;9;2;4;0;0;
2017-08-27;SA04PK3;SA;50.0;9;9;2;9;0;0;
2017-08-27;SA05PK1;SA;14.0;9;9;;10;6;6;100.0
2017-08-27;SA10PJ1;SA;5.0;9;9;;9;3;3;100.0
2017-08-27;SA10PJ3;SA;9.0;9;9;2;7;4;4;100.0
2017-08-27;SA14PK1;SA;18.0;9;9;;7;1;1;100.0
2017-08-27;SA24PK2;SA;4.0;9;9;1;6;1;1;100.0
2017-08-27;SA27PK3;SA;9.0;9;9;2;10;1;1;100.0
2017-08-27;SA27WJ1;SA;1.0;9;9;3;9;6;6;100.0
2017-08-27;SA28WJ1;SA;16.0;9;9;6;9;3;3;100.0
2017-08-27;SG08WJ2;SG;25.0;9;9;1;11;0;0;
2017-08-27;SG12WJ2;SG;8.0;9;9;2;8;0;0;
2017-08-27;SG21WJ3;SG;18.0;9;9;;9;;;
2017-08-27;SO01PK3;SO;93.0;9;9;1;16;0;0;
2017-08-27;SO31WJ2;SO;7.0;9;9;;10;0;0;
2017-08-27;SX23WJ1;SX;4.0;9;9;6;6;0;0;
2017-08-27;SX29WJ2;SX;10.0;9;9;7;9;2;2;100.0
2017-08-27;SX37WJ2;SX;15.0;9;9;6;8;2;2;100.0
2017-08-27;VA01GK1;VA;12.0;9;9;1;11;0;0;
2017-08-27;VA01GK3;VA;12.0;9;9;;8;0;0;
2017-08-27;VA01WK3;VA;38.0;9;9;2;10;0;0;
2017-08-27;VA07GJ2;VA;15.0;9;9;;8;0;0;
2017-08-27;VA07RJ3;VA;41.0;9;9;1;7;1;1;100.0
2017-08-27;VA16GL1;VA;10.0;9;9;;5;0;0;
2017-08-27;VA23GK3;VA;22.0;9;9;1;11;0;0;
2017-08-27;VA28GK1;VA;15.0;9;9;2;9;0;0;
2017-08-27;VA50GK3;VA;9.0;9;9;1;9;1;1;100.0
2017-08-27;VA53WJ2;VA;3.0;9;9;2;10;1;1;100.0
2017-08-27;VA55GK2;VA;19.0;9;9;1;10;0;0;
2017-08-27;VA58GK3;VA;5.0;9;8;;4;0;0;
2017-08-27;VA60WJ2;VA;2.0;9;9;;8;4;4;100.0
2017-08-27;VA61GK1;VA;11.0;9;9;1;8;0;0;
2017-08-27;VA62WJ3;VA;37.0;9;9;;6;1;1;100.0
2017-08-27;VA72WK2;VA;4.0;9;9;1;6;1;1;100.0
2017-08-27;VA83GK1;VA;4.0;9;9;2;8;0;0;
2017-08-27;VA83GK2;VA;20.0;9;9;2;13;0;0;
2017-08-27;ZA02RJ2;ZA;5.0;9;9;1;9;3;3;100.0
2017-08-27;ZA03PK3;ZA;11.0;9;9;1;10;0;0;
2017-08-27;ZA15PK3;ZA;17.0;9;9;;9;0;0;
2017-08-27;ZA43WJ2;ZA;16.0;9;9;8;8;0;0;
2017-08-27;AV04WJ2;AV;11.0;8;8;2;7;1;1;100.0
2017-08-27;AV06WK3;AV;10.0;8;8;3;8;1;1;100.0
2017-08-27;AV17WK2;AV;14.0;8;8;2;7;1;1;100.0
2017-08-27;AV23WK3;AV;12.0;8;8;;10;3;3;100.0
2017-08-27;AV28WJ1;AV;32.0;8;8;;9;2;2;100.0
2017-08-27;AV30WK3;AV;5.0;8;8;1;5;1;1;100.0
2017-08-27;AV32WJ2;AV;26.0;8;8;1;8;4;4;100.0
2017-08-27;BU01GJ3;BU;3.0;8;8;1;8;2;2;100.0
2017-08-27;BU05KJ3;BU;12.0;8;8;3;13;3;3;100.0
2017-08-27;BU08GK1;BU;15.0;8;8;1;7;0;0;
2017-08-27;BU08KK1;BU;4.0;8;8;3;8;0;0;
2017-08-27;BU08KK3;BU;7.0;8;8;3;8;0;0;
2017-08-27;BU31WJ2;BU;24.0;8;8;;8;1;1;100.0
2017-08-27;BU45GK1;BU;17.0;8;8;2;4;0;0;
2017-08-27;LE03PL1;LE;8.0;8;8;1;7;0;0;
2017-08-27;LE05PJ1;LE;9.0;8;8;;11;4;4;100.0
2017-08-27;LE09IJ1;LE;7.0;8;8;6;6;0;0;
2017-08-27;LE10PK3;LE;21.0;8;8;2;4;0;0;
2017-08-27;LE11IJ1;LE;11.0;8;8;12;12;0;0;
2017-08-27;LE19PK2;LE;7.0;8;8;1;7;1;1;100.0
2017-08-27;LE19WJ3;LE;2.0;8;8;6;7;1;1;100.0
2017-08-27;LE20RK1;LE;4.0;8;8;1;6;0;0;
2017-08-27;LE23WJ1;LE;4.0;8;8;10;10;0;0;
2017-08-27;LE28WJ1;LE;9.0;8;8;9;9;0;0;
2017-08-27;LE38WJ1;LE;5.0;8;8;8;8;0;0;
2017-08-27;LE68WJ3;LE;5.0;8;8;8;8;0;0;
2017-08-27;LE80WJ1;LE;7.0;8;8;6;10;4;4;100.0
2017-08-27;LE88IJ3;LE;12.0;8;8;6;6;0;0;
2017-08-27;LE92WJ2;LE;9.0;8;8;6;7;1;1;100.0
2017-08-27;PX04PK1;PX;12.0;8;8;3;8;0;0;
2017-08-27;PX05PK1;PX;6.0;8;8;2;10;0;0;
2017-08-27;PX07PJ1;PX;16.0;8;8;2;13;1;1;100.0
2017-08-27;PX10RK2;PX;5.0;8;8;1;10;3;3;100.0
2017-08-27;PX20PK1;PX;9.0;8;8;2;7;1;1;100.0
2017-08-27;PX21IJ2;PX;1.0;8;8;6;8;2;2;100.0
2017-08-27;PX55PK3;PX;12.0;8;8;1;8;0;0;
2017-08-27;PX64RK2;PX;5.0;8;8;1;8;1;1;100.0
2017-08-27;SA14PK2;SA;17.0;8;8;1;8;1;1;100.0
2017-08-27;SA14PK3;SA;14.0;8;8;3;9;0;0;
2017-08-27;SA21PJ1;SA;13.0;8;8;2;10;0;0;
2017-08-27;SA21WJ1;SA;2.0;8;8;4;8;4;4;100.0
2017-08-27;SA36WJ3;SA;20.0;8;8;8;8;0;0;
2017-08-27;SA41WJ2;SA;1.0;8;8;1;8;7;7;100.0
2017-08-27;SA47WJ3;SA;2.0;8;8;3;9;10;6;60.0
2017-08-27;SG02PK3;SG;37.0;8;8;1;10;4;4;100.0
2017-08-27;SG02PL1;SG;2.0;8;8;2;6;0;0;
2017-08-27;SG02RJ1;SG;13.0;8;8;2;10;4;4;100.0
2017-08-27;SG02WK3;SG;12.0;8;7;;7;5;5;100.0
2017-08-27;SG06RJ2;SG;5.0;8;8;;7;1;1;100.0
2017-08-27;SG08WK1;SG;38.0;8;8;;4;0;0;
2017-08-27;SG25WJ1;SG;7.0;8;8;1;8;0;0;
2017-08-27;SG25WJ2;SG;11.0;8;8;1;7;0;0;
2017-08-27;SG41WK3;SG;8.0;8;8;1;17;8;8;100.0
2017-08-27;SO02PK3;SO;4.0;8;8;2;7;0;0;
2017-08-27;SO14PK1;SO;9.0;8;8;;8;0;0;
2017-08-27;SO31WJ3;SO;6.0;8;8;;7;2;2;100.0
2017-08-27;SX20WJ1;SX;4.0;8;8;6;6;0;0;
2017-08-27;SX42WJ2;SX;64.0;8;8;6;6;0;0;
2017-08-27;SX53WJ1;SX;3.0;8;8;4;6;2;2;100.0
2017-08-27;SX54WJ1;SX;10.0;8;8;7;7;0;0;
2017-08-27;SX54WJ4;SX;9.0;8;8;8;8;0;0;
2017-08-27;SX83WJ3;SX;3.0;8;8;7;8;1;1;100.0
2017-08-27;VA03GK1;VA;15.0;8;8;;11;0;0;
2017-08-27;VA04KJ2;VA;7.0;8;8;2;10;2;2;100.0
2017-08-27;VA12GK2;VA;7.0;8;8;2;5;0;0;
2017-08-27;VA14GJ3;VA;7.0;8;8;2;7;1;1;100.0
2017-08-27;VA23GJ3;VA;6.0;8;8;;8;4;4;100.0
2017-08-27;VA26GK1;VA;89.0;8;8;1;13;0;0;
2017-08-27;VA26GK3;VA;56.0;8;8;1;5;0;0;
2017-08-27;VA33GK3;VA;73.0;8;8;;8;0;0;
2017-08-27;VA36WJ1;VA;21.0;8;8;1;6;3;3;100.0
2017-08-27;VA42WJ2;VA;34.0;8;8;;9;4;4;100.0
2017-08-27;ZA10PJ3;ZA;12.0;8;8;1;8;1;1;100.0
2017-08-27;ZA10PK2;ZA;12.0;8;8;;6;0;0;
2017-08-27;ZA10RK3;ZA;3.0;8;8;;6;1;1;100.0
2017-08-27;ZA13PK1;ZA;9.0;8;8;2;9;0;0;
2017-08-27;ZA97IJ2;ZA;16.0;8;8;8;9;1;1;100.0
2017-08-27;ZA99IJ2;ZA;23.0;8;8;9;12;5;3;60.0
2017-08-27;AV01WJ2;AV;26.0;7;7;;9;0;0;
2017-08-27;AV02PK3;AV;5.0;7;7;;4;0;0;
2017-08-27;AV04PL1;AV;1.0;7;7;1;1;0;0;
2017-08-27;AV05WK1;AV;7.0;7;7;2;7;0;0;
2017-08-27;AV12WJ1;AV;2.0;7;7;2;7;1;1;100.0
2017-08-27;AV14WK1;AV;2.0;7;7;;5;1;1;100.0
2017-08-27;AV30WJ3;AV;3.0;7;7;3;9;1;1;100.0
2017-08-27;AV31PJ2;AV;20.0;7;7;1;9;1;1;100.0
2017-08-27;BU05GK2;BU;14.0;7;7;1;7;0;0;
2017-08-27;BU07GK1;BU;22.0;7;7;1;7;0;0;
2017-08-27;BU07KJ2;BU;23.0;7;7;1;17;4;4;100.0
2017-08-27;BU10GK3;BU;6.0;7;7;2;6;0;0;
2017-08-27;BU11KK3;BU;2.0;7;7;1;5;0;0;
2017-08-27;BU14GK1;BU;17.0;7;7;;6;0;0;
2017-08-27;BU21WM1;BU;2.0;7;7;1;7;1;1;100.0
2017-08-27;BU45GJ3;BU;28.0;7;7;1;9;0;0;
2017-08-27;BU45GK2;BU;4.0;7;7;2;5;0;0;
2017-08-27;LE03PL3;LE;9.0;7;7;2;6;0;0;
2017-08-27;LE04RK3;LE;95.0;7;7;;7;0;0;
2017-08-27;LE05KJ1;LE;6.0;7;7;;5;0;0;
2017-08-27;LE08PK1;LE;5.0;7;7;4;8;0;0;
2017-08-27;LE15KK2;LE;35.0;7;7;2;6;0;0;
2017-08-27;LE21RK1;LE;8.0;7;7;;5;0;0;
2017-08-27;LE34PK3;LE;4.0;7;7;1;4;0;0;
2017-08-27;LE39PK2;LE;2.0;7;7;1;4;0;0;
2017-08-27;LE40IJ3;LE;105.0;7;7;8;8;0;0;
2017-08-27;LE48PK3;LE;59.0;7;7;1;9;0;0;
2017-08-27;LE56IJ2;LE;45.0;7;7;7;7;0;0;
2017-08-27;LE57WJ1;LE;3.0;7;7;1;6;5;5;100.0
2017-08-27;LE90WJ1;LE;1.0;7;7;2;2;0;0;
2017-08-27;PX01PJ2;PX;2.0;7;7;1;4;0;0;
2017-08-27;PX01PJ3;PX;11.0;7;7;3;10;1;1;100.0
2017-08-27;PX04PK3;PX;5.0;7;7;1;12;1;1;100.0
2017-08-27;PX21RJ2;PX;1.0;7;7;;7;5;5;100.0
2017-08-27;PX98IJ2;PX;3.0;7;7;6;6;0;0;
2017-08-27;SA02PJ2;SA;14.0;7;7;4;11;3;3;100.0
2017-08-27;SA03PJ1;SA;6.0;7;7;3;9;2;2;100.0
2017-08-27;SA05PK3;SA;14.0;7;7;1;7;3;3;100.0
2017-08-27;SA05WJ1;SA;3.0;7;7;5;8;3;3;100.0
2017-08-27;SA12WJ1;SA;12.0;7;7;7;7;0;0;
2017-08-27;SA12WJ3;SA;11.0;7;7;7;8;1;1;100.0
2017-08-27;SA13WJ1;SA;13.0;7;7;7;7;0;0;
2017-08-27;SA16PK3;SA;4.0;7;7;1;5;0;0;
2017-08-27;SA19PJ1;SA;17.0;7;7;;5;1;1;100.0
2017-08-27;SG08WK3;SG;5.0;7;7;;4;0;0;
2017-08-27;SG13WJ2;SG;23.0;7;7;2;9;2;2;100.0
2017-08-27;SG16WJ1;SG;2.0;7;7;;7;5;5;100.0
2017-08-27;SG19WJ3;SG;3.0;7;7;;9;3;3;100.0
2017-08-27;SG21WJ2;SG;3.0;7;7;3;6;;;
2017-08-27;SG25WJ3;SG;5.0;7;7;1;6;0;0;
2017-08-27;SG44WJ3;SG;6.0;7;6;;5;0;0;
2017-08-27;SG44WK3;SG;78.0;7;7;;8;1;1;100.0
2017-08-27;SO04PK1;SO;9.0;7;7;1;8;0;0;
2017-08-27;SO08WJ1;SO;6.0;7;7;;8;4;4;100.0
2017-08-27;SX09IJ1;SX;9.0;7;7;7;7;0;0;
2017-08-27;SX13IJ1;SX;2.0;7;7;7;7;0;0;
2017-08-27;SX24WJ2;SX;9.0;7;7;4;6;2;2;100.0
2017-08-27;SX29WJ1;SX;3.0;7;7;8;8;0;0;
2017-08-27;SX30WJ3;SX;4.0;7;7;6;6;0;0;
2017-08-27;SX41WJ1;SX;2.0;7;7;6;7;1;1;100.0
2017-08-27;SX50WJ2;SX;14.0;7;7;8;8;0;0;
2017-08-27;SX59WJ3;SX;8.0;7;7;7;7;0;0;
2017-08-27;SX62WJ2;SX;5.0;7;7;5;6;1;1;100.0
2017-08-27;SX71WJ3;SX;4.0;7;7;4;4;0;0;
2017-08-27;SX85WJ1;SX;20.0;7;7;5;7;2;2;100.0
2017-08-27;VA01GJ3;VA;2.0;7;7;1;7;1;1;100.0
2017-08-27;VA01KJ1;VA;26.0;7;7;3;13;2;2;100.0
2017-08-27;VA02WJ2;VA;14.0;7;7;2;7;2;2;100.0
2017-08-27;VA07GK1;VA;4.0;7;7;2;9;0;0;
2017-08-27;VA09GJ2;VA;28.0;7;7;;12;1;1;100.0
2017-08-27;VA09GK2;VA;20.0;7;7;;5;0;0;
2017-08-27;VA10WK2;VA;24.0;7;7;1;7;0;0;
2017-08-27;VA16GL3;VA;24.0;7;7;1;5;0;0;
2017-08-27;VA25WJ2;VA;2.0;7;7;;6;3;3;100.0
2017-08-27;VA35WK1;VA;7.0;7;7;1;5;1;1;100.0
2017-08-27;VA41WK2;VA;4.0;7;7;1;5;0;0;
2017-08-27;VA42WK3;VA;5.0;7;7;;5;0;0;
2017-08-27;VA43GK2;VA;21.0;7;7;;5;0;0;
2017-08-27;VA45GJ2;VA;27.0;7;7;;11;2;2;100.0
2017-08-27;VA46WJ3;VA;3.0;7;7;1;8;0;0;
2017-08-27;VA55GK3;VA;20.0;7;7;;7;0;0;
2017-08-27;VA66GJ2;VA;3.0;7;7;;8;4;4;100.0
2017-08-27;ZA04PK1;ZA;14.0;7;7;;6;0;0;
2017-08-27;ZA20WJ2;ZA;17.0;7;7;3;8;5;5;100.0
2017-08-27;AV04PL2;AV;0.0;6;6;;2;0;0;
2017-08-27;AV15RJ2;AV;23.0;6;6;2;6;2;2;100.0
2017-08-27;AV23WJ2;AV;18.0;6;6;1;8;0;0;
2017-08-27;AV29WJ1;AV;4.0;6;6;;7;1;1;100.0
2017-08-27;AV29WJ2;AV;28.0;6;6;1;6;1;1;100.0
2017-08-27;AV32WJ3;AV;2.0;6;6;1;6;0;0;
2017-08-27;AV33RJ2;AV;3.0;6;6;3;4;1;1;100.0
2017-08-27;BU02GL2;BU;17.0;6;6;;5;0;0;
2017-08-27;BU04RK3;BU;10.0;6;6;1;7;0;0;
2017-08-27;BU06WK1;BU;5.0;6;6;;6;0;0;
2017-08-27;BU07KJ3;BU;18.0;6;6;1;8;2;2;100.0
2017-08-27;BU15GK1;BU;2.0;6;6;1;8;0;0;
2017-08-27;BU17RJ1;BU;10.0;6;6;2;6;1;1;100.0
2017-08-27;BU29WK2;BU;4.0;6;6;2;6;1;1;100.0
