FECHA;PROV;CELDA;VoLTE_Minutes_Ericcson;VoLTE_Attempted_Calls_Ericsson;VoLTE_Established_Calls_Ericsson;VoLTE_Released_Calls_Ericsson_Active_eRAB_Based;VoLTE_Released_Calls_Ericsson_All_eRAB_Based;VoLTE_SRVCC_to_UMTS_HO_Prep_Att_Ericsson;VoLTE_SRVCC_to_UMTS_HO_Prep_Succ_Ericsson;VoLTE_SRVCC_to_UMTS_HO_Prep_Succ_Rate_Ericsson
2017-08-27;BU32WJ1;BU;15.0;6;6;1;7;0;0;
2017-08-27;BU44GK3;BU;5.0;6;6;;3;0;0;
2017-08-27;BU56WJ2;BU;14.0;6;6;1;8;3;3;100.0
2017-08-27;LE04IJ3;LE;10.0;6;6;4;4;0;0;
2017-08-27;LE06IJ2;LE;4.0;6;6;6;6;0;0;
2017-08-27;LE06PK1;LE;12.0;6;6;;9;0;0;
2017-08-27;LE06WJ1;LE;5.0;6;6;8;8;0;0;
2017-08-27;LE07KL1;LE;3.0;6;6;;4;0;0;
2017-08-27;LE07PK1;LE;7.0;6;6;1;3;0;0;
2017-08-27;LE07PK2;LE;7.0;6;6;1;7;1;1;100.0
2017-08-27;LE07WJ1;LE;3.0;6;6;6;6;0;0;
2017-08-27;LE08KK2;LE;4.0;6;6;;6;0;0;
2017-08-27;LE08PK2;LE;22.0;6;6;;4;0;0;
2017-08-27;LE09WJ2;LE;6.0;6;6;6;6;0;0;
2017-08-27;LE13KK3;LE;50.0;6;6;;7;0;0;
2017-08-27;LE21PK2;LE;7.0;6;6;;6;3;3;100.0
2017-08-27;LE40PK1;LE;2.0;6;6;;3;1;1;100.0
2017-08-27;LE41RJ1;LE;14.0;6;6;2;15;4;4;100.0
2017-08-27;LE57IJ1;LE;8.0;6;6;6;6;0;0;
2017-08-27;LE65WJ3;LE;17.0;6;6;5;6;2252;1;0.04
2017-08-27;LE79WJ2;LE;10.0;6;6;6;6;0;0;
2017-08-27;PX05PK3;PX;4.0;6;6;;5;0;0;
2017-08-27;PX06PJ2;PX;6.0;6;6;;3;0;0;
2017-08-27;PX49IJ1;PX;2.0;6;6;4;5;1;1;100.0
2017-08-27;PX64RJ1;PX;6.0;6;6;1;6;3;3;100.0
2017-08-27;SA01PJ2;SA;32.0;6;6;;6;3;3;100.0
2017-08-27;SA02PJ1;SA;1.0;6;6;;5;3;3;100.0
2017-08-27;SA02PK3;SA;12.0;6;6;;6;0;0;
2017-08-27;SA07PJ2;SA;10.0;6;6;;6;2;2;100.0
2017-08-27;SA09PK2;SA;2.0;6;6;1;6;0;0;
2017-08-27;SA12PK1;SA;3.0;6;6;;3;0;0;
2017-08-27;SA18PJ2;SA;21.0;6;6;;5;2;2;100.0
2017-08-27;SA19WJ2;SA;5.0;6;6;5;5;0;0;
2017-08-27;SA20PJ2;SA;1.0;6;6;;3;1;1;100.0
2017-08-27;SA25WJ1;SA;4.0;6;6;4;7;3;3;100.0
2017-08-27;SA30WJ1;SA;7.0;6;6;7;7;0;0;
2017-08-27;SA42WJ3;SA;5.0;6;6;1;2;1;1;100.0
2017-08-27;SA48PK1;SA;5.0;6;6;2;8;3;3;100.0
2017-08-27;SG01WK3;SG;3.0;6;6;1;8;3;3;100.0
2017-08-27;SG05PJ2;SG;12.0;6;6;1;5;2;2;100.0
2017-08-27;SG18WJ1;SG;6.0;6;6;1;4;1;1;100.0
2017-08-27;SO15PK3;SO;6.0;6;6;1;5;0;0;
2017-08-27;SO26WJ3;SO;5.0;6;6;;4;0;0;
2017-08-27;SO27SJ2;SO;5.0;6;6;;6;0;0;
2017-08-27;SX12IJ2;SX;14.0;6;6;6;7;1;1;100.0
2017-08-27;SX13IJ2;SX;21.0;6;6;6;6;0;0;
2017-08-27;SX23WJ3;SX;18.0;6;6;3;7;5;4;80.0
2017-08-27;SX36WJ3;SX;8.0;6;6;5;6;1;1;100.0
2017-08-27;SX67WJ1;SX;11.0;6;6;6;6;0;0;
2017-08-27;VA02GJ2;VA;4.0;6;6;1;6;1;1;100.0
2017-08-27;VA02GK1;VA;42.0;6;6;2;7;0;0;
2017-08-27;VA02RJ3;VA;7.0;6;6;;6;3;3;100.0
2017-08-27;VA05WJ3;VA;5.0;6;6;1;9;3;3;100.0
2017-08-27;VA10WJ3;VA;25.0;6;6;4;9;1;1;100.0
2017-08-27;VA11GJ1;VA;10.0;6;6;1;6;1;1;100.0
2017-08-27;VA17GJ1;VA;25.0;6;6;;6;0;0;
2017-08-27;VA22WM2;VA;3.0;6;6;1;6;0;0;
2017-08-27;VA30WK2;VA;1.0;6;6;;5;0;0;
2017-08-27;VA45WJ3;VA;11.0;6;6;;4;0;0;
2017-08-27;VA50GK2;VA;31.0;6;6;2;5;0;0;
2017-08-27;VA52GJ1;VA;13.0;6;6;1;6;0;0;
2017-08-27;VA54WJ3;VA;2.0;6;6;;3;0;0;
2017-08-27;VA55GK1;VA;7.0;6;6;;5;0;0;
2017-08-27;VA55WJ1;VA;6.0;6;6;1;6;1;1;100.0
2017-08-27;VA59WJ1;VA;6.0;6;6;1;6;0;0;
2017-08-27;VA60GJ1;VA;4.0;6;6;1;12;5;5;100.0
2017-08-27;VA60GK3;VA;17.0;6;6;2;4;1;1;100.0
2017-08-27;VA60WJ1;VA;2.0;6;6;;7;0;0;
2017-08-27;VA63WJ2;VA;1.0;6;6;1;6;0;0;
2017-08-27;VA66GJ1;VA;8.0;6;6;;8;5;5;100.0
2017-08-27;VA70GJ3;VA;20.0;6;6;1;6;2;2;100.0
2017-08-27;VA74GK2;VA;33.0;6;6;1;5;0;0;
2017-08-27;VA83GK3;VA;48.0;6;6;2;13;4;4;100.0
2017-08-27;ZA02PK3;ZA;1.0;6;6;;5;0;0;
2017-08-27;ZA04PK2;ZA;7.0;6;6;;9;1;1;100.0
2017-08-27;ZA19PJ2;ZA;20.0;6;6;3;7;0;0;
2017-08-27;ZA23RJ2;ZA;5.0;6;6;1;6;0;0;
2017-08-27;ZA28RK3;ZA;1.0;6;6;;6;4;4;100.0
2017-08-27;ZA31WJ3;ZA;39.0;6;6;7;7;0;0;
2017-08-27;AV01PK3;AV;6.0;5;5;;4;0;0;
2017-08-27;AV09WK2;AV;2.0;5;5;;5;1;1;100.0
2017-08-27;AV24WM1;AV;1.0;5;5;2;5;0;0;
2017-08-27;AV30WK2;AV;5.0;5;5;1;5;0;0;
2017-08-27;AV33WJ1;AV;7.0;5;5;;5;1;1;100.0
2017-08-27;BU01GK1;BU;12.0;5;5;1;7;0;0;
2017-08-27;BU01WJ3;BU;10.0;5;5;;6;0;0;
2017-08-27;BU02KJ3;BU;3.0;5;5;1;6;2;2;100.0
2017-08-27;BU03RK3;BU;10.0;5;5;;5;0;0;
2017-08-27;BU03WJ3;BU;52.0;5;5;1;6;1;1;100.0
2017-08-27;BU05KK2;BU;13.0;5;4;;4;4;4;100.0
2017-08-27;BU08GJ2;BU;3.0;5;5;1;5;0;0;
2017-08-27;BU12GJ1;BU;3.0;5;5;5;6;0;0;
2017-08-27;BU12GK3;BU;18.0;5;5;;1;0;0;
2017-08-27;BU18GK3;BU;5.0;5;5;1;4;0;0;
2017-08-27;BU23GK2;BU;3.0;5;5;2;4;1;1;100.0
2017-08-27;BU24GJ3;BU;0.0;5;5;;5;1;1;100.0
2017-08-27;BU25WJ1;BU;1.0;5;5;3;5;1;1;100.0
2017-08-27;BU41GK2;BU;4.0;5;5;;0;0;0;
2017-08-27;BU41WJ1;BU;1.0;5;5;1;5;1;1;100.0
2017-08-27;BU44GK1;BU;4.0;5;5;1;4;0;0;
2017-08-27;LE01PK3;LE;6.0;5;5;2;6;0;0;
2017-08-27;LE03RK3;LE;17.0;5;5;1;4;0;0;
2017-08-27;LE05PJ3;LE;3.0;5;5;1;5;4;4;100.0
2017-08-27;LE06KK3;LE;1.0;5;5;;6;5;5;100.0
2017-08-27;LE06PK3;LE;15.0;5;4;1;4;0;0;
2017-08-27;LE07PK3;LE;5.0;5;5;;4;0;0;
2017-08-27;LE08KK3;LE;12.0;5;5;3;6;0;0;
2017-08-27;LE10PJ3;LE;53.0;5;5;;7;0;0;
2017-08-27;LE11IJ2;LE;2.0;5;5;3;3;0;0;
2017-08-27;LE19PJ2;LE;1.0;5;5;;7;4;4;100.0
2017-08-27;LE20RJ3;LE;19.0;5;5;1;8;2;2;100.0
2017-08-27;LE21PK1;LE;3.0;5;5;1;3;0;0;
2017-08-27;LE23PK3;LE;27.0;5;5;;4;0;0;
2017-08-27;LE23RK3;LE;3.0;5;5;2;6;0;0;
2017-08-27;LE29IJ1;LE;2.0;5;5;5;5;0;0;
2017-08-27;LE30PJ2;LE;2.0;5;5;3;8;4;4;100.0
2017-08-27;LE31PJ1;LE;4.0;5;5;;8;1;1;100.0
2017-08-27;LE34IJ2;LE;15.0;5;5;5;5;0;0;
2017-08-27;LE34PK1;LE;7.0;5;5;;3;1;1;100.0
2017-08-27;LE38PJ1;LE;1.0;5;5;;4;0;0;
2017-08-27;LE40PJ1;LE;1.0;5;5;;7;3;3;100.0
2017-08-27;LE40PJ3;LE;0.0;5;5;1;5;3;3;100.0
2017-08-27;LE40RK1;LE;2.0;5;5;;5;1;1;100.0
2017-08-27;LE41RJ2;LE;6.0;5;5;;12;1;1;100.0
2017-08-27;LE48PK2;LE;12.0;5;5;;7;1;1;100.0
2017-08-27;LE52WJ1;LE;4.0;5;5;6;6;0;0;
2017-08-27;LE54IJ1;LE;3.0;5;5;4;4;11;0;0.0
2017-08-27;LE55IJ1;LE;6.0;5;5;4;5;1;1;100.0
2017-08-27;LE56WJ2;LE;13.0;5;5;3;5;2;2;100.0
2017-08-27;LE69WJ1;LE;3.0;5;5;4;4;0;0;
2017-08-27;LE73WJ3;LE;1.0;5;5;5;5;0;0;
2017-08-27;LE75WJ2;LE;3.0;5;5;5;5;0;0;
2017-08-27;LE79WJ1;LE;8.0;5;5;3;4;1;1;100.0
2017-08-27;LE90IJ1;LE;41.0;5;5;5;5;0;0;
2017-08-27;PX01PK1;PX;20.0;5;5;2;7;0;0;
2017-08-27;PX07PJ2;PX;1.0;5;5;1;5;2;2;100.0
2017-08-27;PX10IJ1;PX;67.0;5;5;4;5;2;1;50.0
2017-08-27;PX23IJ2;PX;2.0;5;5;5;5;0;0;
2017-08-27;PX30IJ2;PX;5.0;5;5;5;5;0;0;
2017-08-27;PX40IJ3;PX;3.0;5;5;4;5;91;1;1.1
2017-08-27;PX97IJ1;PX;1.0;5;5;4;4;0;0;
2017-08-27;SA01PJ1;SA;4.0;5;5;1;4;0;0;
2017-08-27;SA05PL3;SA;0.0;5;5;;2;0;0;
2017-08-27;SA11PJ1;SA;7.0;5;5;1;9;0;0;
2017-08-27;SA11WJ3;SA;3.0;5;5;5;5;0;0;
2017-08-27;SA14WJ2;SA;13.0;5;5;6;6;0;0;
2017-08-27;SA15PJ3;SA;2.0;5;5;1;4;3;3;100.0
2017-08-27;SA17PK2;SA;2.0;5;5;;2;0;0;
2017-08-27;SA18PJ3;SA;7.0;5;5;1;6;0;0;
2017-08-27;SA18WJ1;SA;5.0;5;5;5;6;1;1;100.0
2017-08-27;SA20PK3;SA;64.0;5;5;;5;0;0;
2017-08-27;SA35WJ3;SA;4.0;5;5;5;5;0;0;
2017-08-27;SA42WJ1;SA;14.0;5;5;7;7;0;0;
2017-08-27;SG01PK3;SG;6.0;5;5;1;4;0;0;
2017-08-27;SG01RK1;SG;1.0;5;5;1;5;1;1;100.0
2017-08-27;SG02PJ2;SG;34.0;5;5;;9;0;0;
2017-08-27;SG04RJ1;SG;7.0;5;5;;4;0;0;
2017-08-27;SG04RJ2;SG;14.0;5;5;;4;2;2;100.0
2017-08-27;SG07WJ1;SG;3.0;5;5;2;5;1;1;100.0
2017-08-27;SG13PK3;SG;12.0;5;5;;4;0;0;
2017-08-27;SG17WJ1;SG;3.0;5;5;2;4;;;
2017-08-27;SG23WJ3;SG;6.0;5;4;;5;0;0;
2017-08-27;SG44WK1;SG;4.0;5;5;;5;2;2;100.0
2017-08-27;SO02PK1;SO;25.0;5;5;1;4;0;0;
2017-08-27;SO13WJ1;SO;2.0;5;5;;5;0;0;
2017-08-27;SX06IJ1;SX;2.0;5;5;6;7;1;1;100.0
2017-08-27;SX33WJ2;SX;2.0;5;5;5;5;0;0;
2017-08-27;SX38WJ1;SX;8.0;5;5;5;5;0;0;
2017-08-27;SX51WJ2;SX;5.0;5;5;5;5;0;0;
2017-08-27;SX64WJ1;SX;1.0;5;5;4;5;5;1;20.0
2017-08-27;SX76WJ2;SX;2.0;5;5;5;5;0;0;
2017-08-27;VA01GL1;VA;2.0;5;5;1;3;0;0;
2017-08-27;VA07WJ2;VA;2.0;5;5;1;4;0;0;
2017-08-27;VA12WK1;VA;54.0;5;5;;6;0;0;
2017-08-27;VA16WJ2;VA;6.0;5;5;;3;2;2;100.0
2017-08-27;VA17GJ3;VA;3.0;5;5;2;7;1;1;100.0
2017-08-27;VA20WJ3;VA;11.0;5;5;1;8;4;4;100.0
2017-08-27;VA22GK2;VA;6.0;5;4;;3;0;0;
2017-08-27;VA31GJ2;VA;6.0;5;5;2;5;0;0;
2017-08-27;VA32GJ3;VA;5.0;5;5;2;8;3;3;100.0
2017-08-27;VA32GK3;VA;2.0;5;5;;2;1;1;100.0
2017-08-27;VA39GK3;VA;7.0;5;5;1;3;0;0;
2017-08-27;VA41GK1;VA;2.0;5;5;;3;0;0;
2017-08-27;VA51WJ2;VA;38.0;5;5;1;4;0;0;
2017-08-27;VA62GJ1;VA;15.0;5;5;;6;2;2;100.0
2017-08-27;VA71GK2;VA;6.0;5;5;1;3;0;0;
2017-08-27;ZA02RJ3;ZA;4.0;5;5;1;6;2;2;100.0
2017-08-27;ZA06PK2;ZA;3.0;5;5;;5;0;0;
2017-08-27;ZA06PK3;ZA;1.0;5;5;1;5;0;0;
2017-08-27;ZA10PK3;ZA;7.0;5;5;;7;1;1;100.0
2017-08-27;ZA30RJ3;ZA;2.0;5;5;1;5;0;0;
2017-08-27;ZA31WJ1;ZA;30.0;5;5;5;6;1;1;100.0
2017-08-27;ZA31WJ2;ZA;6.0;5;5;5;5;0;0;
2017-08-27;ZA83WJ1;ZA;4.0;5;5;4;5;1;1;100.0
2017-08-27;AV01PJ2;AV;2.0;4;4;1;4;2;2;100.0
2017-08-27;AV07RJ3;AV;2.0;4;4;2;3;0;0;
2017-08-27;AV09WJ2;AV;4.0;4;4;;3;1;1;100.0
2017-08-27;AV21WJ2;AV;4.0;4;4;;4;2;2;100.0
2017-08-27;AV25PK1;AV;5.0;4;4;1;3;1;1;100.0
2017-08-27;AV25PK3;AV;4.0;4;4;;3;0;0;
2017-08-27;AV31PJ3;AV;9.0;4;3;2;5;1;1;100.0
2017-08-27;AV34WJ1;AV;2.0;4;4;1;3;1;1;100.0
2017-08-27;AV37WJ2;AV;3.0;4;4;1;5;1;1;100.0
2017-08-27;BU01GK2;BU;12.0;4;4;1;6;0;0;
2017-08-27;BU01KJ2;BU;8.0;4;4;1;8;1;1;100.0
2017-08-27;BU02KK2;BU;4.0;4;4;;2;0;0;
2017-08-27;BU03KK1;BU;5.0;4;4;1;7;0;0;
2017-08-27;BU05RK2;BU;6.0;4;4;;4;0;0;
2017-08-27;BU07KJ1;BU;2.0;4;4;;5;0;0;
2017-08-27;BU12GK1;BU;0.0;4;4;1;3;0;0;
2017-08-27;BU16GK2;BU;3.0;4;4;;2;0;0;
2017-08-27;BU16WJ1;BU;7.0;4;4;1;3;0;0;
2017-08-27;BU23GK1;BU;2.0;4;4;;5;1;1;100.0
2017-08-27;BU27GK1;BU;5.0;4;4;;4;0;0;
2017-08-27;BU29GK2;BU;0.0;4;3;3;3;0;0;
2017-08-27;BU29WK3;BU;2.0;4;4;2;6;0;0;
2017-08-27;BU42GK1;BU;1.0;4;4;;3;0;0;
2017-08-27;BU52GK1;BU;5.0;4;4;;4;0;0;
2017-08-27;BU56WJ1;BU;4.0;4;4;;5;4;4;100.0
2017-08-27;BU71GJ2;BU;6.0;4;4;;5;1;1;100.0
2017-08-27;LE03KK2;LE;8.0;4;4;;5;0;0;
2017-08-27;LE03KK3;LE;1.0;4;4;1;3;0;0;
2017-08-27;LE04IJ1;LE;4.0;4;4;3;5;2;2;100.0
2017-08-27;LE04PJ1;LE;5.0;4;4;;1;0;0;
2017-08-27;LE06PK2;LE;5.0;4;4;;6;0;0;
2017-08-27;LE10KK3;LE;3.0;4;4;2;3;0;0;
2017-08-27;LE12IJ2;LE;15.0;4;4;4;4;0;0;
2017-08-27;LE15PK2;LE;6.0;4;4;;2;0;0;
2017-08-27;LE16WJ2;LE;2.0;4;4;3;5;2;2;100.0
2017-08-27;LE17PK1;LE;7.0;4;4;1;5;0;0;
2017-08-27;LE23PK2;LE;4.0;4;4;;3;1;1;100.0
2017-08-27;LE24RK3;LE;5.0;4;4;;4;0;0;
2017-08-27;LE33PJ1;LE;2.0;4;4;2;5;0;0;
2017-08-27;LE37WJ1;LE;3.0;4;4;5;5;0;0;
2017-08-27;LE40PK2;LE;1.0;4;4;1;3;1;1;100.0
2017-08-27;LE41PJ1;LE;7.0;4;4;1;8;1;1;100.0
2017-08-27;LE61WJ2;LE;6.0;4;4;4;4;0;0;
2017-08-27;LE80WJ2;LE;3.0;4;4;1;3;2;2;100.0
2017-08-27;PX07PK1;PX;4.0;4;4;1;4;0;0;
2017-08-27;PX11PJ2;PX;18.0;4;4;1;6;0;0;
2017-08-27;PX21IJ1;PX;4.0;4;4;3;3;0;0;
2017-08-27;SA03PJ3;SA;5.0;4;4;;5;1;1;100.0
2017-08-27;SA10PK2;SA;19.0;4;4;1;5;0;0;
2017-08-27;SA10WJ1;SA;0.0;4;4;3;4;1;1;100.0
2017-08-27;SA11PJ3;SA;1.0;4;4;2;3;0;0;
2017-08-27;SA14WJ1;SA;2.0;4;4;4;6;2;2;100.0
2017-08-27;SA15PJ1;SA;3.0;4;4;1;5;2;2;100.0
2017-08-27;SA15PK2;SA;1.0;4;4;2;3;0;0;
2017-08-27;SA18PJ1;SA;2.0;4;4;;4;2;2;100.0
2017-08-27;SA18PK1;SA;6.0;4;4;1;6;0;0;
2017-08-27;SA18PK3;SA;38.0;4;4;1;4;0;0;
2017-08-27;SA18WJ3;SA;8.0;4;4;6;6;0;0;
2017-08-27;SA19WJ3;SA;3.0;4;4;3;3;0;0;
2017-08-27;SA22PK3;SA;24.0;4;4;;4;0;0;
2017-08-27;SA22WJ3;SA;7.0;4;4;5;5;0;0;
2017-08-27;SA25PK3;SA;5.0;4;4;1;4;0;0;
2017-08-27;SA29WJ1;SA;6.0;4;4;3;3;0;0;
2017-08-27;SA48WJ1;SA;3.0;4;4;5;5;0;0;
2017-08-27;SG01RK3;SG;2.0;4;4;;4;3;3;100.0
2017-08-27;SG04PJ2;SG;2.0;4;4;2;7;4;4;100.0
2017-08-27;SG09WK3;SG;10.0;4;4;3;10;1;1;100.0
2017-08-27;SG12PK1;SG;14.0;4;4;;3;0;0;
2017-08-27;SG12PK3;SG;7.0;4;4;;4;0;0;
2017-08-27;SG13WK2;SG;3.0;4;4;;2;0;0;
2017-08-27;SG15WM1;SG;2.0;4;4;;5;0;0;
2017-08-27;SG19WJ1;SG;1.0;4;4;1;3;0;0;
2017-08-27;SG21WJ1;SG;4.0;4;4;2;4;;;
2017-08-27;SG23WJ1;SG;18.0;4;4;;7;2;2;100.0
2017-08-27;SG23WJ2;SG;19.0;4;4;;3;2;2;100.0
2017-08-27;SG35WM3;SG;4.0;4;4;2;5;0;0;
2017-08-27;SG44WK2;SG;1.0;4;4;;3;3;3;100.0
2017-08-27;SO01PK1;SO;2.0;4;4;;3;0;0;
2017-08-27;SO04PK2;SO;5.0;4;4;1;4;0;0;
2017-08-27;SO04WJ2;SO;11.0;4;4;1;8;1;1;100.0
2017-08-27;SO06PK3;SO;26.0;4;4;1;5;0;0;
2017-08-27;SX14WJ3;SX;1.0;4;4;4;4;0;0;
2017-08-27;SX18IJ2;SX;14.0;4;4;;0;0;0;
2017-08-27;SX19IJ1;SX;6.0;4;4;4;4;0;0;
2017-08-27;SX26IJ1;SX;7.0;4;4;3;4;1;1;100.0
2017-08-27;SX26IJ3;SX;6.0;4;4;4;4;0;0;
2017-08-27;SX27IJ2;SX;14.0;4;4;4;4;0;0;
2017-08-27;SX41WJ2;SX;5.0;4;4;4;4;0;0;
2017-08-27;SX42WJ1;SX;18.0;4;4;4;4;0;0;
2017-08-27;SX46WJ2;SX;1.0;4;4;5;5;0;0;
2017-08-27;SX51WJ1;SX;2.0;4;4;3;5;2;2;100.0
2017-08-27;SX56WJ2;SX;0.0;4;4;4;4;0;0;
2017-08-27;SX58WJ2;SX;1.0;4;4;4;4;0;0;
2017-08-27;SX60WJ2;SX;2.0;4;4;4;4;0;0;
2017-08-27;SX71WJ2;SX;14.0;4;4;4;4;0;0;
2017-08-27;VA01GJ2;VA;8.0;4;4;;11;1;1;100.0
2017-08-27;VA02WJ3;VA;5.0;4;4;1;4;0;0;
2017-08-27;VA03KJ1;VA;4.0;4;4;;4;4;4;100.0
2017-08-27;VA03WJ1;VA;3.0;4;4;;2;0;0;
2017-08-27;VA03WJ3;VA;2.0;4;4;1;5;3;3;100.0
2017-08-27;VA05GJ3;VA;6.0;4;4;3;6;0;0;
2017-08-27;VA05WK3;VA;1.0;4;4;;2;2;2;100.0
2017-08-27;VA07GJ3;VA;8.0;4;4;;4;1;1;100.0
2017-08-27;VA07WJ1;VA;5.0;4;4;;6;1;1;100.0
2017-08-27;VA08GJ2;VA;13.0;4;4;;4;1;1;100.0
2017-08-27;VA10GJ1;VA;4.0;4;4;;5;0;0;
2017-08-27;VA10GJ3;VA;14.0;4;4;;2;1;1;100.0
2017-08-27;VA11GJ2;VA;17.0;4;4;2;5;0;0;
2017-08-27;VA16GL2;VA;7.0;4;4;;4;0;0;
2017-08-27;VA16WK2;VA;24.0;4;4;;5;0;0;
2017-08-27;VA19GK2;VA;1.0;4;4;;1;0;0;
2017-08-27;VA22GK3;VA;18.0;4;4;;3;0;0;
2017-08-27;VA22WM1;VA;3.0;4;4;;4;0;0;
2017-08-27;VA27WM2;VA;4.0;4;4;;5;0;0;
2017-08-27;VA31WJ2;VA;2.0;4;4;;1;1;1;100.0
2017-08-27;VA36GK3;VA;2.0;4;4;1;4;0;0;
2017-08-27;VA38GK3;VA;16.0;4;4;;5;0;0;
2017-08-27;VA39GJ2;VA;27.0;4;4;;1;0;0;
2017-08-27;VA39GK2;VA;6.0;4;4;2;7;1;1;100.0
2017-08-27;VA41GK3;VA;9.0;4;4;1;6;0;0;
2017-08-27;VA43GK3;VA;7.0;4;4;;2;0;0;
2017-08-27;VA64WJ2;VA;8.0;4;4;1;6;0;0;
2017-08-27;VA74GK3;VA;1.0;4;4;;4;0;0;
2017-08-27;VA90GK2;VA;7.0;4;4;;5;0;0;
2017-08-27;ZA01PJ1;ZA;2.0;4;4;2;3;1;1;100.0
2017-08-27;ZA01PL2;ZA;2.0;4;4;1;2;0;0;
2017-08-27;ZA13PK2;ZA;2.0;4;4;1;4;1;1;100.0
2017-08-27;ZA23RJ1;ZA;1.0;4;4;1;4;2;2;100.0
2017-08-27;ZA24WJ3;ZA;25.0;4;4;4;4;0;0;
2017-08-27;ZA30WJ3;ZA;;4;4;4;4;0;0;
2017-08-27;ZA40WJ3;ZA;6.0;4;4;4;4;0;0;
2017-08-27;AV04PJ3;AV;3.0;3;3;1;3;0;0;
2017-08-27;AV04WJ1;AV;5.0;3;3;;3;0;0;
2017-08-27;AV06RJ1;AV;3.0;3;3;1;4;1;1;100.0
2017-08-27;AV07RJ1;AV;3.0;3;2;;2;0;0;
2017-08-27;AV08PK3;AV;3.0;3;3;1;3;0;0;
2017-08-27;AV24WM3;AV;1.0;3;3;;2;1;1;100.0
2017-08-27;AV25PJ1;AV;12.0;3;3;;5;1;1;100.0
2017-08-27;AV28WM3;AV;3.0;3;3;1;3;0;0;
2017-08-27;AV30PJ2;AV;2.0;3;3;;1;1;1;100.0
2017-08-27;AV31PJ1;AV;9.0;3;3;;5;2;2;100.0
2017-08-27;AV31WK2;AV;2.0;3;3;;2;0;0;
2017-08-27;AV36WJ1;AV;24.0;3;3;1;3;1;1;100.0
2017-08-27;AV37WK1;AV;1.0;3;3;;2;0;0;
2017-08-27;AV39WJ1;AV;4.0;3;3;;1;0;0;
2017-08-27;BU01GJ2;BU;2.0;3;3;1;3;0;0;
2017-08-27;BU02KJ2;BU;1.0;3;3;2;2;0;0;
2017-08-27;BU02WJ2;BU;2.0;3;3;1;4;1;1;100.0
2017-08-27;BU03GK2;BU;7.0;3;3;;8;0;0;
2017-08-27;BU03GL1;BU;2.0;3;3;1;2;0;0;
2017-08-27;BU03KJ1;BU;2.0;3;3;;4;2;2;100.0
2017-08-27;BU03KJ2;BU;13.0;3;3;1;9;0;0;
2017-08-27;BU03KJ3;BU;1.0;3;3;1;1;0;0;
2017-08-27;BU05KJ2;BU;4.0;3;3;1;1;0;0;
2017-08-27;BU06GK1;BU;9.0;3;3;;3;0;0;
2017-08-27;BU06GK2;BU;1.0;3;3;1;3;0;0;
2017-08-27;BU08GJ1;BU;3.0;3;3;;4;1;1;100.0
2017-08-27;BU08WJ1;BU;3.0;3;3;;3;0;0;
2017-08-27;BU09KK1;BU;4.0;3;3;;2;0;0;
2017-08-27;BU10GJ2;BU;1.0;3;3;1;3;1;1;100.0
2017-08-27;BU10KJ1;BU;4.0;3;3;;4;2;2;100.0
2017-08-27;BU14GK2;BU;5.0;3;3;;3;0;0;
2017-08-27;BU17GK1;BU;5.0;3;3;2;5;0;0;
2017-08-27;BU18GK1;BU;2.0;3;3;;0;0;0;
2017-08-27;BU20GK3;BU;8.0;3;3;;5;0;0;
2017-08-27;BU20WJ1;BU;1.0;3;3;;3;1;1;100.0
2017-08-27;BU25GJ2;BU;2.0;3;3;;3;1;1;100.0
2017-08-27;BU25WJ3;BU;1.0;3;3;;2;1;1;100.0
2017-08-27;BU26GK2;BU;3.0;3;3;;2;0;0;
2017-08-27;BU29GK1;BU;2.0;3;3;1;2;0;0;
2017-08-27;BU42GK3;BU;1.0;3;3;1;4;0;0;
2017-08-27;BU71GK3;BU;2.0;3;3;;1;0;0;
2017-08-27;BU82GK1;BU;3.0;3;3;;3;0;0;
2017-08-27;LE01PJ2;LE;24.0;3;3;1;11;1;1;100.0
2017-08-27;LE05KJ2;LE;2.0;3;3;2;7;1;1;100.0
2017-08-27;LE06IJ1;LE;2.0;3;3;3;3;0;0;
2017-08-27;LE07PJ3;LE;4.0;3;3;;7;3;3;100.0
2017-08-27;LE09WJ1;LE;15.0;3;3;3;3;0;0;
2017-08-27;LE14PK1;LE;5.0;3;3;;3;1;1;100.0
2017-08-27;LE17PK2;LE;4.0;3;3;;1;0;0;
2017-08-27;LE18PK3;LE;3.0;3;3;1;3;0;0;
2017-08-27;LE20PK2;LE;11.0;3;3;1;5;0;0;
2017-08-27;LE20PK3;LE;0.0;3;3;;0;0;0;
2017-08-27;LE20RJ1;LE;3.0;3;3;1;5;0;0;
2017-08-27;LE20WJ2;LE;4.0;3;3;2;5;3;3;100.0
2017-08-27;LE21IJ1;LE;3.0;3;3;2;3;1;1;100.0
2017-08-27;LE23WJ2;LE;1.0;3;3;3;3;0;0;
2017-08-27;LE25IJ2;LE;1.0;3;3;3;3;0;0;
2017-08-27;LE30PJ1;LE;42.0;3;3;1;7;0;0;
2017-08-27;LE31PJ2;LE;1.0;3;3;1;2;0;0;
2017-08-27;LE31WJ3;LE;2.0;3;3;3;3;0;0;
2017-08-27;LE34PK2;LE;6.0;3;3;1;2;0;0;
2017-08-27;LE40PK3;LE;2.0;3;3;1;3;0;0;
2017-08-27;LE45WJ1;LE;19.0;3;3;3;3;0;0;
